id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Oxforddnb,identifier__Munzinger,family_name,identifier__MusicBrainz,name__de,name__es,name__fr,name__hi,name__id,name__io,name__ja,name__jv,name__ko,name__ms,name__oc,name__pt,name__ru,name__sv,name__th,name__zh,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ca,name__ta,name__it,name__uk,name__nb,name__da,name__nn,name__nl,name__fa,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ms,wikipedia__oc,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__uk,wikipedia__zh,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ml,name__vi,name__sh,name__bcl,name__ar,name__tr,name__fi,name__tl,name__min,name__az,name__bn,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__bn,wikipedia__commons,wikipedia__da,wikipedia__fi,wikipedia__min,wikipedia__ml,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__tl,wikipedia__tr,wikipedia__vi,identifier__BNF,identifier__CANTIC,twitter,wikipedia__nl,identifier__FIFA,occupation,name__cy,name__hu,website,facebook,identifier__FAST,name__nds,name__vmf,name__eu,name__my,wikipedia__eu,wikipedia__my,identifier__Britannica,identifier__google_knowledge,wikipedia__enwikiquote,name__ky,wikipedia__ky,identifier__NLAtrove,name__br,name__co,name__ro,name__ty,name__sco,name__pa,wikipedia__pa,wikipedia__sco,wikipedia__simple,name__cs,identifier__bigenc_ru,identifier__snac,identifier__quora,name__qu,name__et,name__eo,name__is,name__hak,name__mk,name__be_tarask,name__ne,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__he,name__lv,name__li,name__yue,name__sa,name__war,name__bg,name__mr,name__km,name__kk,name__sr,name__new,name__si,name__la,name__mg,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__sd,name__tt,name__vo,name__hy,name__lb,name__lo,name__mn,name__te,name__gu,name__gl,name__ast,name__el,name__kn,name__zh_mo,name__zh_my,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cy,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kn,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__ne,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sr,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__IMDB,identifier__NDL,identifier__NNDB,identifier__wikitree,identifier__CSPAN,name__sk,name__yo,name__lt,name__ckb,name__fo,name__kl,name__uz,wikipedia__ckb,wikipedia__eowikinews,wikipedia__lt,wikipedia__uz,wikipedia__yo,identifier__OLID,name__lmo,identifier__ioc_athlete,identifier__NLA,identifier__NPG,identifier__britishmuseum,identifier__NLI,instagram,wikipedia__si,identifier__GTAA,wikipedia__itwikiquote,name__so,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__nyt_topic,wikipedia__gl
Q5465029,"Fong Chan Onn","Fong Chan Onn","Fong Chan Onn",,male,,,,,,1944,,/m/0ghtk8,,,,,,,"Fong Chan Onn","Fong Chan Onn","Fong Chan Onn",,"Fong Chan Onn",,,,,"Fong Chan Onn",,,,"Fong Chan Onn",,"冯镇安",,,,,,,,,"Fong Chan Onn","Fong Chan Onn","Fong Chan Onn","Fong Chan Onn",,,,,,,"Fong Chan Onn",,,,,,"Fong Chan Onn",,,,,,,,"冯镇安","Fong Chan Onn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,"Fong Chan Onn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5465031,"Fong Po Kuan","Fong Po Kuan","Fong Po Kuan",,female,,,,,,1973-09-15,,/m/05z1x0,,,,,Fung,,"Fong Po Kuan","Fong Po Kuan","Fong Po Kuan",,"Fong Po Kuan",,,,,"Fong Po Kuan",,,,"Fong Po Kuan",,"馮寶君",,,,,,,,,"Fong Po Kuan","Fong Po Kuan","Fong Po Kuan","Fong Po Kuan",,,,,,,"Fong Po Kuan",,,,,,"Fong Po Kuan",,,,,,,,"馮寶君","Fong Po Kuan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Fong Po Kuan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5511027,"Fuziah Salleh","Fuziah Salleh","Fuziah Salleh",https://upload.wikimedia.org/wikipedia/commons/1/1a/YB_Fuziah_Salleh_-_Kuantan_MP_&_PKR_Vice_President.jpg,female,,,,,,1959-07-13,,,,,,,,,"Fuziah Salleh","Fuziah Salleh","Fuziah Salleh",,"Fuziah Salleh",,,,,"Fuziah Salleh",,,,"Fuziah Salleh",,"傅芝雅",,,,,,,,,"Fuziah Salleh","Fuziah Salleh","Fuziah Salleh","Fuziah Salleh",,,,,,,"Fuziah Salleh",,,,,,"Fuziah Salleh",,,,,,,,"傅芝雅","Fuziah Salleh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Fuziah Salleh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q551372,"Joseph Pairin Kitingan","Joseph Pairin Kitingan","Joseph Pairin Kitingan",https://upload.wikimedia.org/wikipedia/commons/2/20/Penampang_Sabah_Joseph-Pairin-Kitingan-02.jpg,male,,119411995,1053748981,n89214890,,1940-08-17,,/m/09c_n7,Joseph,,,,,,"Joseph Pairin Kitingan","Joseph Pairin Kitingan","Joseph Pairin Kitingan",,"Joseph Pairin Kitingan",,"パイリン・キティガン",,,"Joseph Pairin Kitingan",,,,"Joseph Pairin Kitingan",,"百林吉丁岸",,,,,,,,,"Joseph Pairin Kitingan","Joseph Pairin Kitingan","Joseph Pairin Kitingan","Joseph Pairin Kitingan",,"Joseph Pairin Kitingan",,,,,"Joseph Pairin Kitingan",,,,,,"Joseph Pairin Kitingan",,,,,,,,"百林吉丁岸","Joseph Pairin Kitingan","百林吉丁岸","百林吉丁岸","百林吉丁岸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Joseph Pairin Kitingan",,,313041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q551394,"Bernard Giluk Dompok","Bernard Giluk Dompok","Bernard Giluk Dompok",,male,,,,,,1949-10-07,,/m/03wb1cr,Bernard,,,,,,"Bernard Giluk Dompok","Bernard Giluk Dompok","Bernard Giluk Dompok",,"Bernard Giluk Dompok",,"バーナード・ドンポク",,,"Bernard Giluk Dompok",,,,"Bernard Giluk Dompok",,"柏纳东博",,,,,,,,,"Bernard Giluk Dompok","Bernard Giluk Dompok","Bernard Giluk Dompok","Bernard Giluk Dompok",,"Bernard Giluk Dompok",,,,,"Bernard Giluk Dompok",,,,,,"Bernard Giluk Dompok",,,,,,,,"柏纳东博","Bernard Giluk Dompok","柏纳东博","柏納東博","柏納東博",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Bernard Giluk Dompok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5537807,"George Chan Hong Nam","George Chan Hong Nam","George Chan Hong Nam",https://upload.wikimedia.org/wikipedia/commons/1/10/Africanconvention8.jpg,male,,,,,,1936-09-24,,,George,,,,Chen,,"George Chan Hong Nam",,"George Chan Hong Nam",,"George Chan Hong Nam",,,,,"George Chan Hong Nam",,,,"George Chan Hong Nam",,"陈康南",,,,,,,"George Chen",,"George Chan Hong Nam","George Chan Hong Nam","George Chan Hong Nam","George Chan Hong Nam",,,,,,,"George Chan Hong Nam",,,,,,"George Chan Hong Nam",,,,,,,,"陈康南","George Chan Hong Nam",,,,,,,,,,,,"جورج تشن",,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5575520,"Gobind Singh Deo","Gobind Singh Deo","Gobind Singh Deo",,male,,,,,,1973-06-19,,,,,,,,,"Gobind Singh Deo","Gobind Singh Deo","Gobind Singh Deo",,"Gobind Singh Deo",,,,,"Gobind Singh Deo",,,,"Gobind Singh Deo",,"哥宾星",,,"Gobind Singh Deo",,,"கோவிந்த் சிங் தியோ",,,"Gobind Singh Deo","Gobind Singh Deo","Gobind Singh Deo","Gobind Singh Deo",,,,,,,"Gobind Singh Deo",,,,,,"Gobind Singh Deo",,,,,"கோவிந்த் சிங் தியோ",,,"哥宾星","Gobind Singh Deo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Gobind Singh Deo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q561704,"Mohamed Rahmat","Mohamed Rahmat","Mohamed Rahmat",,male,,107316958,,,,1938-01-04,2010-01-01,/m/09v22sb,Tan,,,,,,"Mohamed Rahmat","Mohamed Rahmat","Mohamed Rahmat",,"Mohamed Rahmat",,"モハメド・ラフマト",,,"Mohamed bin Rahmat",,"Mohamed Rahmat","Рахмат, Мохамед","Mohamed Rahmat",,,,,,,,,,"Мохамед Рахмат","Mohamed Rahmat",,,"Tan Sri Mohamed Rahmat",,"Mohamed Rahmat",,,,,"Mohamed Rahmat",,,"モハメド・ラフマト",,,"Mohamed Rahmat",,"Mohamed Rahmat","Рахмат, Мохамед","Mohamed Rahmat",,,"Мохамед Рахмат",,"Mohamed Rahmat",,,,,,,"Mohamed Rahmat",,,,,,,,,,,,,,,,,,,,,"Mohamed Rahmat","Mohamed Rahmat",,,,,,,,,,politician,"Mohamed Rahmat","Mohamed Rahmat",,,,,,,,,,,,,"Рахмат","Рахмат, Мохамед",1529279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5642346,"Halimah Mohd Sadique","Halimah Mohd Sadique","Halimah Mohamed Sadique",,female,,,,,,1962-02-02,,,,,,,,,"Halimah Mohd Sadique",,,,"Halimah Mohd Sadique",,,,,"Halimah Binti Mohd Sadique",,,,"Halimah Binti Mohd Sadique",,"哈里玛莫哈末萨蒂",,,,,,,,,"Halimah Binti Mohd Sadique","Halimah Binti Mohd Sadique","Halimah Binti Mohd Sadique","Halimah Mohd Sadique",,,,,,,"Halimah Mohd Sadique",,,,,,"Halimah Mohd Sadique",,,,,,,,"哈里玛莫哈末萨蒂","Halimah Mohd Sadique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5645310,"Hamim Samuri","Hamim Samuri","Hamim Samuri",,male,,,,,,1958-06-13,,,,,,,,,"Hamim Samuri",,,,"Hamim Samuri",,,,,"Hamim Samuri",,,,"Hamim Samuri",,"哈敏沙慕里",,,,,,,,,"Hamim Samuri","Hamim Samuri","Hamim Samuri","Hamim Samuri",,,,,,,"Hamim Samuri",,,,,,"Hamim Samuri",,,,,,,,"哈敏沙慕里","Hamim Samuri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5646531,"Hamzah Zainuddin","Hamzah Zainuddin","Hamzah Zainudin",,male,,,,,,1957-03-12,,,,,,,,,"Hamzah Zainuddin",,,,"Hamzah Zainuddin",,,,,"Hamzah Zainudin",,,,"Hamzah Zainudin",,"韩沙再努丁",,,,,,,,,"Hamzah Zainudin","Hamzah Zainudin","Hamzah Zainudin","Hamzah Zainuddin",,,,,,,"Hamzah Zainuddin",,,,,,"Hamzah Zainudin",,,,,,,,"韩沙再努丁","Hamzah Zainudin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665771,"Harrison Ngau Laing","Harrison Ngau Laing","Harrison Ngau Laing",,male,,,,,,,,,Harrison,,,,,,"Harrison Ngau Laing",,"Harrison Ngau Laing",,,,,,,,,,,,,,,,,,,,"Harrison Ngau Laing",,,,,"Harrison Ngau Laing",,,,,"Harrison Ngau Laing",,,,,,,,,,,,,,,,,"Harrison Ngau Laing",,,,,,,,,"Harrison Ngau Laing",,,,,,,,,,,,,,,,,,,,,,,,"Harrison Ngau Laing",,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5678682,"Hasbi Habibollah","Hasbi Habibollah","Hasbi Habibollah",,male,,,,,,1963-01-02,,/m/0bs1q9x,,,,,,,"Hasbi Habibollah",,,,"Hasbi Habibollah",,,,,"Hasbi Bin Habibollah",,,,"Hasbi Bin Habibollah",,"哈士必哈比波拉",,,,,,,,,"Hasbi Bin Habibollah","Hasbi Bin Habibollah","Hasbi Bin Habibollah","Hasbi Habibollah",,,,,,,"Hasbi Habibollah",,,,,,"Hasbi Bin Habibollah",,,,,,,,"哈士必哈比波拉","Hasbi Habibollah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5679746,"Hassan Malek","Hassan Malek","Hasan Malek",,male,,,,,,1946-04-24,,/m/0b6g32z,Hassan,,,,,,"Hassan Malek",,,,"Hassan Malek",,,,,"Hassan Malek",,,,"Hassan Malek",,"哈山马烈",,,,,,,,,"Hassan Malek","Hassan Malek","Hassan Malek","Hassan Malek",,,,,,,"Hassan Malek",,,,,,"Hasan Malek",,,,,,,,"哈山马烈","Hasan Malek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5697888,"Hee Loy Sian","Hee Loy Sian","Hee Loy Sian",,male,,,,,,1970,,/m/09v80qd,,,,,,,"Hee Loy Sian",,,,"Hee Loy Sian",,,,,"Hee Loy Sian",,,,"Hee Loy Sian",,"许来贤",,,,,,,,,"Hee Loy Sian","Hee Loy Sian","Hee Loy Sian","Hee Loy Sian",,,,,,,"Hee Loy Sian",,,,,,"Hee Loy Sian",,,,,,,,"许来贤","Hee Loy Sian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5728886,"Henry Sum Agong","Henry Sum Agong","Henry Sum Agong",,male,,,,,,1946-02-18,,,Henry,,,,,,"Henry Sum Agong",,,,"Henry Sum Agong",,,,,"Henry Sum Agong",,,,"Henry Sum Agong",,"亨利逊阿贡",,,,,,,,,"Henry Sum Agong","Henry Sum Agong","Henry Sum Agong","Henry Sum Agong",,,,,,,"Henry Sum Agong",,,,,,"Henry Sum Agong",,,,,,,,"亨利逊阿贡","Henry Sum Agong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5753371,"Hiew King Cheu","Hiew King Cheu","Hiew King Cheu",,male,,,,,,1952-03-01,,/m/0bh9q00,,,,,,,"Hiew King Cheu",,,,"Hiew King Cheu",,,,,"Hiew King Cheu",,,,"Hiew King Cheu",,"邱庆州",,"Hiew King Cheu","Hiew King Cheu",,,,,,"Hiew King Cheu","Hiew King Cheu","Hiew King Cheu","Hiew King Cheu",,,,,,,"Hiew King Cheu",,,,,,"Hiew King Cheu",,,,,,,,"邱庆州","Hiew King Chew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,"Hiew King Cheu","Hiew King Cheu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57675,"Najib Razak","Najib Razak","Najib Razak",https://upload.wikimedia.org/wikipedia/commons/7/70/Dato_Sri_Mohd_Najib_Tun_Razak.JPG,male,,103418701,140115854,n84183609,,1953-07-23,,/m/02lb6k,Mohd,,,00000027931,,,"Najib Razak","Najib Tun Razak","Najib Razak",,"Najib Tun Razak",,"ナジブ・ラザク","Najib Razak","나집 툰 라작","Mohd Najib bin Abdul Razak","Najib Razak","Najib Razak","Наджиб Тун Разак","Najib Tun Razak","นาจิบ ราซะก์","纳吉·阿都拉萨",,,"Mohd Najib Abdul Razak",,"Najib Razak","நஜீப் துன் ரசாக்","Najib Razak","Наджиб Разак","Najib Tun Razak","Najib Razak","Mohd Najib bin Abdul Razak","Najib Razak","نجیب تون رزاق","Najib Razak","Najib Tun Razak","نجیب تون رزاق","Najib Razak",,"Najib Tun Razak",,"Najib Razak","ナジブ・ラザク","Najib Razak","나집 라작","Mohd Najib bin Abdul Razak",,"Najib Razak","Наджиб Тун Разак","Najib Tun Razak","நஜீப் துன் ரசாக்","นาจิบ ราซะก์","Наджиб Разак","纳吉·阿都拉萨","Najib Tun Razak","混蛋·阿都拉薩",,,,,,"Najib Tun Razak","നജീബ് തുൻ റസാഖ്","Mohd Najib bin Abdul Razak",,,"نجيب تون عبد الرزاق","Necip Rezak","Najib Tun Razak","Najib Razak",,"Najib Tun Abdul Razak","নাজিব রাজাক","نجيب تون عبد الرزاق","Nəcib Tun Əbdürrazaq",,,"Category:Najib Tun Razak","Najib Razak","Najib Razak",,"നജീബ് തുൻ റസാഖ്","Najib Tun Razak","Najib Tun Razak",,"Najib Razak","Necip Rezak","Mohd Najib bin Abdul Razak",,,NajibRazak,,,politician,,"Najib Tun Razak",http://www.najibrazak.com,najibrazak,,,,"Najib Razak","နာဂျစ် ရာဇက်",,"နာဂျစ် ရာဇက်",,,"Najib Razak",,,,,,,,"Najib Razak",,,"Najib Razak","Najib Razak","Najib Razak",,,,,"Najib Razak","Naĝib Razak","Najib Razak","Na̍p-kit Â-tû Là-sat","Наџиб Разак",,,,,,,,,"Najib Tun Razak",,"נג'יב רזאק","Nadžibs Razaks",,"亞都拉薩拿督",,,,,,,,,,"Najib Tun Razak",,,,"拿督阿都拉萨",,,,,,,,,,,,,,,,"Νατζίμπ Ραζάκ",,,,,,,,,,"Najib Razak","Najib Razak",,,"Νατζίμπ Ραζάκ","Category:Najib Razak","Naĝib Razak","Najib Razak",,"Najib bin Abdul Razak","נג'יב רזאק",,,,,,,,"Najib Tun Razak",,,,"Nadžibs Razaks",,,,,,,,,"Najib Tun Razak",,,,,,,,,,"นาจิบ ราซะก์",,,,,,"拿督阿都拉萨",,,"Najib Tun Razak","阿都拉薩",,,,,,,,"Najib Tun Razak","Najib Tun Razak","نەجیب ڕەزاق","Najib Razak","Najib Razak","Najib Razak","نەجیب ڕەزاق","Kategorio:Naĝib RAZAK","Najib Tun Razak","Najib Razak","Najib Tun Razak",,,,,,,,,,,,,,,,,,,,
Q5772615,"Hishammuddin Hussein","Hishammuddin Hussein","Hishammuddin Hussein",https://upload.wikimedia.org/wikipedia/commons/4/41/Hishamuddin2014.jpg,male,,,,,,1961-08-05,,,,,,,,,"Hishammuddin Hussein","Hishammuddin Hussein","Hishammuddin Hussein",,"Hishammuddin Hussein",,"ヒシャムッディン・フセイン",,,"Hishammuddin Hussein",,,,"Hishammuddin Hussein",,"希山慕丁",,,,,,,,,"Hishammuddin Hussein","Hishammuddin Hussein","Hishammuddin Hussein","Hishammuddin Hussein",,,,,,,"Hishammuddin Hussein",,,,,,"Hishammuddin Hussein",,,,,,,,"希山慕丁·胡先","Hishammuddin Hussein","希山慕丁","希山慕丁","希山慕丁",,,,,,,,,"هشام الدين حسين",,,,,,,"هشام الدين حسين",,,,,,,,,"Hishammuddin Hussein",,,,,,,,,,,politician,,"Hishammuddin Hussein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"希山慕丁",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5912644,"Hou Kok Chung","Hou Kok Chung","Hou Kok Chung",,male,,120264648,,,13101322X,1963,,/m/09v31km,,,,,,,"Hou Kok Chung","Hou Kok Chung","Hou Kok Chung",,"Hou Kok Chung",,,,,"Hou Kok Chung",,,,"Hou Kok Chung",,"何国忠",,,,,,,,,"Hou Kok Chung","Hou Kok Chung","Hou Kok Chung","Hou Kok Chung",,,,,,,"Hou Kok Chung",,,,,,"Hou Kok Chung",,,,,,,,"何国忠","Hou Kok Chung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,"Hou Kok Chung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5948924,"Husam Musa","Husam Musa","Husam Musa",https://upload.wikimedia.org/wikipedia/commons/f/fa/Dato_Paduka_Haji_Husam_Musa_at_PAS_Muktamar_2005.jpg,male,,,,,,1959-10-14,,,Husam,,,,,,"Husam Musa",,"Husam Musa",,"Husam Musa",,,,,"Husam Musa",,,,"Husam Musa",,,,,,,,,,,"Husam Musa","Husam Musa","Husam Musa","Husam Musa",,,,,,,"Husam Musa",,,,,,"Husam Musa",,,,,,,,,"Husam Musa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
