id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter,name__io,name__de_ch,name__an,name__be,wikipedia__an,wikipedia__be,wikipedia__enwikinews,wikipedia__eu,wikipedia__io,identifier__GND,identifier__Munzinger,family_name,identifier__sycomore,name__nds,wikipedia__ruwikinews,identifier__GTAA,wikipedia__nn,identifier__NNDB,name__rw,name__be_tarask,name__bm,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__plwikiquote,wikipedia__rw,identifier__snac,identifier__senatDOTfr,identifier__AlloCine,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__is,name__mg,wikipedia__is,wikipedia__mg,identifier__allmovie,name__diq,name__sl,wikipedia__sl,name__gd,wikipedia__gd,wikipedia__eswikisource,name__lv,wikipedia__lv,identifier__bigenc_ru,identifier__MusicBrainz,identifier__NKC,identifier__CANTIC,identifier__discogs,identifier__SFDb,identifier__SCOPE,identifier__DNF,name__qu,wikipedia__qu,name__af,name__ast,name__bar,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__OLID,identifier__BNE,second_surname,name__bg,name__kk,name__az,wikipedia__az,wikipedia__bg,wikipedia__kk,wikipedia__ro,identifier__NDL,name__se,wikipedia__se,facebook,identifier__quora,wikipedia__eswikiquote,identifier__GNC,identifier__nlg,name__so,name__th,wikipedia__arwikinews,wikipedia__so,wikipedia__th,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__leonore,name__bcl,name__mwl,wikipedia__bcl,wikipedia__mwl,wikipedia__srwikinews,identifier__Oxforddnb,wikipedia__hy
Q16728395,"Daud Abdihakim Omar","Daud Abdihakim Omar","Daud Abdihakim Omar","Daud Abdihakim Omar","Daud Abdihakim Omar",male,politician,,Daud,"Daud Abdihakim Omar","Daud Abdihakim Omar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16728396,"Daud Mohamed Omar","Daud Mohamed Omar","Daud Mohamed Omar","Daud Mohamed Omar","Daud Mohamed Omar",male,politician,,Daud,"Daud Mohamed Omar","Daud Mohamed Omar","Daud Mohamed Omar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16728674,"Duale Adan Mohamed","Duale Adan Mohamed","Duale Adan Mohamed","Duale Adan Mohamed","Duale Adan Mohamed",male,politician,,,"Duale Adan Mohamed","Duale Adan Mohamed","Duale Adan Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16728916,"Farah Sh. Abdulkadir Mohamed","Farah Sh. Abdulkadir Mohamed","Farah Sh. Abdulkadir Mohamed","Farah Sh. Abdulkadir Mohamed","Farah Sh. Abdulkadir Mohamed",male,politician,,Farah,"Farah Sh. Abdulkadir Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ファラー・シェイハ・アブドゥルカディア・モハメド",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729000,"Ahmed Moalim Fiqi","Ahmed Moalim Fiqi","Ahmed Moalim Fiqi","Ahmed Moalim Fiqi","Ahmed Moalim Fiqi",male,politician,,Ahmed,"Ahmed Moalim Fiqi","Ahmed Moalim Fiqi","Ahmed Moalim Fiqi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729564,"Anisa Hajimumin","Anisa Hajimumin","Anisa Hajimumin","Anisa Hajimumin","Anisa Hajimumin",female,politician,1978-11-20,,"Anisa Hajimumin","Anisa Hajimumin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729569,"Hussein Abdi Halane","Hussein Abdi Halane","Hussein Abdi Halane","Hussein Abdi Halane","Hussein Abdi Halane",male,politician,,Hussein,"Hussein Abdi Halane","Hussein Abdi Halane","Hussein Abdi Halane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729606,"Hamza Mohamed Buri","Bur’i Mohamed Hamza","Hamza Mohamed Buri","Hamza Mohamed Buri","Bur’i Mohamed Hamza",male,politician,1945,Hamza,"Bur’i Mohamed Hamza","Hamza Mohamed Buri",,2016-06-25,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Burhamzhd2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bur’i Mohamed Hamza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729841,"Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi",male,politician,,Abdullahi,"Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi","Abdullahi Elmoge Hersi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730085,"Hussein Arab Isse","Hussein Arab Isse","Hussein Arab Isse","Hussein Arab Isse","Hussein Arab Isse",male,politician,,Hussein,"Hussein Arab Isse","Hussein Arab Isse",,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/2012_10_23_AMISOM_Defense_Minister_A_(8134640827).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Category:Hussein Arab Isse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ฮุสเซน อาหรับ อิสเซ",,,"ฮุสเซน อาหรับ อิสเซ",,,,,,,,,,,,
Q16730149,"Jama Ahmed Mohamed","Jama Ahmed Mohamed","Jama Ahmed Mohamed","Jama Ahmed Mohamed","Jama Ahmed Mohamed",male,politician,,,"Jama Ahmed Mohamed","Jama Ahmed Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730150,"Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali",male,politician,,Ali,"Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali","Ali Ahmed Jama Jangali",,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/Ali_Ahmed_Jama_Jangeli.jpg,,,,,,,,,,,,,,,,,"Ali Ahmed Jama Jangali",,,,,,,,,,,,,,"علي أحمد جامع","علي أحمد جامع",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730151,"Bashir Mohamed Jama",,,"Bashir Mohamed Jama","Bashir Mohamed Jama",male,,,,"Bashir Mohamed Jama","Bashir Mohamed Jama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730152,"Farah Ali Jama","Farah Ali Jama","Farah Ali Jama","Farah Ali Jama","Farah Ali Jama",male,politician,,Farah,"Farah Ali Jama","Farah Ali Jama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730153,"Hibaq Jama","Hibaq Jama","Hibaq Jama","Hibaq Jama","Hibaq Jama",female,politician,,,"Hibaq Jama","Hibaq Jama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730772,"Khadijo Mohamed Diriye","Khadijo Mohamed Diriye","Khadijo Mohamed Diriye","Khadijo Mohamed Diriye","Khadijo Mohamed Diriye",female,politician,1949-04-02,,"Khadijo Mohamed Diriye","Khadijo Mohamed Diriye",,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Khadijo_Mohamed_Diriye.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730781,"Khalid Omar Ali","Khalid Omar Ali","Khalid Omar Ali","Khalid Omar Ali","Khalid Omar Ali",male,politician,,Khalid,"Khalid Omar Ali","Khalid Omar Ali",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16731681,"Lugman Ismail Ali","Lugman Ismail Ali","Lugman Ismail Ali","Lugman Ismail Ali","Lugman Ismail Ali",male,politician,,,"Lugman Ismail Ali","Lugman Ismail Ali","Lugman Ismail Ali",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732660,"Hassan Ali Mire","Hassan Ali Mire","Hassan Ali Mire","Hassan Ali Mire","Hassan Ali Mire",male,politician,,Hassan,"Hassan Ali Mire","Hassan Ali Mire","Hassan Ali Mire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732722,"Mohamed Ali Haga","Mohamed Ali Haga","Mohamed Ali Haga","Mohamed Ali Haga","Mohamed Ali Haga",male,politician,,Mohamed,"Mohamed Ali Haga","Mohamed Ali Haga","Mohamed Ali Haga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732726,"Mohamed Olow Barrow","Mohamed Olow Barrow","Mohamed Olow Barrow","Mohamed Olow Barrow","Mohamed Olow Barrow",male,politician,,Mohamed,"Mohamed Olow Barrow","Mohamed Olow Barrow",,2015-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohamed Olow Barrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732727,"Mohamed Sheikh Hassan","Mohamed Sheikh Hassan","Mohamed Sheikh Hassan","Mohamed Sheikh Hassan","Mohamed Sheikh Hassan",male,politician,,Mohamed,"Mohamed Sheikh Hassan","Mohamed Sheikh Hassan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732741,"Mohamud Ibrihim Adan","Mohamud Ibrihim Adan","Mohamud Ibrihim Adan","Mohamud Ibrihim Adan","Mohamud Ibrihim Adan",male,politician,,,"Mohamud Ibrihim Adan","Mohamud Ibrihim Adan","Mohamud Ibrihim Adan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16732742,"Mohamud Moalin Yahya","Mohamud Moalin Yahya","Mohamud Moalin Yahya","Mohamud Moalin Yahya","Mohamud Moalin Yahya",male,politician,,,"Mohamud Moalin Yahya","Mohamud Moalin Yahya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16733059,"Mustaf Ali Duhulow","Mustaf Ali Duhulow","Mustaf Ali Duhulow","Mustaf Ali Duhulow","Mustaf Ali Duhulow",male,politician,,,"Mustaf Ali Duhulow","Mustaf Ali Duhulow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16733109,"Nadifo Mohamed Osman","Nadifo Mohamed Osman","Nadifo Mohamed Osman","Nadifo Mohamed Osman","Nadifo Mohamed Osman",female,politician,,,"Nadifo Mohamed Osman","Nadifo Mohamed Osman","Nadifo Mohamed Osman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16733891,"Ahmed Elmi Osman","Ahmed Elmi Osman","Ahmed Elmi Osman","Ahmed Elmi Osman","Ahmed Elmi Osman",male,politician,,Ahmed,"Ahmed Elmi Osman","Ahmed Elmi Osman","Ahmed Elmi Osman",,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/Karaashhd1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735041,"Ali Said Raygal","Ali Said Raygal","Ali Said Raygal","Ali Said Raygal","Ali Said Raygal",male,politician,,Ali,"Ali Said Raygal","Ali Said Raygal",,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Alisaidraygal.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735224,"Ridwan Hirsi Mohamed","Ridwan Hirsi Mohamed","Ridwan Hirsi Mohamed","Ridwan Hirsi Mohamed","Ridwan Hirsi Mohamed",male,politician,,Ridwan,"Ridwan Hirsi Mohamed","Ridwan Hirsi Mohamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ริดวัน ฮิรซี โมฮัมเหม็ด",,,"ริดวัน ฮิรซี โมฮัมเหม็ด",,,,,,,,,,,,
Q1679810,"Jama Ali Jama","Jama Ali Jama","Jama Ali Jama","Jama Ali Jama","Jama Ali Jama",male,politician,"",,"Jama Ali Jama","Jama Ali Jama",,,,,"Jama Ali Jama",,,,"Jama Ali Jama","Jama Ali Jama",,,,,,,,,,"Jama Ali Jama",,,,,,,"Jama Ali Jama",,,,,,,/m/07vjqc,,,,,,"ジャマ・アリー・ジャマ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
