id,name__en,name,wikipedia__en,gender,birth_date,identifier__freebase,identifier__UScongress,identifier__NNDB,image,family_name,given_name,identifier__VIAF,identifier__LCAuth,name__fa,name__fr,name__ar,name__ms,name__yo,name__de,name__it,name__sv,name__nl,name__es,name__nb,name__da,name__nn,name__he,wikipedia__ar,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__ms,wikipedia__sv,wikipedia__yo,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__ru,name__fi,name__cy,name__cs,name__ga,name__zh,name__sh,name__uk,name__el,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__es,wikipedia__fi,wikipedia__ga,wikipedia__he,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__uk,wikipedia__zh,identifier__IMDB,identifier__OLID,website,twitter,identifier__FAST,name__eo,name__ro,name__af,name__la,name__ja,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__et,name__tr,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__de_at,name__eu,name__frp,name__fur,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ace,name__az,name__iu,name__sq,name__tw,name__bn,name__hi,name__hy,name__ko,name__ka,name__new,name__got,name__ml,name__ta,name__te,name__si,name__dsb,name__haw,name__hsb,name__ig,name__jv,name__nov,name__pdc,name__pih,name__tet,name__tl,name__tpi,name__war,name__nan,name__lv,name__wuu,name__sg,name__bcl,name__bm,name__ku,name__yue,name__yi,name__azb,name__bg,name__tt,wikipedia__ace,wikipedia__af,wikipedia__als,wikipedia__azb,wikipedia__az,wikipedia__bcl,wikipedia__bg,wikipedia__bm,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__dsb,wikipedia__enwikinews,wikipedia__eo,wikipedia__et,wikipedia__gl,wikipedia__got,wikipedia__haw,wikipedia__hsb,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__iu,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lv,wikipedia__ml,wikipedia__nn,wikipedia__nov,wikipedia__oc,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__ro,wikipedia__sco,wikipedia__sg,wikipedia__sq,wikipedia__sw,wikipedia__tet,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__tw,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__ISNI,identifier__GND,identifier__BNF,identifier__FEC,instagram,facebook,wikipedia__mg,wikipedia__sk,name__lt,name__pag,wikipedia__cswikiquote,wikipedia__lt,wikipedia__itwikiquote,name__sr,wikipedia__sr,identifier__rotten_tomatoes,wikipedia__sl,identifier__SUDOC,name__vmf,identifier__NTA,wikipedia__eu,wikipedia__bar,name__be_tarask,name__be,name__bpy,name__ceb,name__fo,name__fy,name__ilo,name__ksh,name__lmo,name__mk,name__mn,name__mr,name__my,name__th,name__uz,name__vep,name__arz,wikipedia__an,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bpy,wikipedia__ceb,wikipedia__fo,wikipedia__fy,wikipedia__hr,wikipedia__ilo,wikipedia__ka,wikipedia__ksh,wikipedia__liwikiquote,wikipedia__lmo,wikipedia__mk,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__nds,wikipedia__nlwikiquote,wikipedia__ruwikinews,wikipedia__scn,wikipedia__si,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__viwikisource,identifier__NLA,identifier__NKC,identifier__SELIBR,identifier__Britannica,wikipedia__hy,wikipedia__slwikiquote,identifier__NUKAT,identifier__ULAN,electoral_district,identifier__MGP,name__tg_latn,name__sr_ec,name__tg,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__eswikiquote,wikipedia__tg,identifier__Munzinger,name__ps,wikipedia__ps,wikipedia__trwikiquote,name__bs,death_date,name__as,wikipedia__as,name__ckb,wikipedia__bswikiquote,wikipedia__ckb,identifier__NDL,wikipedia__frwikiquote,name__ur,name__dv,wikipedia__dv,wikipedia__frp,wikipedia__hi,wikipedia__kowikiquote,wikipedia__ptwikiquote,wikipedia__simplewikiquote,wikipedia__ur,identifier__CANTIC,name__am,wikipedia__am,name__ht,wikipedia__ht,identifier__AlloCine,identifier__allmovie,wikipedia__lb,identifier__NLAtrove,name__diq,wikipedia__te,identifier__GTAA,linkedin,wikipedia__ast,identifier__IIAF,name__simple,name__kn,name__pa,wikipedia__kn,wikipedia__pa,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__discogs,identifier__N6I,wikipedia__svwikiquote,wikipedia__nowikiquote,name__szl,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__sc,wikipedia__skwikiquote,wikipedia__szl,wikipedia__zhwikiquote,name__no,identifier__NPG,identifier__dmoz,occupation,identifier__opensecrets,identifier__wikitree,identifier__CSPAN,identifier__ballotpedia,identifier__youtube,identifier__politifact,identifier__nyt_topic,wikipedia__tawikiquote,identifier__kinopoisk,wikipedia__azwikiquote,identifier__goodreads,identifier__GNC,identifier__britishmuseum,identifier__nlg,identifier__ne_se,identifier__SFDb,identifier__FJC_bio,wikipedia__hewikiquote,identifier__CiNii,name__ang,name__hak,name__kaa,wikipedia__ang,wikipedia__hak,wikipedia__kaa,identifier__BNE,identifier__google_plus,name__ty,second_surname,identifier__CONOR,wikipedia__ie,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__DNF,name__bo,name__kk,name__pnb,name__sgs,name__qu,wikipedia__bat_smg,wikipedia__bo,wikipedia__dewikiquote,wikipedia__huwikiquote,wikipedia__ia,wikipedia__kk,wikipedia__new,wikipedia__pnb,wikipedia__qu,identifier__BiblioNet,identifier__TED,identifier__nobel_prize,wikipedia__ruwikiquote,name__eml,wikipedia__eml,identifier__google_knowledge,identifier__votesmart
Q2578426,"Bill Lowery","Bill Lowery","Bill Lowery (politician)",male,1947-05-02,/m/09jc6y,L000479,749/000118395,https://upload.wikimedia.org/wikipedia/commons/c/ca/Bill_Lowery.jpg,,Bill,268408826,,,"Bill Lowery",,,,"William David Lowery","Bill Lowery","Bill Lowery","Bill Lowery","Bill Lowery","Bill Lowery","Bill Lowery","Bill Lowery",,,"William David Lowery",,,,,,,"Bill Lowery (US politician)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bill Lowery",,,,,,,"Bill Lowery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2578546,"William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer",male,1929-09-22,/m/042lpf,D000044,,https://upload.wikimedia.org/wikipedia/commons/8/85/Dannemeyer_Wm.png,,William,58204763,n89106008,"ویلیام ای. دانمیر","William E. Dannemeyer",,,,"William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer","William E. Dannemeyer",,,"William E. Dannemeyer","ویلیام ای. دانمیر",,,,,,"William E. Dannemeyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262063,,,,,,,,,,,,,,,,,,,,,,,,,,"William E. Dannemeyer",,,,,,,"William E. Dannemeyer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2579562,"William K. Brewster","William K. Brewster","William K. Brewster",male,1941-11-08,/m/0g12t1,B000817,,https://upload.wikimedia.org/wikipedia/commons/5/54/WKBrewster.jpg,,William,,,,"William K. Brewster",,,,"William K. Brewster","William K. Brewster","William K. Brewster","William K. Brewster","William K. Brewster","William K. Brewster","William K. Brewster","William K. Brewster",,,"William K. Brewster",,,,,,,"William K. Brewster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"William K. Brewster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2580709,"William T. Redmond","William T. Redmond","William T. Redmond",male,1954-01-28,/m/0gxqf0,R000567,,https://upload.wikimedia.org/wikipedia/commons/2/24/Bill_Redmond_Congressional_Photo.jpg,,William,,,,"William T. Redmond",,,,"William T. Redmond","William T. Redmond","William T. Redmond","William T. Redmond","William T. Redmond","William T. Redmond","William T. Redmond","William T. Redmond",,,"William T. Redmond",,,,,,,"William T. Redmond",,,,,,,,"William Thomas Redmond",,,,,,"威廉·T·雷德蒙",,,,,,,,,,,,,,,,,"William Thomas Redmond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2600908,"Allen Boyd","Allen Boyd","Allen Boyd",male,1945-06-06,/m/0251w9,B000716,386/000032290,"https://upload.wikimedia.org/wikipedia/commons/c/c3/Allen_Boyd,_official_portrait,_111th_Congress.jpg",,Allen,,,"آلن بوید","Allen Boyd",,,,"Allen Boyd","Allen Boyd","Allen Boyd","Allen Boyd","Allen Boyd","Allen Boyd","Allen Boyd","Allen Boyd",,,"Allen Boyd",,,"Allen Boyd",,"Allen Boyd",,"Allen Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,allen-boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729
Q2603131,"Rob Simmons","Rob Simmons","Rob Simmons",male,1943-02-11,/m/024zmb,S001152,462/000040342,https://upload.wikimedia.org/wikipedia/commons/c/c2/Rob_Simmons_109th_pictorial_photo.jpg,,Rob,,,"راب سیمونز","Rob Simmons",,,,"Rob Simmons","Rob Simmons","Rob Simmons","Rob Simmons","Rob Simmons","Rob Simmons","Rob Simmons","Rob Simmons",,,"Rob Simmons",,,,,,,"Rob Simmons",,,,,,,,,,,,,,"羅伯·西蒙斯",,,,,,,,,,,,,,,,,,,,,,,"羅伯·西蒙斯",,,,,,,,,,"ロブ・シモンズ",,,,,,,,,,,,,,,,,,,,,"Rob Simmons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,robertrsimmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q261147,"Barbara Mikulski","Barbara Mikulski","Barbara Mikulski",female,1936-07-20,/m/0206nm,M000702,282/000032186,https://upload.wikimedia.org/wikipedia/commons/6/6f/Barbara_Mikulski_official_portrait_c._2011.jpg,,Barbara,84614150,n96033428,"باربارا میکولسکی","Barbara Mikulski","باربرا مايكولسكي",,,"Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","ברברה מיקולסקי","باربرا مايكولسكي","Barbara Mikulski","باربارا میکولسکی","Barbara Mikulski","Barbara Mikulski",,"Barbara Mikulski",,"Barbara A. Mikulski",,,,,,,"Barbara Mikulski","Barbara Mikulski","Микульски, Барбара","Barbara Mikulski",,,"Barbara Mikulski","芭芭拉·米庫斯基","Barbara Mikulski","Барбара Мікульські",,"Barbara Mikulski",,,,,,"Author:Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","ברברה מיקולסקי","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Barbara Mikulski","Микульски, Барбара","Barbara Mikulski","Barbara Mikulski","Барбара Мікульскі","芭芭拉·米庫斯基",nm1310745,,http://mikulski.senate.gov/,senatorbarb,,,,,,"バーバラ・ミクルスキ",,,,,,,,,,,,,,,,,,,,,"Barbara Mikulski",,,,,,,"Barbara Mikulski",,,,,,,,,,,,,,,,,"Barbara Mikulski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Mikulski",,,,,,,,,,,,,,,,,,,,1018000852,,S6MD00140,,SenatorMikulski,,,,,,,,,,,,112145884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbara Mikulski",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,N00001945,Mikulski-4,barbaramikulski,Barbara_Mikulski,UCaR3dD8SdaLMM432QSM5wmw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53304
Q2613704,"Phil Gramm","Phil Gramm","Phil Gramm",male,1942-07-08,/m/016l53,G000365,407/000024335,https://upload.wikimedia.org/wikipedia/commons/7/7c/PhilGramm.jpg,,Phil,94676820,n83021810,"فیل گرام","Phil Gramm",,,,"Phil Gramm","Phil Gramm","Phil Gramm","Phil Gramm","Phil Gramm","Phil Gramm","Phil Gramm","Phil Gramm",,,"Phil Gramm","فیل گرام","Phil Gramm","Phil Gramm",,"Phil Gramm",,"Phil Gramm",,,,,,,,,"Грэмм, Филип",,,,,"菲爾·格拉姆",,"Філ Гремм",,,,,,,,,,,,,,,,,"Грэмм, Филип",,"Phil Gramm","Філ Гремм",,nm1109307,,,,109037,,,,,,,,,,,,,,,,,,,,,,,,,,"Phil Gramm",,,,,,,,,,,,,,,,"Phil Gramm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phil Gramm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0000 0000 6740 4369",,,,,,,,,,,,,,,,,080286925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p357775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,Gramm-52,,,,,,,33682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q262534,"Nick Rahall","Nick Rahall","Nick Rahall",male,1949-05-20,/m/024zc8,R000011,252/000040132,https://upload.wikimedia.org/wikipedia/commons/4/4d/Nick_Rahall.jpg,,Nick,,,"نیک رهل","Nick Rahall","نيك رحال",,,"Nick Rahall","Nick Rahall","Nick Rahall","Nick Rahall","Nick Rahall","Nick Rahall","Nick Rahall","Nick Rahall",,"نيك رحال","Nick Rahall","نیک رهل",,"Nick Rahall",,"Nick Rahall",,"Nick J. Rahall II",,,,,,,,"Nick Rahall",,,,,,,,,,"Category:Nick Rahall",,,,,,"Author:Nick Joe Rahall",,,,,,,"Nick Rahall",,,,,,,,,,,,,,,"Nicolaus Rahall",,,,,,,,,,,,,,,,,,,,,,"Nick Rahall",,,,,,,"Nick Rahall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicolaus Rahall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,nick-rahall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27133
Q2636210,"Al Swift","Al Swift","Al Swift",male,1935-09-12,/m/03dzlv,S001115,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Al_Swift.png,,Al,63548159,no00019878,,"Al Swift",,,,"Al Swift",,"Al Swift","Al Swift","Al Swift","Al Swift","Al Swift","Al Swift",,,"Al Swift",,,,,,,"Al Swift",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Al Swift",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2637741,"Albert Bustamante","Albert Bustamante","Albert Bustamante",male,1935-04-08,/m/027hzz4,B001172,035/000129645,https://upload.wikimedia.org/wikipedia/commons/e/e0/AlbertBustamante.jpg,,Albert,,,,"Albert Bustamante",,,,"Albert Bustamante","Albert Bustamante","Albert Bustamante","Albert Bustamante","Albert Bustamante","Albert Bustamante","Albert Bustamante","Albert Bustamante",,,"Albert Bustamante",,,,,,,"Albert G. Bustamante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albert Bustamante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q263856,"Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley",male,1930-12-22,/m/0ghqn_,B000839,,https://upload.wikimedia.org/wikipedia/commons/b/b7/JackThomasBrinkley.jpg,,Jack,,,,"Jack Thomas Brinkley",,,,"Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley","Jack Thomas Brinkley",,,"Jack Thomas Brinkley",,,,,,,"Jack T. Brinkley",,"傑克·托馬斯·布林克利",,"杰克·托马斯·布林克利",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack Thomas Brinkley",,,,,,,"Jack Thomas Brinkley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2641439,"Alex McMillan","Alex McMillan","Alex McMillan",male,1932-05-09,/m/0273xv2,M000566,350/000140927,https://upload.wikimedia.org/wikipedia/commons/1/16/AlexMcMillan.png,,Alex,43925718,no98127659,,"Alex McMillan",,,,"Alex McMillan","Alex McMillan","Alex McMillan","Alex McMillan","Alex McMillan","Alex McMillan","Alex McMillan","Alex McMillan",,,"Alex McMillan",,,"Alex McMillan",,,,"Alex McMillan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426422,,,,,,,,,,,,,,,,,,,,,,,,,,"Alex McMillan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2655511,"Beverly Byron","Beverly Byron","Beverly Byron",female,1932-07-27,/m/06hbl3,B001220,972/000129585,https://upload.wikimedia.org/wikipedia/commons/f/fd/Beverly_Byron.jpg,,Beverly,,,"بورلی بایرون","Beverly Byron",,,,"Beverly Byron","Beverly Byron","Beverly Byron","Beverly Byron","Beverly Byron","Beverly Byron","Beverly Byron","Beverly Byron","בוורלי גודלו",,"Beverly Byron",,,"Beverly Byron",,,,"Beverly B. Byron",,,,,,,,"Beverly Byron",,,,,,,,,,,,,,,,,,,,,,,"Beverly Byron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beverly Byron",,,,,,,"Beverly Byron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
