id,position,label,description,start_date,end_date,constituency,election,term,replaces,replaced_by
Q7296740,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7335810,Q18964938,Member of the Parliament of Sri Lanka,"",2001-12-05,2004-04-02,Vanni Electoral District,"Sri Lankan parliamentary election, 2001",12th Sri Lankan Parliament,,
Q7335810,Q18964938,Member of the Parliament of Sri Lanka,"",2004-04-02,2010-04-08,Vanni Electoral District,"Sri Lankan parliamentary election, 2004",13th Sri Lankan Parliament,,
Q7335810,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Vanni Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7335810,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Vanni Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7335810,Q20987435,Ministry of Industry and Commerce,"",2010-04-23,,,,,Kumara Welgama,
Q7359782,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7383588,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7387338,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7387372,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7387380,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7387652,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7387989,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Batticaloa Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7387989,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Batticaloa Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7398946,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7402667,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7404675,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7423312,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7423315,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7448857,Q18964938,Member of the Parliament of Sri Lanka,"",2000-10-10,2001-12-05,Vanni Electoral District,"Sri Lankan parliamentary election, 2000",11th Sri Lankan Parliament,,
Q7448857,Q18964938,Member of the Parliament of Sri Lanka,"",2001-12-05,2004-04-02,Vanni Electoral District,"Sri Lankan parliamentary election, 2001",12th Sri Lankan Parliament,,
Q7448857,Q18964938,Member of the Parliament of Sri Lanka,"",2004-04-02,2010-04-08,Vanni Electoral District,"Sri Lankan parliamentary election, 2004",13th Sri Lankan Parliament,,
Q7448857,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Vanni Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7448857,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Vanni Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7459021,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7532433,Q18964938,Member of the Parliament of Sri Lanka,"",2001-12-05,2004-04-02,Vanni Electoral District,"Sri Lankan parliamentary election, 2001",12th Sri Lankan Parliament,,
Q7532433,Q18964938,Member of the Parliament of Sri Lanka,"",2004-04-02,2010-04-08,Vanni Electoral District,"Sri Lankan parliamentary election, 2004",13th Sri Lankan Parliament,,
Q7532433,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Vanni Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7532433,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Vanni Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7633463,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7635648,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7637064,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7640301,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7649082,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7668152,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7709575,Q17070513,Ministry of Foreign Employment Promotion and Welfare,"","",,,,,,
Q7709575,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7710744,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7876981,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7908325,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7908926,Q18964938,Member of the Parliament of Sri Lanka,"",1994-08-16,2000-10-10,Galle Electoral District,"Sri Lankan parliamentary election, 1994",10th Sri Lankan Parliament,,
Q7908926,Q18964938,Member of the Parliament of Sri Lanka,"",2000-10-10,2001-12-05,Galle Electoral District,"Sri Lankan parliamentary election, 2000",11th Sri Lankan Parliament,,
Q7908926,Q18964938,Member of the Parliament of Sri Lanka,"",2001-12-05,2004-04-02,Galle Electoral District,"Sri Lankan parliamentary election, 2001",12th Sri Lankan Parliament,,
Q7908926,Q18964938,Member of the Parliament of Sri Lanka,"",2004-04-02,2010-04-08,Galle Electoral District,"Sri Lankan parliamentary election, 2004",13th Sri Lankan Parliament,,
Q7908926,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Galle Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7917018,Q18964938,Member of the Parliament of Sri Lanka,"",1970-05-27,1977-07-21,Kiriella Electoral District,"Ceylonese parliamentary election, 1970",,,
Q7917018,Q18964938,Member of the Parliament of Sri Lanka,"",1989-02-15,1994-08-16,Ratnapura Electoral District,"Sri Lankan parliamentary election, 1989",9th Sri Lankan Parliament,,
Q7917018,Q18964938,Member of the Parliament of Sri Lanka,"",1994-08-16,2000-10-10,Ratnapura Electoral District,"Sri Lankan parliamentary election, 1994",10th Sri Lankan Parliament,,
Q7917018,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Ratnapura Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7917018,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Ratnapura Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7928153,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7929262,Q18964938,Member of the Parliament of Sri Lanka,"",2010-04-08,2015-08-17,Jaffna Electoral District,"Sri Lankan parliamentary election, 2010",14th Sri Lankan Parliament,,
Q7929262,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Jaffna Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q7929350,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7929351,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7971335,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7971337,Q18964938,Member of the Parliament of Sri Lanka,"","",,,,,,
Q7999787,Q16056498,Minister of Justice,Justice Minister in Sri Lanka,2015-01-12,2017-08-23,,,,Rauff Hakeem,Thalatha Atukorale
Q7999787,Q17070479,Ministry of Buddhasasana and Religious Affairs,"",2015-09-04,2017-08-23,,,,Karu Jayasuriya,Gamini Jayawickrama Perera
Q7999787,Q18964938,Member of the Parliament of Sri Lanka,"",2004-04-02,2010-04-08,National List Member of Parliament,"Sri Lankan parliamentary election, 2004",13th Sri Lankan Parliament,,
Q7999787,Q18964938,Member of the Parliament of Sri Lanka,"",2015-08-17,,Colombo Electoral District,"Sri Lankan parliamentary election, 2015",15th Sri Lankan Parliament,,
Q983402,Q16056497,Minister of Education,Sri Lanka cabinet minister,1980-02-14,1989,,,,Nissanka Wijeyeratne,W. J. M. Lokubandara
Q983402,Q1758894,Prime Minister of Sri Lanka,"",1993-05-07,1994-08-18,,,,Dingiri Banda Wijetunga,Chandrika Kumaratunga
Q983402,Q1758894,Prime Minister of Sri Lanka,"",2001-12-09,2004-04-06,,,,Ratnasiri Wickremanayake,Mahinda Rajapaksa
Q983402,Q1758894,Prime Minister of Sri Lanka,"",2015-01-09,,,,,D. M. Jayaratne,
Q983402,Q18964938,Member of the Parliament of Sri Lanka,"",1977-07-21,1989-02-15,Biyagama Electoral District,,,"",""
Q983402,Q18964938,Member of the Parliament of Sri Lanka,"",1989,1994,Gampaha Electoral District,,,,
Q983402,Q18964938,Member of the Parliament of Sri Lanka,"",1994,,Colombo Electoral District,,,,
Q983402,Q20983384,List of leaders of the United National Party,Wikimedia list article,1994,,,,,Dingiri Banda Wijetunga,
Q983402,Q4377233,Leader of the Opposition,parliamentary position of Sri Lanka,2004-04-22,2015-01-09,,,,Mahinda Rajapaksa,Nimal Siripala de Silva
