id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1093,Naira Zohrabyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1093,084,"""Prosperous Armenia"" Party",1965-05-08,nz@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1093&lang=eng,Նաիրա Վահանի Զոհրաբյան,Наира Вагановна Зограбян,5,PA,Prosperous Armenia,2012-05-31,2015-03-19
1093,Naira Zohrabyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1093,084,"""Prosperous Armenia"" Party",1965-05-08,nz@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1093&lang=eng,Նաիրա Վահանի Զոհրաբյան,Наира Вагановна Зограбян,5,PA,Prosperous Armenia,2015-03-19,
1094,Vahe Hovhannisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1094,085,non-Party,1974-06-10,"",http://parliament.am/deputies.php?sel=details&ID=1094&lang=eng,Վահե Լավրենտիի Հովհաննիսյան,Ваге Лаврентьевич Оганесян,5,PA,Prosperous Armenia,2012-05-31,
1095,Mikayel Melkumyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1095,086,"""Prosperous Armenia"" Party",1962-04-01,mikael.melkumyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1095&lang=eng,Միքայել Սերգեյի Մելքումյան,Микаел Сергеевич Мелкумян,5,PA,Prosperous Armenia,2012-05-31,
1096,Elinar Vardanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1096,087,non-Party,1978-11-18,elinar.vardanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1096&lang=eng,Էլինար Սուրիկի Վարդանյան,Элинар Суреновна Варданян,5,PA,Prosperous Armenia,2012-05-31,
1097,Stepan Margaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1097,088,"""Powerful Homeland"" Party",1960-10-26,stepan.margaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1097&lang=eng,Ստեփան Գրիգորի Մարգարյան,Степан Григоревич Маргарян,5,PA,Prosperous Armenia,2012-05-31,
1098,Vahe Enfiajyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1098,089,"""Prosperous Armenia"" Party",1978-12-24,enfiajyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1098&lang=eng,Վահե Սարգսի Էնֆիաջյան,Ваге Саркисович Энфиаджян,5,PA,Prosperous Armenia,2012-05-31,2015-03-19
1098,Vahe Enfiajyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1098,089,"""Prosperous Armenia"" Party",1978-12-24,enfiajyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1098&lang=eng,Վահե Սարգսի Էնֆիաջյան,Ваге Саркисович Энфиаджян,5,PA,Prosperous Armenia,2015-03-19,
1099,Ruben Gevorgyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1099,090,"""Prosperous Armenia"" Party",1954-06-18,"",http://parliament.am/deputies.php?sel=details&ID=1099&lang=eng,Ռուբեն Պետիկի Գեւորգյան,Рубен Петикович Геворкян,5,PA,Prosperous Armenia,2012-05-31,
1100,Vahan Babayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1100,091,"""Prosperous Armenia"" Party",1980-11-26,vahan.babayan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1100&lang=eng,Վահան Շոթայի Բաբայան,Ваан Шотаевич Бабаян,5,PA,Prosperous Armenia,2012-05-31,
1101,Tigran Urikhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1101,092,"Progressive centrist party ""Alliance""",1979-08-27,tigran.urikhanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1101&lang=eng,Տիգրան Խաչատուրի Ուրիխանյան,Тигран Хачатурович Уриханян,5,PA,Prosperous Armenia,2012-05-31,
1102,Rustam Gasparyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1102,093,non-Party,1961-04-11,rustam.gasparyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1102&lang=eng,Ռուստամ Ռաֆիկի Գասպարյան,Рустам Рафикович Гаспарян,5,PA,Prosperous Armenia,2012-05-31,
1103,Karo Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1103,094,non-Party,1960-03-17,karo.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1103&lang=eng,Կարո Երեմի Կարապետյան,Каро Еремович Карапетян,5,PA,Prosperous Armenia,2012-05-31,
1104,Harutyun Gharagyozyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1104,095,non-Party,1959-05-01,harutyun.gharagyozyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1104&lang=eng,Հարություն Արփիարի Ղարագյոզյան,Арутюн Арпиарович Карагезян,5,PA,Prosperous Armenia,2012-05-31,
1105,Abraham Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1105,096,"""Prosperous Armenia"" Party",1957-11-15,abraham.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1105&lang=eng,Աբրահամ Հակոբի Մանուկյան,Абраам Акобович Манукян,5,PA,Prosperous Armenia,2012-05-31,
1106,Arshak Mkhitaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1106,097,"""Prosperous Armenia"" Party",1960-05-15,arshak.mkhitaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1106&lang=eng,Արշակ Գարմենի Մխիթարյան,Аршак Гарменович Мхитарян,5,PA,Prosperous Armenia,2012-05-31,
1107,Hrant Davtyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1107,098,"""Prosperous Armenia"" Party",1970-08-26,"",http://parliament.am/deputies.php?sel=details&ID=1107&lang=eng,Հրանտ Դավթի Դավթյան,Грант Давидович Давтян,5,PA,Prosperous Armenia,2012-05-31,
1108,Meruzhan Simonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1108,099,"""Prosperous Armenia"" Party",1963-09-04,"",http://parliament.am/deputies.php?sel=details&ID=1108&lang=eng,Մերուժան Համլետի Սիմոնյան,Меружан Гамлетович Симонян,5,PA,Prosperous Armenia,2012-05-31,
1109,Aragats Akhoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1109,100,non-Party,1962-08-29,akhoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1109&lang=eng,Արագած Անդրուշի Ախոյան,Арагац Андрушович Ахоян,5,PA,Prosperous Armenia,2012-05-31,
1110,Tigran Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1110,101,"""Prosperous Armenia"" Party",1961-09-01,tigran.stepanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1110&lang=eng,Տիգրան Վաչիկի Ստեփանյան,Тигран Вачикович Степанян,5,PA,Prosperous Armenia,2012-05-31,
1112,Vahan Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1112,103,"""Prosperous Armenia"" Party",1966-05-26,"",http://parliament.am/deputies.php?sel=details&ID=1112&lang=eng,Վահան Գուրգենի Կարապետյան,Ваган Гургенович Карапетян,5,PA,Prosperous Armenia,2012-05-31,
1113,Hayk Khachatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1113,104,"""Prosperous Armenia"" Party",1979-05-23,"",http://parliament.am/deputies.php?sel=details&ID=1113&lang=eng,Հայկ Ռոբերտի Խաչատրյան,Гайк Робертович Хачатрян,5,PA,Prosperous Armenia,2012-05-31,
1114,Bazmaser Arakelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1114,105,non-Party,1978-06-14,"",http://parliament.am/deputies.php?sel=details&ID=1114&lang=eng,Բազմասեր Մանաֆասի Առաքելյան,Базмасер Манафасович Аракелян,5,PA,Prosperous Armenia,2012-05-31,
1115,Vahagn Makhsudyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1115,106,"""Prosperous Armenia"" Party",1949-05-03,vahagn.makhsudyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1115&lang=eng,Վահագն Վահրամի Մախսուդյան,Ваагн Ваграмович Махсудян,5,PA,Prosperous Armenia,2012-05-31,
1116,Ara Aramyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1116,107,"""Prosperous Armenia"" Party",1956-03-11,"",http://parliament.am/deputies.php?sel=details&ID=1116&lang=eng,Արա Հայկի Արամյան,Ара Гайкович Арамян,5,PA,Prosperous Armenia,2012-05-31,
1117,Armen Avetisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1117,108,"""Prosperous Armenia"" Party",1971-09-22,armen.avetisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1117&lang=eng,Արմեն Նիկոլայի Ավետիսյան,Армен Николаевич Аветисян,5,PA,Prosperous Armenia,2012-05-31,
1118,Arayik Aghababyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1118,109,"""Prosperous Armenia"" Party",1962-03-19,"",http://parliament.am/deputies.php?sel=details&ID=1118&lang=eng,Արայիկ Ռազմիկի Աղաբաբյան,Араик Размикович Агабабян,5,PA,Prosperous Armenia,2012-05-31,
1119,Stepan Demirtshyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1119,110,"""Armenian People's Party"" /APP/",1959-06-07,stepan.demirchyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1119&lang=eng,Ստեփան Կարենի Դեմիրճյան,Степан Каренович Демирчян,5,ANC,Armenian National Congress,2012-05-31,
1120,Aram Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1120,111,Armenian National Congress,1957-03-09,aram.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1120&lang=eng,Արամ Վիգենի Մանուկյան,Арам Вигенович Манукян,5,ANC,Armenian National Congress,2012-05-31,
1121,Levon Zourabian,"",http://parliament.am/photo.php?source=deputy&size=big&id=1121,112,Armenian National Congress,1964-03-09,levonzourabian@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1121&lang=eng,Լեւոն Արամի Զուրաբյան,Левон Арамович Зурабян,5,ANC,Armenian National Congress,2012-05-31,
1122,Lyudmila Sargsyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1122,113,Hunchakian Social-Democratic Party,1959-03-30,lyudmila.sargsyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1122&lang=eng,Լյուդմիլա Նարիմի Սարգսյան,Людмила Наримовна Саргсян,5,ANC,Armenian National Congress,2012-05-31,
1123,Nikol Pashinyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1123,114,non-Party,1975-06-01,nikolpashinyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1123&lang=eng,Նիկոլ Վովայի Փաշինյան,Никол Воваевич Пашинян,5,ANC,Armenian National Congress,2012-05-31,
1124,Hrant Bagratyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1124,115,"""Freedom""",1958-10-18,hrant.bagratyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1124&lang=eng,Հրանտ Արարատի Բագրատյան,Грант Араратович Багратян,5,ANC,Armenian National Congress,2012-05-31,
1125,Gagik Jhangiryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1125,116,Armenian National Congress,1955-04-16,"",http://parliament.am/deputies.php?sel=details&ID=1125&lang=eng,Գագիկ Վրեժի Ջհանգիրյան,Гагик Врежович Джангирян,5,ANC,Armenian National Congress,2012-05-31,
1127,Armen Rustamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1127,118,"""Armenian Revolutionary Federation"" /ARF/",1960-03-01,a.rustamyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1127&lang=eng,Արմեն Եզնակի Ռուստամյան,Армен Езнакович Рустамян,5,ARF,Armenian Revolutionary Federation,2012-05-31,
1128,Aghvan Vardanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1128,119,"""Armenian Revolutionary Federation"" /ARF/",1958-10-07,"",http://parliament.am/deputies.php?sel=details&ID=1128&lang=eng,Աղվան Արշավիրի Վարդանյան,Агван Аршавирович Варданян,5,ARF,Armenian Revolutionary Federation,2012-05-31,
1129,Artsvik Minasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1129,120,"""Armenian Revolutionary Federation"" /ARF/",1972-01-01,minasyana@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1129&lang=eng,Արծվիկ Գարեգինի Մինասյան,Арцвик Гарегинович Минасян,5,ARF,Armenian Revolutionary Federation,2012-05-31,2016-02-25
1130,Armen Babayan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1130,121,non-Party,1972-07-11,"",http://parliament.am/deputies.php?sel=details&ID=1130&lang=eng,Արմեն Կառլուշի Բաբայան,Армен Карлушович Бабаян,5,ARF,Armenian Revolutionary Federation,2012-05-31,
1132,Khachatur Kokobelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1132,123,"""Free Democrats"" Party",1967-06-22,"",http://parliament.am/deputies.php?sel=details&ID=1132&lang=eng,Խաչատուր Գրիշայի Քոքոբելյան,Хачатур Гришаевич Кокобелян,5,H,Heritage,2012-05-31,2013-01-31
1132,Khachatur Kokobelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1132,123,"""Free Democrats"" Party",1967-06-22,"",http://parliament.am/deputies.php?sel=details&ID=1132&lang=eng,Խաչատուր Գրիշայի Քոքոբելյան,Хачатур Гришаевич Кокобелян,5,_IND,Independent,2013-01-31,
1133,Zaruhi Postanjyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1133,124,"""Heritage"" Party",1972-01-16,zpostanjyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1133&lang=eng,Զարուհի Համազասպի Փոստանջյան,Заруи Амазасповна Постанджян,5,H,Heritage,2012-05-31,2013-10-22
1133,Zaruhi Postanjyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1133,124,"""Heritage"" Party",1972-01-16,zpostanjyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1133&lang=eng,Զարուհի Համազասպի Փոստանջյան,Заруи Амазасповна Постанджян,5,H,Heritage,2013-10-22,2014-02-03
1133,Zaruhi Postanjyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1133,124,"""Heritage"" Party",1972-01-16,zpostanjyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1133&lang=eng,Զարուհի Համազասպի Փոստանջյան,Заруи Амазасповна Постанджян,5,H,Heritage,2014-02-03,2014-02-23
1133,Zaruhi Postanjyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1133,124,"""Heritage"" Party",1972-01-16,zpostanjyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1133&lang=eng,Զարուհի Համազասպի Փոստանջյան,Заруи Амазасповна Постанджян,5,_IND,Independent,2014-02-23,
1135,Alexander Arzoumanian,"",http://parliament.am/photo.php?source=deputy&size=big&id=1135,125,"""Free Democrats"" Party",1959-12-24,"",http://parliament.am/deputies.php?sel=details&ID=1135&lang=eng,Ալեքսանդր Ռոբերտի Արզումանյան,Александр Робертович Арзуманян,5,H,Heritage,2012-05-31,
1136,Rubik Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1136,126,non-Party,1955-12-17,ruben.hakobyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1136&lang=eng,Ռուբիկ Կարապետի Հակոբյան,Рубик Карапетович Акопян,5,H,Heritage,2012-05-31,2013-10-22
1136,Rubik Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1136,126,non-Party,1955-12-17,ruben.hakobyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1136&lang=eng,Ռուբիկ Կարապետի Հակոբյան,Рубик Карапетович Акопян,5,H,Heritage,2013-10-22,2014-02-03
1136,Rubik Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1136,126,non-Party,1955-12-17,ruben.hakobyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1136&lang=eng,Ռուբիկ Կարապետի Հակոբյան,Рубик Карапетович Акопян,5,H,Heritage,2015-09-18,
1137,Hovhannes Sahakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1137,047,"""Republican Party of Armenia"" /RPA/",1977-02-25,hovhannes.sahakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1137&lang=eng,Հովհաննես Միշայի Սահակյան,Оганнес Мишаевич Саакян,5,RPA,Republican,2012-06-19,2014-05-07
1137,Hovhannes Sahakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1137,047,"""Republican Party of Armenia"" /RPA/",1977-02-25,hovhannes.sahakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1137&lang=eng,Հովհաննես Միշայի Սահակյան,Оганнес Мишаевич Саакян,5,RPA,Republican,2014-05-07,
1138,Hovhannes Margaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1138,131,"""Rule of Law"" Party /RLP/",1964-05-21,hovhannes.margaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1138&lang=eng,Հովհաննես Հայկի Մարգարյան,Оганнес Гайкович Маргарян,5,ROL,Rule of Law,2012-06-19,
1139,Sukias Avetisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1139,063,"""Republican Party of Armenia"" /RPA/",1959-04-28,sukias.avetisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1139&lang=eng,Սուքիաս Հեգելի Ավետիսյան,Сукиас Гегелевич Аветисян,5,RPA,Republican,2012-07-04,
1140,Tevan Poghosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1140,122,non-Party,1972-12-02,tpoghosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1140&lang=eng,Թեւան Ժիրայրի Պողոսյան,Теван Жирайрович Погосян,5,H,Heritage,2013-10-22,
1141,Robert Sargsyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1141,001,"""Republican Party of Armenia"" /RPA/",1972-07-22,robert.sargsyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1141&lang=eng,Ռոբերտ Գուրգենի Սարգսյան,Роберт Гургенович Саргсян,5,RPA,Republican,2012-12-07,
1142,Arman Sahakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1142,035,"""Republican Party of Armenia"" /RPA/",1978-03-05,"",http://parliament.am/deputies.php?sel=details&ID=1142&lang=eng,Արման Սոսի Սահակյան,Арман Сосович Саакян,5,RPA,Republican,2012-12-07,
1144,Armen Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1144,038,"""Republican Party of Armenia"" /RPA/",1954-07-31,armen.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1144&lang=eng,Արմեն Սերյոժայի Կարապետյան,Армен Сережаевич Карапетян,5,RPA,Republican,2013-10-23,
1145,Levon Dokholyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1145,128,"""Rule of Law"" Party /RLP/",1978-03-15,levon.dokholyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1145&lang=eng,Լեւոն Մարտունի Դոխոլյան,Левон Мартунович Дохолян,5,ROL,Rule of Law,2013-11-28,
1146,Mikayel Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1146,117,"""Armenian Revolutionary Federation"" /ARF/",1967-04-10,m-manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1146&lang=eng,Միքայել Վաղինակի Մանուկյան,Микаел Вагинакович Манукян,5,ARF,Armenian Revolutionary Federation,2014-01-14,
1147,Lernik Aleksanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1147,042,"""Republican Party of Armenia"" /RPA/",1952-10-16,"",http://parliament.am/deputies.php?sel=details&ID=1147&lang=eng,Լեռնիկ Ռաֆիկի Ալեքսանյան,Лерник Рафикович Алексанян,5,RPA,Republican,2014-04-18,
1148,Gagik Melikyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1148,049,"""Republican Party of Armenia"" /RPA/",1960-01-01,"",http://parliament.am/deputies.php?sel=details&ID=1148&lang=eng,Գագիկ Վաղինակի Մելիքյան,Гагик Вагинакович Меликян,5,RPA,Republican,2014-04-26,2014-05-07
1148,Gagik Melikyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1148,049,"""Republican Party of Armenia"" /RPA/",1960-01-01,"",http://parliament.am/deputies.php?sel=details&ID=1148&lang=eng,Գագիկ Վաղինակի Մելիքյան,Гагик Вагинакович Меликян,5,RPA,Republican,2014-05-07,
1149,Vahram Mkrtchyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1149,062,"""Republican Party of Armenia"" /RPA/",1963-08-07,vahram.mkrtchyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1149&lang=eng,Վահրամ Պատվականի Մկրտչյան,Ваграм Патваканович Мкртчян,5,RPA,Republican,2014-04-26,
1150,Vazgen Karakhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1150,067,"""Republican Party of Armenia"" /RPA/",1946-08-05,"",http://parliament.am/deputies.php?sel=details&ID=1150&lang=eng,Վազգեն Ղուկասի Կարախանյան,Вазген Гукасович Караханян,5,RPA,Republican,2014-06-05,
1151,Tigran Nersisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1151,102,non-Party,1978-08-14,tigran.nersisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1151&lang=eng,Տիգրան Ռոբերտի Ներսիսյան,Тигран Робертович Нерсисян,5,PA,Prosperous Armenia,2014-06-05,
1152,Karen Bekaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1152,074,non-Party,1970-03-02,karen.bekaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1152&lang=eng,Կարեն Մանուկի Բեքարյան,Карен Манукович Бекарян,5,RPA,Republican,2015-09-11,
1153,Karen Shakhmuradyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1153,120,non-Party,1980-04-28,"",http://parliament.am/deputies.php?sel=details&ID=1153&lang=eng,Կարեն Ռաֆաելի Շախմուրադյան,Карен Рафаэлович Шахмурадян,5,ARF,Armenian Revolutionary Federation,2016-03-02,
