id,name__ko,name,wikipedia__ko,name__en,wikipedia__en,gender,identifier__freebase,birth_date,family_name,identifier__ISNI,identifier__VIAF,death_date,identifier__NTA,identifier__MusicBrainz,image,identifier__GND,identifier__LCAuth,identifier__NDL,identifier__IIAF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__de,name__ja,name__pl,name__vi,name__ru,name__sv,name__es,name__fr,name__nl,name__nb,name__zh,name__cs,name__sco,name__hu,name__hy,name__cy,name__gl,wikipedia__de,wikipedia__fr,wikipedia__hu,wikipedia__ja,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__vi,wikipedia__zh,original_wikiname,wikipedia__nl,identifier__FAST,name__tr,name__ca,wikipedia__ca,wikipedia__tr,name__nds,wikipedia__nds,wikipedia__simple,name__pt,name__be,name__yo,name__fi,name__it,name__be_tarask,name__la,name__et,name__id,name__fa,name__el,name__bg,name__da,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__la,wikipedia__pt,wikipedia__yo,name__ar,name__az,name__bcl,name__br,name__de_ch,name__en_ca,name__en_gb,name__eo,name__he,name__hr,name__ka,name__lt,name__lv,name__mk,name__ml,name__ms,name__my,name__nds_nl,name__nn,name__pt_br,name__ro,name__scn,name__sk,name__sq,name__sr,name__ta,name__th,name__tk,name__uk,name__yue,name__zh_my,name__zh_mo,name__hak,name__szl,name__ast,name__mn,name__an,name__af,name__eu,name__tg,name__tl,name__oc,name__gsw,name__sgs,name__nan,name__bn,name__os,name__war,name__hi,name__cdo,name__wuu,name__ckb,name__ne,name__sh,name__ur,name__kn,wikipedia__af,wikipedia__als,wikipedia__an,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bcl,wikipedia__bn,wikipedia__br,wikipedia__cdo,wikipedia__ckb,wikipedia__cs,wikipedia__cy,wikipedia__eo,wikipedia__eu,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__huwikiquote,wikipedia__hy,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__nds_nl,wikipedia__ne,wikipedia__nn,wikipedia__os,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__szl,wikipedia__ta,wikipedia__tg,wikipedia__th,wikipedia__tk,wikipedia__tl,wikipedia__trwikiquote,wikipedia__uk,wikipedia__ur,wikipedia__war,wikipedia__wuu,wikipedia__zh_min_nan,wikipedia__zh_yue,name__mg,wikipedia__mg,name__ku_arab,name__ku_latn,name__ku,wikipedia__commons,wikipedia__ku,name__hif,occupation,name__ga,name__pap,name__lmo,name__pa,name__si,name__gan,name__is,name__sl,name__mai,wikipedia__bewikiquote,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__eswikinews,wikipedia__gan,wikipedia__ga,wikipedia__is,wikipedia__kowikinews,wikipedia__lmo,wikipedia__mai,wikipedia__pap,wikipedia__pa,wikipedia__ptwikinews,wikipedia__si,wikipedia__sl,wikipedia__srwikinews,wikipedia__ukwikiquote,identifier__Britannica,identifier__wikitree,identifier__guardian_topic,identifier__nyt_topic,identifier__quora,identifier__bigenc_ru,name__kana,identifier__SUDOC,given_name
Q709705,"리을설","Ri Ul-sol","리을설","Ri Ul-sol","Ri Ul-sol",male,/m/0ztf5s_,1921-09-14,Lee,,,2015-11-07,,,,,,,,"李乙雪","李乙雪","李乙雪",,,,,"李乙雪","Ri Ŭl Sŏl",,"Ли Ыль Соль",,,"Ri Ul-sol","Ri Ul-sol",,"李乙雪",,,"Ri Ulszol",,"Ri Ul-sol",,,,"Ri Ulszol","李乙雪",,"Ri Ŭl Sŏl","Ли Ыль Соль",,,"李乙雪","Ri Ul-sol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"李乙雪",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"李乙雪",,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q709884,"리용무","Ri Yong-mu","리용무","Ri Yong-mu","Ri Yong-mu",male,/m/0hq_jw7,1925-01-25,Li,,,,,,,,,,,"李勇武","李勇武","李勇武",,,,"Ri Yong-mu","李勇武","Ri Yong Mu",,,,"Ri Yong-mu",,"Ri Yong-mu",,"李勇武",,,,,,,"Ri Yong-mu",,,"李勇武",,"Ri Yong Mu",,,,"李勇武","Ri Yong-mu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q710692,"최태복","Choe Thae-bok","최태복","Choe Thae-bok","Choe Thae-bok",male,/m/0h3lm2x,1930-12-01,,,,,,,,,,,,"崔泰福","崔泰福","崔泰福","崔泰福",,,"Choe Thae-bok","崔泰福","Ch'oe T'ae Bok",,,,"Choe Thae-bok","Choe Thae-bok","Choe Thae-bok",,"崔泰福",,,"Choe Thae-bok",,,,"Choe Thae-bok","Choe Thae-bok",,"崔泰福",,"Ch'oe T'ae Bok",,,,"崔泰福","Choe Thae-bok",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q714509,"최룡해","Choe Ryong-hae","최룡해","Choe Ryong-hae","Choe Ryong-hae",male,/m/0j9px63,1950-01-15,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/47/Choe_Ryong-Hae.jpg,,,,,"崔龙海","崔龍海","崔龍海",,,,"Choe Ryong-hae","崔竜海","Ch'oe Ryong Hae","Choe Ryong-hae","Чхве Рён Хэ","Choe Ryong-hae","Choe Ryong-hae","Choe Ryong-hae","Choe Ryong-hae",,"崔龙海",,,"Choe Ryong-hae",,,,"Choe Ryong-hae",,,"崔竜海",,"Ch'oe Ryong Hae","Чхве Рён Хэ","Choe Ryong-hae","Choe Ryong-hae","崔龙海","Choe Ryong-hae",,,,,,,,,,,,,,"Choe Ryong-hae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q714727,"오극렬","O Kuk-ryol","오극렬","O Kuk-ryol","O Kuk-ryol",male,/m/0dgnps8,1931,,,,,,,,,,,,"吴克烈","吳克烈","吳克烈",,,,"O Kŭng-nyŏl","呉克烈","O Kŭk Ryŏl","O Kuk-ryol",,,"O Kuk-ryol","O Kuk-ryol","O Kuk-ryol",,"吴克烈",,,"O Kuk-ryol",,,,"O Kŭng-nyŏl",,,"呉克烈",,"O Kŭk Ryŏl",,,"O Kuk-ryol","吴克烈","O Kuk-ryol",,,,,,,,,,,"О Гык Роль",,,,"О Гык Роль",,,,,,,,"О Гык Роль","О Гык Роль",,,,"O Kuk-ryol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q72993,"최부일","Choe Pu-il","최부일","Choe Pu-il","Choe Pu-il",male,/m/0ztcfwx,1944,,,,,,,,,,,,,,,,,,"Choe Pu-il","崔富日","Ch'oe Pu Il",,,,"Choe Pu-il","Choi Bu-il","Choi Bu-il",,"崔富日",,,"Choe Pu-il",,,,"Choe Pu-il",,,"崔富日",,"Ch'oe Pu Il",,,,"崔富一","Choe Pu-il",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7322063,,"Ri Yong-Ae",,"Ri Yong-Ae","Ri Yong-ae",female,,1965-11-04,,,,,,,,,,,65046,,,,,,,,,"Li Yong-Ae",,,,,"Ri Yong-Ae","Ri Yong-ae",,,,,,,,,,,,,,"Li Yong-ae",,,,,"Ri Yong-ae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"รี ย็อง-แอ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"รี ย็อง-แอ",,,,,,,,,,,,,,,,,,"athletics competitor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8011047,"김철만","Kim Chol-man","김철만","Kim Chol-man","Kim Chol-man",male,,1918,,,,,,,,,,,,"金铁万","金鐵萬","金鐵萬",,,,,,"Kim Ch'ŏl Man",,,,,"Kim Chol-man","Kim Chol-man",,"金铁万",,,,,,,,,,,,"Kim Ch'ŏl Man",,,,"金铁万","Kim Chol-man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8011165,"김영철","Kim Yong-chol","김영철 (군인)","Kim Yong-chol","Kim Yong-chol",male,,1946,,,,,,,,,,,,"金英彻","金英徹","金英徹",,,,"Kim Yong-chol","金英哲","Kim Yŏng Ch'ŏl",,,,"Kim Yong-chol","Kim Yong-chol","Kim Yong-chol",,"金英徹",,,,,,,,,,"金英哲",,"Kim Yŏng Ch'ŏl",,,,"金英哲","Kim Yong-chol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q851624,"김용순","Kim Yong-sun","김용순 (1934년)","Kim Yong-sun","Kim Yong-sun",male,/m/0c3w5rn,1934,,,,2003,,,,,,,,,,,,,,,"金容淳","Kim Yong Sun",,,,"Kim Yong-sun","Kim Yong-sun","Kim Yong-sun",,"金容淳",,,"Kim Yong-sun",,"Kim Yong-sun",,,,,"金容淳",,"Kim Yong Sun",,,,"金容淳","Kim Yong-sun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9295306,"황병서","Hwang Pyong-so","황병서","Hwang Pyong-so","Hwang Pyong-so",male,,"",,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Hwang_Pyong-So.jpg,,,,,,,,,,,"Hwang Pyong-so","黄炳瑞","Hwang Pyŏng Sŏ",,,,,"Hwang Pyong-so","Hwang Pyong-so",,"黃炳瑞",,,"Hvang Bjongszo",,,,"Hwang Pyong-so","Hwang Pyong-so","Hvang Bjongszo","黄炳瑞",,"Hwang Pyŏng Sŏ",,,,"黃炳誓","Hwang Pyong-so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9310191,"리수용","Ri Su-yong","리수용","Ri Su-yong","Ri Su-yong",male,,1935,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Ri_Su-yong.jpg,,,,,,,,,,,,"李洙墉","Ri Su Yong",,,,,"Ri Su-yong","Ri Su-yong",,"李洙墉",,,"Ri Szujong",,,,,,"Ri Szujong","李洙墉",,"Ri Su Yong",,,,"李洙墉","Ri Chol","Ri Su-yong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9383607,"윤정린","Yun Chong-nin","윤정린","Yun Chong-nin","Yun Jong-rin",male,,,,,,,,,,,,,,,,,,,,"Yun Jong-rin","尹正麟","Yun Jŏng Rin",,,,,,"Yun Jong-rin",,"尹正麟",,,,,,,,,,"尹正麟",,"Yun Jŏng Rin",,,,"尹正麟","Yun Jong-rin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
