id,name,name__es,name__en,name__fr,name__hu,name__nl,name__de,gender,occupation,given_name,original_wikiname,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__he,name__tr,name__it,name__cs,name__ar,name__zh,name__eo,name__nb,name__da,name__nn,name__sv,name__mg,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__mg,wikipedia__pl,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__GND,birth_date,identifier__freebase,image,twitter,family_name,second_surname,name__cy,name__gn,name__sw,wikipedia__commons,wikipedia__sw,name__en_ca,name__en_gb,name__ca,wikipedia__ca,website,facebook,name__gl,name__fa,wikipedia__fa,wikipedia__gl,wikipedia__nl,name__el,name__ru,name__eu,identifier__NTA,instagram,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__cinenacional,name__be,name__br,name__co,name__et,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__ro,name__sk,name__sr_el,name__vec,name__vi,name__vls,name__vo,name__wa,wikipedia__oc,wikipedia__eswikisource,name__uk,wikipedia__uk,identifier__quora,name__id,name__ja,name__mr,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__lt,wikipedia__mr,wikipedia__no,wikipedia__ru,wikipedia__sv,identifier__google_knowledge,identifier__bna,name__de_ch,name__pt_br,wikipedia__sk,identifier__ATP,identifier__ITF,name__ast,death_date,name__af,name__an,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__vmf,name__wo,name__zu,name__hy,identifier__FAST,name__la,wikipedia__la,identifier__BNF,identifier__ssrn,identifier__ISNI,identifier__SBN_it,wikipedia__eu,identifier__BNE,linkedin,identifier__youtube,name__sl,wikipedia__sl,name__bs,name__eml,name__fo,name__frr,name__is,name__sh,name__sq
Q20644683,"Facundo Garretón","Facundo Garretón","Facundo Garretón","Facundo Garretón","Facundo Garretón","Facundo Garretón","Facundo Garretón",male,politician,Facundo,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Facundo Garretón",,,,,,,,,,,,,,,1974-01-13,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Facundo123.jpg,facundogarreton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20644688,"Christian Gribaudo","Christian Gribaudo","Christian Gribaudo","Christian Gribaudo","Christian Gribaudo","Christian Gribaudo","Christian Gribaudo",male,politician,Christian,"Christian Gribaudo",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian Gribaudo",,,,,,,,,,,,,,,1973-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20667914,"Alberto Ciampini","Alberto Ciampini","Alberto Ciampini","Alberto Ciampini","Alberto Ciampini","Alberto Ciampini","Alberto Ciampini",male,politician,Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberto Ciampini",,,,,,,,,,,,,,,1953-11-07,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Alberto-Ciampini-Diputado-Nacional-FpV-Nqn.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20737416,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",male,lawyer,Juan,,"Juan Fernando Brügge",,,,,,,"Juan Fernando Brügge",,,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",,,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",,,,"Juan Fernando Brügge",,"Juan Fernando Brügge",,,"Juan Fernando Brügge",,,,,,,,,,,,1962-06-24,,"https://upload.wikimedia.org/wikipedia/commons/8/81/Juan_Fernando_Brügge.jpg",juanfbrugge,"Brügge",,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Category:Juan Fernando Brügge",,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",,http://www.juanbrugge.com.ar/,JuanFernandoBrugge,"Juan Fernando Brügge",,,,,,,"Juan Fernando Brügge",,juanfbrugge,,,,,,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",,,,,,"Juan Fernando Brügge",,,,,,,,,,,,,/g/11bwf57wrm,,"Juan Fernando Brügge","Juan Fernando Brügge",,,,"Juan Fernando Brügge",,"Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge","Juan Fernando Brügge",,,,,,,,,,,https://www.linkedin.com/in/juanfbrugge,UC2K3m3WluxsDQnEFSdggcNA,,,,,,,,,
Q21074953,"Liliana Mazure","Liliana Mazure","Liliana Mazure","Liliana Mazure","Liliana Mazure","Liliana Mazure","Liliana Mazure",female,politician,Liliana,"Liliana Mazure","Liliana Mazure",,,,,,,,,,,"Liliana Mazure",,,,,,,,,,,,,,,"Liliana Mazure",,,,,,,,,,,,,,,1960,,https://upload.wikimedia.org/wikipedia/commons/c/cc/LilianaMazure.jpg,,,,,,,,,,,"Liliana Mazure",,,,"Liliana Mazure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000044249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21480721,"Néstor Javier David","Néstor Javier David","Javier David","Néstor Javier David","Néstor Javier David","Javier David","Javier David",male,politician,Javier,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Javier David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21480801,"Verónica Magario","Verónica Magario","Verónica Magario",,,"Verónica Magario",,female,,"Verónica","Verónica Magario",,,,,,,,,,,,,,,,,,,,,,,,,,,"Verónica Magario",,,,,,,,,,,,,,,1969-05-26,,"https://upload.wikimedia.org/wikipedia/commons/c/c1/Verónica_Magario.jpg",,,,,,,"Category:Verónica Magario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21614815,"Emilio Monzó","Emilio Monzó","Emilio Monzó","Emilio Monzó","Emilio Monzó","Emilio Monzó","Emilio Monzó",male,politician,Emilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emilio Monzó",,,,,,,,,,,,,,,1965-09-26,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Emonzo.jpg,MonzoEmilio,,,,,,,,,,,,,emilio.monzo.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21649452,"Soledad Sosa","Soledad Sosa","Soledad Sosa","Soledad Sosa",,"Soledad Sosa",,female,,Soledad,,,,,,,,,,,,,,,,,,,,,,,,,,"Soledad Sosa",,"Soledad Sosa",,,,,,,,,,,,,,,1986-06-01,,https://upload.wikimedia.org/wikipedia/commons/a/a0/SoledadSosaPic.jpg,solesosa_mza,,,,,,,,,,"Soledad Sosa",,,solesosa.mza,"Soledad Sosa",,,,,,,,,solesosa.mza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21855006,"Alejandro Abraham","Alejandro Abraham","Alejandro Abraham","Alejandro Abraham","Alejandro Abraham","Alejandro Abraham","Alejandro Abraham",male,politician,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21855237,"Carla Carrizo","Carla Carrizo","Carla Carrizo","Ana Carla Carrizo","Carla Carrizo","Ana Carla Carrizo","Carla Carrizo",female,politician,Carla,"Ana Carla Carrizo",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carla Carrizo",,,,,,,,,,,,,,,1966,,https://upload.wikimedia.org/wikipedia/commons/9/98/Ccarrizo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856018,"Samanta María Celeste Acerenza","Samanta María Celeste Acerenza","Samanta María Celeste Acerenza","Samanta María Celeste Acerenza","Samanta María Celeste Acerenza","Samanta María Celeste Acerenza","Samanta María Celeste Acerenza",female,politician,,,"Samanta María Celeste Acerenza",,,,,,,,,,,"Samanta María Celeste Acerenza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Samanta María Celeste Acerenza",,,,"Samanta María Celeste Acerenza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856040,"Oscar Gilberto Alegre","Oscar Gilberto Alegre","Oscar Gilberto Alegre","Gilberto Oscar Alegre","Gilberto Oscar Alegre","Gilberto Oscar Alegre","Oscar Gilberto Alegre",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856043,"María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez","María Cristina Álvarez Rodriguez",female,politician,"María",,"María Cristina Álvarez Rodriguez",,,,,,,,,,,"María Cristina Álvarez Rodriguez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"María Cristina Álvarez Rodriguez",,,,"María Cristina Álvarez Rodriguez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856044,"Berta Hortensia Arenas","Berta Hortensia Arenas","Berta Hortensia Arenas","Berta Hortensia Arenas","Berta Hortensia Arenas","Berta Hortensia Arenas","Berta Hortensia Arenas",female,politician,,,"Berta Hortensia Arenas",,,,,,,,,,,"Berta Hortensia Arenas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berta Hortensia Arenas",,,,"Berta Hortensia Arenas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856045,"Elva Susana Balvo","Elva Susana Balvo","Elva Susana Balvo","Elva Susana Balvo","Elva Susana Balvo","Elva Susana Balvo","Elva Susana Balvo",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856053,"Karina Banfi","Karina Banfi","Karina Banfi","Karina Banfi","Karina Banfi","Karina Banfi","Karina Banfi",female,politician,Karina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972-02-27,,https://upload.wikimedia.org/wikipedia/commons/3/33/Kbanfi.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856054,"Luis María Bardeggia","Luis María Bardeggia","Luis María Bardeggia","Luis María Bardeggia","Luis María Bardeggia","Luis María Bardeggia","Luis María Bardeggia",male,politician,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856055,"Jorge Barreto","Jorge Barreto","Jorge Barreto","Jorge Barreto","Jorge Barreto","Jorge Barreto","Jorge Barreto",male,politician,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856056,"Ramón Bernabey","Ramón Bernabey","Ramón Bernabey","Ramón Bernabey","Ramón Bernabey","Ramón Bernabey","Ramón Bernabey",male,politician,"Ramón",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856058,"Ivana María Bianchi","Ivana María Bianchi","Ivana María Bianchi","Ivana María Bianchi","Ivana María Bianchi","Ivana María Bianchi","Ivana María Bianchi",female,politician,Ivana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856060,"Luis Gustavo Borsani","Luis Gustavo Borsani","Luis Gustavo Borsani","Luis Gustavo Borsani","Luis Gustavo Borsani","Luis Gustavo Borsani","Luis Gustavo Borsani",male,politician,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856061,"María Cristina Britez","María Cristina Britez","María Cristina Britez","María Cristina Britez","María Cristina Britez","María Cristina Britez","María Cristina Britez",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856062,"María Gabriela Burgos","María Gabriela Burgos","María Gabriela Burgos","María Gabriela Burgos","María Gabriela Burgos","María Gabriela Burgos","María Gabriela Burgos",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856065,"Guillermo Ramón Carmona","Guillermo Ramón Carmona","Guillermo Ramón Carmona","Guillermo Ramón Carmona","Guillermo Ramón Carmona","Guillermo Ramón Carmona","Guillermo Ramón Carmona",male,politician,Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856066,"Analuz Ailen Carol","Analuz Ailen Carol","Analuz Ailen Carol","Analuz Ailen Carol","Analuz Ailen Carol","Analuz Ailen Carol","Analuz Ailen Carol",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Analuz Carol",,,,,,,,,,,,,,,1984-05-30,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Analuz_carol_primerplano.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856082,"Remo Carlotto","Remo Carlotto","Remo Carlotto","Remo Carlotto","Remo Carlotto","Remo Carlotto","Remo Carlotto",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ռեմո Կառլոտո",,,,,,,,,,,,,,,,,,,,
Q21856084,"Nilda Mabel Carrizo","Nilda Mabel Carrizo","Nilda Mabel Carrizo","Nilda Mabel Carrizo","Nilda Mabel Carrizo","Nilda Mabel Carrizo","Nilda Mabel Carrizo",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856085,"María Soledad Carrizo","María Soledad Carrizo","María Soledad Carrizo","María Soledad Carrizo","María Soledad Carrizo","María Soledad Carrizo","María Soledad Carrizo",female,politician,"María",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856086,"Graciela Caselles","Graciela Caselles","Graciela Caselles","Graciela Caselles","Graciela Caselles","Graciela Caselles","Graciela Caselles",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856087,"Sandra Daniela Castro","Sandra Daniela Castro","Sandra Daniela Castro","Sandra Daniela Castro","Sandra Daniela Castro","Sandra Daniela Castro","Sandra Daniela Castro",female,politician,Sandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856088,"Enrique Roberto Castro Molina","Enrique Roberto Castro Molina","Enrique Roberto Castro Molina","Enrique Roberto Castro Molina","Enrique Roberto Castro Molina","Enrique Roberto Castro Molina","Enrique Roberto Castro Molina",male,politician,Enrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856089,"Luis Francisco Cigogna","Luis Francisco Cigogna","Luis Francisco Cigogna","Luis Francisco Cigogna","Luis Francisco Cigogna","Luis Francisco Cigogna","Luis Francisco Cigogna",male,politician,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856090,"Marcos Cleri","Marcos Cleri","Marcos Cleri","Marcos Cleri","Marcos Cleri","Marcos Cleri","Marcos Cleri",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856091,"Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino","Jorge Marcelo D'Agostino",male,politician,Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856092,"Marcelo D'Alessandro","Marcelo D'Alessandro","Marcelo D'Alessandro","Marcelo D'Alessandro","Marcelo D'Alessandro","Marcelo D'Alessandro","Marcelo D'Alessandro",male,politician,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856093,"Héctor Ricardo Daer","Héctor Ricardo Daer","Héctor Ricardo Daer","Héctor Ricardo Daer","Héctor Ricardo Daer","Héctor Ricardo Daer","Héctor Ricardo Daer",male,politician,"Héctor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856094,"Lucila María de Ponti","Lucila María de Ponti","Lucila María de Ponti","Lucila María de Ponti","Lucila María de Ponti","Lucila María de Ponti","Lucila María de Ponti",female,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856115,"Edgardo Fernando Depetri","Edgardo Fernando Depetri","Edgardo Fernando Depetri","Edgardo Fernando Depetri","Edgardo Fernando Depetri","Edgardo Fernando Depetri","Edgardo Fernando Depetri",male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856116,"Daniel Di Stefano","Daniel Di Stefano","Daniel Di Stefano","Daniel Di Stefano","Daniel Di Stefano","Daniel Di Stefano","Daniel Di Stefano",male,politician,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
