id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter,name__io,name__de_ch,name__an,name__be,wikipedia__an,wikipedia__be,wikipedia__enwikinews,wikipedia__eu,wikipedia__io,identifier__GND,identifier__Munzinger,family_name,identifier__sycomore,name__nds,wikipedia__ruwikinews,identifier__GTAA,wikipedia__nn,identifier__NNDB,name__rw,name__be_tarask,name__bm,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__plwikiquote,wikipedia__rw,identifier__snac,identifier__senatDOTfr,identifier__AlloCine,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__is,name__mg,wikipedia__is,wikipedia__mg,identifier__allmovie,name__diq,name__sl,wikipedia__sl,name__gd,wikipedia__gd,wikipedia__eswikisource,name__lv,wikipedia__lv,identifier__bigenc_ru,identifier__MusicBrainz,identifier__NKC,identifier__CANTIC,identifier__discogs,identifier__SFDb,identifier__SCOPE,identifier__DNF,name__qu,wikipedia__qu,name__af,name__ast,name__bar,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__OLID,identifier__BNE,second_surname,name__bg,name__kk,name__az,wikipedia__az,wikipedia__bg,wikipedia__kk,wikipedia__ro,identifier__NDL,name__se,wikipedia__se,facebook,identifier__quora,wikipedia__eswikiquote,identifier__GNC,identifier__nlg
Q28151596,,,,"Bosco Vallarino",,,,,,"Bosco Vallarino",,,,,,,,,,,,,,,,,,,,,"Bosco Vallarino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bosco Vallarino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2919155,"Max Delvalle","Max Delvalle","Max Delvalle","Max Delvalle","Max Delvalle",male,politician,1911-02-27,Max,"Max Delvalle","Max Delvalle",,1979-12-20,"Max Delvalle","Max Delvalle","Max Delvalle",,,,,,,,,,,,,,,"Max Delvalle",,,,,,,,,,,,,,/m/051vww3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מקס דל ואיה",,,,,,"Max Delvalle",,,,,,,,,,,"Max Delvalle",,,,,,,,,,,,,,,"מקס דל ואיה",,,,,"Max Delvalle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q299639,"Balbina Herrera","Balbina Herrera","Balbina Herrera","Balbina Herrera","Balbina Herrera",female,,1954-11-24,Balbina,"Balbina Herrera","Balbina Herrera",,,,,,,,155553179,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Balbinaherrera.jpg,"Balbina Herrera",,,,,,,"Balbina Herrera",,,,,,,/m/04ldhfz,,,,,,,,,,"Balbina Herrera","Balbina Herrera",,,,,,,,,,,,,,,,,,,,,,,,,"Balbina Herrera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142682152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3135903,"Tomás de Herrera","Tomás de Herrera","Tomás de Herrera","Tomás de Herrera","Tomás de Herrera",male,politician,1804-12-21,"Tomás","Tomás Herrera","Tomás de Herrera",,1854-12-01,"Tomás de Herrera","Tomás de Herrera","Tomás Herrera",,,268552057,,,,n82027713,127099965,,,87912,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Herrtoma.jpg,"Tomás Herrera","Tomás de Herrera",,,,,,,,"Эррера, Томас","Эррера, Томас",,,,/m/02qdr8m,,,,,,"トマス・デ・エレーラ",,,,"Tomás José Ramón del Carmen de Herrera y Pérez Dávila","Tomás José Ramón del Carmen de Herrera y Pérez Dávila",,,,,"توماس هيريرا","توماس هيريرا",,,,,,,,,,,,,,,,,,,"Tomás Herrera",,,,,,,,,,,"Tomás Herrera",,,,,,,,,,,,,,,,,,,,"Tomás Herrera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomás Herrera","Tomás Herrera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3138715,"José de Obaldía","José de Obaldía","José de Obaldía","José de Obaldía","José de Obaldía",male,politician,1806-07-19,"José","José de Obaldía","José de Obaldía",,1889-12-28,"José de Obaldía","José de Obaldía","José de Obaldía",,,1641446,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/Obaljose.jpg,"José de Obaldía","José de Obaldía",,,,,,,,"Обальдия, Хосе де","Обальдия, Хосе де",,,,/m/02qdj5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"José de Obaldía",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Obaldía",,,,,,,,,,,,,,,,w66v6pv2,,,,,,,,,,,,,,,,,"José de Obaldía","José de Obaldía",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q322234,"Federico Boyd","Federico Boyd","Federico Boyd","Federico Boyd","Federico Boyd",male,diplomat,1851-09-24,Federico,"Federico Boyd","Federico Boyd",,1924-05-25,"Federico Boyd","Federico Boyd","Federico Boyd",,,,"Federico Boyd","Federico Boyd",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/44/FBoyd4.jpg,"Federico Boyd","Federico Boyd","Federico Boyd",,"Federico Boyd","Federico Boyd","Federico Boyd","Federico Boyd",,"Бойд, Федерико","Бойд, Федерико",,,,/m/06ryz7,,,,,,"フェデリコ・ボイド",,"Federico Boyd",,,,,,,,"فيديريكو بويد","فيديريكو بويد",,,,,,,,,,,,,,,,,,,"Federico Boyd",,,,,,,,,,,"Federico Boyd",,,,,,,,,,,,,,,,,,,,"Federico Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federico Boyd",,,,,,,,"Federico Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Federico Boyd","Federico Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q338961,"Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia","Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia Arango",male,politician,1899-03-14,Ricardo,"Ricardo Adolfo de la Guardia","Ricardo Adolfo de la Guardia Arango",,1969-12-29,"Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia",,,67815081,,,,n82103181,16983771c,,,96681,,,,"Ricardo Adolfo de la Guardia","Ricardo Adolfo de la Guardia",,,,,,"Ricardo Adolfo de la Guardia Arango",,,,,,,/m/06ry9f,,,,,,"リカルド・アドルフォ・デ・ラ・グアルディア・アランゴ",,,,"Ricardo Adolfo de la Guardia Arango","Ricardo Adolfo de la Guardia Arango",,,,,"ريكاردو أدولفو دي لا جوارديا أرانغو","ريكاردو أدولفو دي لا جوارديا أرانغو",,,,,,,,,,,,,,,,,,,"Ricardo Adolfo de la Guardia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL2371825A,,,,,,,,,,,,,,,,,
Q3471176,"Samuel Lewis Navarro","Samuel Lewis Navarro","Samuel Lewis Navarro","Samuel Lewis Navarro","Samuel Lewis Navarro",male,politician,1957-07-15,Samuel,"Samuel Lewis Navarro","Samuel Lewis Navarro",,,,,"Samuel Lewis Navarro",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Samuel_Lewis_Navarro_070216-D-9880W-046_0V536.jpg,"Samuel Lewis Navarro","Samuel Lewis Navarro",,,,,,,,,,,,,,,,,,,"サムエル・ルイス・ナバロ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"塞繆爾·路易斯·納瓦羅",,"Samuel Lewis Navarro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3810601,"José de Antequera y Castro","José de Antequera y Castro","José de Antequera y Castro","José de Antequera y Castro","José de Antequera y Castro",male,politician,1689,"José","José de Antequera y Castro","José de Antequera y Castro","José de Antequera y Castro",1731,,,"José de Antequera y Castro",,,90640523,,,"0000 0001 1684 1005",n82260421,12263021q,,,124258,,,,"José de Antequera y Castro",,,,,,,,,,,,,,,,"José de Antequera y Castro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"José de Antequera y Castro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"José de Antequera y Castro",,,,,,,,,,,,,,w6kp9rqx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0004299,
Q4267026,"Victoriano Lorenzo","Victoriano Lorenzo",,"Victoriano Lorenzo","Victoriano Lorenzo",male,politician,1867,,"Victoriano Lorenzo","Victoriano Lorenzo",,1903-05-15,,,,,,140214755,,,"0000 0000 9516 8594",n81099027,,,,1831413,,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Victorianolorenzo.jpg,"Victoriano Lorenzo",,,,,,,,,"Лоренсо, Викториано","Лоренсо, Викториано",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoriano Lorenzo",,,,,,,,,,,"Victoriano Lorenzo",,,,,,,,,,,,,,,,,,,,"Victoriano Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4430638,"Hugo Spadafora","Hugo Spadafora","Hugo Spadafora","Hugo Spadafora","Hugo Spadafora",male,politician,1940-09-06,Hugo,"Hugo Spadafora","Hugo Spadafora",,1985-09-13,,,"Hugo Spadafora",,,,,,,,,,,,,,,"Hugo Spadafora",,,,,,,,,"Спадафора, Уго","Спадафора, Уго",,,,/m/012mh5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hugo Spadafora",,"Hugo Spadafora",,,,,,,,,"Hugo Spadafora",,,,,,,,,,,,,,,,,,,,"Hugo Spadafora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hugospadafora.org/inicio.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4712230,"Alberto Vallarino Clement","Alberto Vallarino Clement","Alberto Vallarino Clement","Alberto Vallarino Clement","Alberto Vallarino Clement",male,engineer,1951-04-02,Alberto,"Alberto Vallarino","Alberto Vallarino Clement",,,,,"Alberto Vallarino Clement",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Alberto_Vallarino_Clement.jpg,"Alberto Vallarino Clement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberto Vallarino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberto Vallarino Clement",,"Alberto Vallarino Clement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q474980,"Rubén Blades","Rubén Blades","Rubén Blades","Rubén Blades","Rubén Blades",male,singer-songwriter,1948-07-16,"Rubén","Rubén Blades","Rubén Blades","Rubén Blades",,,,"Rubén Blades",,,85813475,"Rubén Blades","Rubén Blades","0000 0001 2321 1968",n83217214,139251706,149855826,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Ruben_Blades_by_Gage_Skidmore.jpg,"Rubén Blades","Rubén Blades","Rubén Blades","Rubén Blades",,,,"Rubén Blades",,"Рубен Блейдс","Блейдс, Рубен",,,,/m/01mm7j9,"Rubén Blades","Rubén Blades","魯本·佈雷德斯","鲁本·布雷德斯",,"ルーベン・ブラデス",,"Rubén Blades","Rubén Blades","Rubén Blades","Rubén Blades",,,,,"روبين بليدز","روبين بليدز",,,"ルーベン・ブラデス",,"روبن بلیدز",,,,,"روبن بلیدز",,,,,,,"魯賓·布萊茲","Rubén Blades","Rubén Blades","Rubén Blades","Rubén Blades",,,,,"루벤 블라데스",,,,"Rubén Blades",,,,,,,,,,"Rubén Blades",,,,"Rubén Blades",,,,"루벤 블라데스",,"Rubén Blades",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0001952,http://www.rubenblades.com/,,,,,,,,,"Rubén Blades",,129951102,,,,,,,,910/000024838,,,,,,,,,,,,9121,,,26500,23721,5111,,,,,,p82036,,,,,,,,,,f050673a-dfb3-4200-b057-bf78213de36c,xx0078061,a10391162,90559,112513,8288,57293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4782945,"Aquilino Boyd","Aquilino Boyd","Aquilino Boyd","Aquilino Boyd","Aquilino Boyd",male,diplomat,1921-03-30,,"Aquilino Boyd","Aquilino Boyd",,2004-09-04,,,,,,,,,,,,,,,,,,"Aquilino Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aquilino Boyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4801812,"Arturo Vallarino","Arturo Vallarino","Arturo Vallarino","Arturo Vallarino","Arturo Vallarino",male,politician,1943-12-15,Arturo,"Arturo Vallarino","Arturo Vallarino",,,,,"Arturo Vallarino",,,,,,,,,,,,,,,"Arturo Vallarino",,,,,,,,,,,,,,,,,,,,"アルトゥーロ・ヴァジャリーノ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arturo Vallarino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vallarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4893848,"Bernardino González Ruiz","Bernardino González Ruiz","bernardino gonzales","Bernardino González Ruiz","Bernardino González Ruiz",male,diplomat,1911-01-11,Bernardino,"Bernardino González Ruiz","Bernardino González Ruíz",,2012-03-15,,,,,,,"Bernardino González Ruiz",,,,,,,,,,,"Bernardino González Ruiz",,,,,,,,,,,,,,,"Bernardino González Ruiz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5041670,"Carlos Afu","Carlos Afu","Carlos Afu","Carlos Afu","Carlos Afu",male,politician,,Carlos,"Carlos Afu","Carlos Afu","Carlos Afu",,,,,,,,,,,,,,,,,,,"Carlos Afu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5041998,"Carlos Duque","Carlos Duque","Carlos Duque","Carlos Duque","Carlos Duque",male,politician,1930-03-12,Carlos,"Carlos Duque","Carlos Duque","Carlos Duque",2014-10-31,,,,,,,,,,,,,,,,,,"Carlos Duque",,,,,,,,"Carlos Duque",,,,,,,,,,,,"カルロス・ドゥケ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5379707,"Enrique Geenzier","Enrique Geenzier","Enrique Geenzier","Enrique Geenzier","Enrique Geenzier",male,diplomat,1887-06-12,Enrique,"Enrique Geenzier","Enrique Geenzier","Enrique Geenzier",1943-09-21,,,"Enrique Geenzier",,,70497339,,,,n88257214,12061825g,,,248413,,,,"Enrique Geenzier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5401247,"Rubén Arosemena","Rubén Arosemena","Rubén Arosemena","Rubén Arosemena","Rubén Arosemena",male,politician,1961-04-11,"Rubén","Rubén Arosemena","Rubén Arosemena",,,,,"Rubén Arosemena",,,,,,,,,,,,,,,"Rubén Arosemena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rubén Arosemena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5413414,"Fernando Eleta Almarán","Fernando Eleta Almarán","Fernando Eleta Almarán","Fernando Eleta Almarán",,male,businessperson,1921-08-10,Fernando,"Fernando Eleta Almarán",,,2011-08-12,,,,,,,,,,,,,,,,,,"Fernando Eleta Almarán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fernando Eleta Almarán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5484036,"Francisco Vicente de la Espriella",,"Francisco Vicente de la Espriella","Francisco Vicente de la Espriella","Francisco Vicente de la Espriella",male,,,Francisco,"Francisco Vicente de la Espriella","Francisco Vicente de la Espriella","Francisco Vicente de la Espriella",1916-04-22,,,,,,,,,,,,,,,,,,"Francisco Vicente de la Espriella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5550270,"Gerardo González Vernaza","Gerardo González Vernaza","Gerardo González Vernaza","Gerardo González Vernaza","Gerardo González Vernaza",male,,1929,Gerardo,"Gerardo González Vernaza","Gerardo González Vernaza",,2006-10-21,,,,,,23996739,,,,n2004102781,,,,509193,,,,"Gerardo González Vernaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5654874,"Abel Bravo","Abel Bravo","Abel Bravo","Abel Bravo",,male,professor,1861-01-02,Abel,"Abel Bravo",,"Abel Bravo",1934-09-15,,,,,,,,,,,,,,,,,,"Abel Bravo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abel Bravo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5732774,"Herasto Reyes","Herasto Reyes","Herasto Reyes","Herasto Reyes","Herasto Reyes",male,journalist,1952-10-10,,"Herasto Reyes","Herasto Reyes",,2005,,,,,,50563003,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/HERASTO_REYES.jpg,"Herasto Reyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herasto Reyes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5759942,"Cedeño Cenci","Cedeño Cenci","Cedeño Cenci","Cedeño Cenci",,male,educator,1927-03-06,,"Diógenes Cedeño",,,2010-06-23,,,,,,,,,,,,,,,,,,"Cedeño Cenci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diógenes Cedeño",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5797808,"Damián Castillo Durán",,"Damián Castillo Durán","Damián Castillo Durán",,male,,1926-04-14,"Damián","Damián Castillo Durán",,,2011-07-01,,,,,,,,,,,,,,,,,,"Damián Castillo Durán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Damián Castillo Durán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
