id,name__en,name__es,name__de,name__nl,name__fr,name__hu,name,wikipedia__en,image,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ru,identifier__NLAtrove,identifier__AuDB,family_name,twitter,identifier__google_knowledge,name__it,name__ja,wikipedia__fr,identifier__VIAF,identifier__NLA,name__nb,name__da,name__nn,name__sv,identifier__ISNI,name__cy,wikipedia__it,identifier__snac,wikipedia__ru,wikipedia__de,identifier__freebase,name__zh,wikipedia__zh,website,name__pl,wikipedia__pl,identifier__LCAuth,identifier__FAST,name__fi,name__sh,wikipedia__commons,wikipedia__fi,wikipedia__sh,identifier__quora,name__zh_hant,name__bs,name__hr,name__zh_cn,wikipedia__bs,wikipedia__hr,name__pt,wikipedia__pt,name__he,identifier__SUDOC,name__uk,wikipedia__uk,name__pa,wikipedia__pa,name__sk,wikipedia__skwikiquote,wikipedia__enwikisource,name__el,name__mg,wikipedia__mg,wikipedia__enwikiquote,identifier__IMDB,name__fa,wikipedia__simple,wikipedia__sv,identifier__BNF,name__vep,name__ar,wikipedia__ar,wikipedia__vep,name__ca,name__oc,wikipedia__es,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__si,wikipedia__si,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__hansard,identifier__OLID,identifier__NTA,identifier__NPG,name__la,wikipedia__fawikiquote,wikipedia__ja,wikipedia__la,wikipedia__plwikiquote,wikipedia__tr,identifier__MusicBrainz,wikipedia__fa,identifier__wikitree,wikipedia__cs,facebook,identifier__youtube,wikipedia__cswikiquote,wikipedia__he,wikipedia__nl,identifier__GND,identifier__Munzinger,identifier__CSPAN,name__sl,wikipedia__sl,wikipedia__vi,identifier__IIAF,identifier__Britannica,name__th,wikipedia__th,name__lmo,identifier__Gutenberg,wikipedia__hu,noble_title,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,identifier__NNDB,name__wuu,wikipedia__wuu,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__ULAN
Q3641283,"Bob Collins","Bob Collins","Bob Collins","Bob Collins","Bob Collins","Bob Collins","Bob Collins","Bob Collins (politician)",,male,politician,1946-02-08,2007-09-20,Bob,"Bob Collins (Australian politician)","Боб Коллинз",,,Collins,,,"Bob Collins",,,92866947,,"Bob Collins","Bob Collins","Bob Collins","Bob Collins",,"Bob Collins","Bob Collins",w67m0mjt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q364568,"George Pearce","George Pearce","George Pearce","George Pearce","George Pearce","George Pearce","George Pearce","George Pearce",https://upload.wikimedia.org/wikipedia/commons/8/8d/Sir_George_Pearce.jpg,male,diplomat,1870-01-14,1952-06-24,George,,,564501,pearce-sir-george-foster-7996,,,,,"ジョージ・ピアース",,93301871,,"George Pearce","George Pearce","George Pearce","George Pearce","0000 0001 2213 5182",,,w61g0wg0,,"George Pearce",/m/04_jbb,"喬治·皮爾斯",,,"George Pearce","George Pearce",no2011107756,1916103,,,,,,,,,,,,,,,,165924438,,,,,,,,,,,,,,,"George Pearce",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018185275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Джордж Пиърс","Джордж Пиърс",101035433,
Q379072,"Judith Adams","Judith Adams","Judith Adams","Judith Adams","Judith Adams",,"Judith Adams","Judith Adams",,female,midwife,1943-04-11,2012-03-31,Judith,"Judith Adams","Джудит Адамс",,,,,,"Judith Adams",,,,,,,,,,,,,,,,,,,"Judith Adams","Judith Adams",,,,,,,,,,,,,,,,,"ג'ודית אדמס",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q381902,"Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans (politician)",https://upload.wikimedia.org/wikipedia/commons/b/bf/Gareth_Evans_University_of_Melbourne.jpg,male,politician,1944-09-05,,Gareth,"Gareth Evans (politician)",,,,,,,,"ギャレス・エバンス","Gareth John Evans",109000124,,"Gareth Evans","Gareth Evans","Gareth Evans","Gareth Evans",,,,w6c55c3r,,"Gareth Evans",/m/0396q7,"校監",,,,,n78006888,22137,,,,,,Gareth-Evans-33,,,,,,,,,,033387028,,,,,,,,,,,,nm0262768,,,,12425793h,,,,,,,,,,,,,"Gareth Evans","Gareth Evans (politikus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314939296,,,,,,,,,,,,,,,,"Gareth Evans (politicus)",123911478,00000020234,garethevans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4354299,"Cory Bernardi","Cory Bernardi","Cory Bernardi","Cory Bernardi","Cory Bernardi","Cory Bernardi","Cory Bernardi","Cory Bernardi",https://upload.wikimedia.org/wikipedia/commons/3/35/Cory_Bernardi_crop.jpg,male,politician,1969-11-06,,Cory,"Cory Bernardi",,,,,,,,,,,,,,,,,,,,,,,"科里·伯爾納迪","科里·伯爾納迪",,"Cory Bernardi","Cory Bernardi",,,"Cory Bernardi","Cory Bernardi","Category:Cory Bernardi","Cory Bernardi","Cory Bernardi",Cory-Bernardi-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q454233,"Amanda Vanstone","Amanda Vanstone","Amanda Vanstone","Amanda Vanstone","Amanda Vanstone",,"Amanda Vanstone","Amanda Vanstone",https://upload.wikimedia.org/wikipedia/commons/b/bd/Amanda_Vanstone_(2).jpeg,female,diplomat,1952-12-07,,Amanda,"Amanda Vanstone",,,,,,,"Amanda Vanstone","アマンダ・ヴァンストン",,93251661,35738546,"Amanda Vanstone","Amanda Vanstone","Amanda Vanstone","Amanda Vanstone",,,"Amanda Vanstone",,,"Amanda Vanstone",,"阿曼达·范斯通","阿曼达·范斯通",,"Amanda Vanstone","Amanda Vanstone",,,,,"Category:Amanda Vanstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q456759,"Penny Wong","Penny Wong","Penny Wong","Penny Wong","Penny Wong","Penny Wong","Penny Wong","Penny Wong",https://upload.wikimedia.org/wikipedia/commons/c/cb/PennyWongCrop.jpg,female,politician,1968-11-05,,Penny,"Penny Wong",,,,,SenatorWong,,,"ペニー・ウォン","Penny Wong",,,,,,,,,,,,"Penny Wong",/m/03tfhc,"黄英贤","黄英贤",http://www.pennywong.com.au/,"Penny Wong","Penny Wong",,,,,,,,Penny-Wong-6,"黃英賢",,,"黄英贤",,,,,,,,,,,,,,,,,,,,"Penny Wong",,,,,,,,,,"黄英贤","黃英賢","黄英贤","黃英賢","페니 웡","Penny Wong","Penny Wong","페니 웡",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q463507,"Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher",https://upload.wikimedia.org/wikipedia/commons/9/98/Katy_Gallagher.jpg,female,politician,1970-03-17,,Katy,"Katy Gallagher","Кэти Галлахер",738073,,,SenKatyG,,,"ケイティ・キャラガー","Katy Gallagher",,,"Katy Gallagher","Katy Gallagher","Katy Gallagher","Katy Gallagher",,,,,,"Katy Gallagher",/m/0545sv,,,http://www.katygallagher.net/,"Katy Gallagher","Katy Gallagher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallaher Keti","كاتي غالاغر","كاتي غالاغر","Gallaher Keti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466003,"John Faulkner","John Faulkner","John Faulkner","John Faulkner","John Faulkner","John Faulkner","John Faulkner","John Faulkner",https://upload.wikimedia.org/wikipedia/commons/5/5e/John_Faulkner_Jan_2010.jpg,male,politician,1954-04-12,,John,"John Faulkner",,,,,,,,,"John Faulkner",7051694,,,,,,,,,w6wj7f9g,,"John Faulkner",/m/04mw8y,"約翰·福克納","約翰·福克納",,"John Faulkner","John Faulkner",no2002004179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q466220,"Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson",https://upload.wikimedia.org/wikipedia/commons/2/2f/Pauline_Hanson.jpg,female,politician,1954-05-27,,Pauline,,,nla.party-540409,,,,,,"ポーリン・ハンソン","Pauline Hanson",92816054,,"Pauline Hanson","Pauline Hanson","Pauline Hanson","Pauline Hanson",,,,w61z4cfp,,"Pauline Hanson",/m/0j5pc,"寶琳·韓森","寶琳·韓森",http://www.paulinehanson.net.au/,,,n98054473,419026,,,"Category:Pauline Hanson",,,Pauline-Hanson,"寶琳·韓森",,,"宝琳·韩森",,,,,,,,,,,,,,,,,"Pauline Hanson",,,,,,,,,,,,,"宝琳·韩森","寶琳·韓森","宝琳·韩森","寶琳·韓森","폴린 핸슨",,,"폴린 핸슨",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ポーリン・ハンソン",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"保琳汉生","保琳汉生",,,,
Q466583,"Chris Evans","Chris Evans","Christopher Evans","Chris Evans","Chris Evans","Chris Evans","Chris Evans","Chris Evans (Australian politician)",,male,politician,1958-05-14,,Christopher,"Chris Evans (Australian politician)","Крис Эванс",,,,,,,"クリス・エバンス","Chris Evans (homme politique australien)",,,"Chris Evans","Chris Evans","Chris Evans","Chris Evans",,,,,,"Christopher Evans (Politiker)",/m/06mhpx,,,,"Chris Evans","Chris Evans (polityk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4682174,"Aden Ridgeway","Aden Ridgeway","Aden Ridgeway","Aden Ridgeway","Aden Ridgeway",,"Aden Ridgeway","Aden Ridgeway",,male,,1962-09-18,,,"Aden Ridgeway",,,,,,,,,,295038101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693112,"Agnes Robertson","Agnes Robertson","Agnes Robertson","Agnes Robertson","Agnes Robertson","Agnes Robertson","Agnes Robertson","Agnes Robertson",,female,politician,1882-07-31,1968-01-29,Agnes,,,752085,robertson-agnes-robertson-11540,,,,"Agnes Robertson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4706579,"Alan Eggleston","Alan Eggleston","Alan Eggleston","Alan Eggleston","Alan Eggleston","Alan Eggleston","Alan Eggleston","Alan Eggleston",https://upload.wikimedia.org/wikipedia/commons/b/b0/Alan_Eggleston.JPG,male,politician,1941-12-30,,Alan,"Alan Eggleston",,,,,,,"Alan Eggleston",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4706609,"Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson",,male,politician,1943-09-16,,Alan,"Alan Ferguson","Алан Фергюсон",,,,,,"Alan Ferguson",,,,,"Alan Ferguson","Alan Ferguson","Alan Ferguson","Alan Ferguson",,,,,"Фергюсон, Алан",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707336,"Alan Missen","Alan Missen","Alan Missen",,"Alan Missen",,"Alan Missen","Alan Missen",,male,,1925-07-22,1986-03-30,Alan,,,620003,missen-alan-joseph-14975,,,,"Alan Missen",,,57901578,,,,,,,,,w6g23hp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4709759,"Albert Blakey","Albert Blakey","Albert Blakey","Albert Blakey","Albert Blakey","Albert Blakey","Albert Blakey","Albert Blakey",https://upload.wikimedia.org/wikipedia/commons/1/13/Albert_Blakey.jpg,male,politician,1879-11-09,1935-07-04,Albert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4710194,"Albert Field","Albert Field","Albert Field","Albert Field","Albert Field","Albert Field","Albert Field","Albert Field",,male,politician,1910-10-11,1990-07-01,Albert,,,578044,field-albert-patrick-pat-12488,,,,"Albert Field",,,93647420,,,,,,,,,,,,,,,,,,,,,,,,,,"艾伯特·菲爾德",,,"艾伯特·菲尔德",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4710286,"Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner",,male,politician,1867-07-30,1952-08-14,Albert,,,1462315,gardiner-albert-jupp-6275,,,,"Albert Gardiner",,,,,"Albert Gardiner","Albert Gardiner","Albert Gardiner","Albert Gardiner",,,,,,,,,,,"Albert Gardiner","Albert Gardiner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4710343,"Albert Gould","Albert Gould","Albert Gould","Albert Gould","Albert Gould",,"Albert Gould","Albert Gould",https://upload.wikimedia.org/wikipedia/commons/2/2a/Albert_Gould.jpg,male,solicitor,1847-02-12,1936-07-27,Albert,,,969506,gould-sir-albert-john-6436,,,,"Albert Gould",,,92547678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gould-2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4711091,"Albert Reid",,"Albert Reid","Albert Reid","Albert Reid",,"Albert Reid","Albert Reid",https://upload.wikimedia.org/wikipedia/commons/5/52/Albert_David_Reid.jpg,male,politician,1887,1962-05-22,Albert,,,,,,,,"Albert Reid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4711126,"Albert Robinson","Albert Robinson","Albert Robinson","Albert Robinson","Albert Robinson","Albert Robinson","Albert Robinson","Albert Robinson (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/3/3e/Albert_Robinson.jpg,male,politician,1877-05-20,1943-05-25,Albert,,,,,Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4717023,"Alex Gallacher",,"Alex Gallacher","Alex Gallacher","Alex Gallacher",,"Alex Gallacher","Alex Gallacher",https://upload.wikimedia.org/wikipedia/commons/5/5a/Alex_Gallacher_2014.jpg,male,politician,1954-01-01,,Alex,"Alex Gallacher",,,,,,,,,,,,,,,,,,,,,,,"亞歷山大·加拉徹","亞歷山大·加拉徹",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4718893,"Alexander Fraser",,"Alexander Fraser","Alexander Fraser","Alexander Fraser",,"Alexander Fraser","Alexander Fraser (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/5/59/Alexander_Fraser.jpg,male,"Australian rules footballer",1892-08-20,1965-07-08,Alexander,,,1466210,fraser-alexander-john-10237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4719614,"Alexander McLachlan","Alexander McLachlan","Alexander McLachlan",,"Alexander McLachlan",,"Alexander McLachlan","Alexander McLachlan",https://upload.wikimedia.org/wikipedia/commons/8/81/Alexander_McLachlan.JPG,male,,1872-11-02,1956-05-28,Alexander,,,1466379,mclachlan-alexander-john-7404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4727347,"Alister McMullin",,"Alister McMullin","Alister McMullin","Alister McMullin",,"Alister McMullin","Alister McMullin",,male,politician,1900-07-14,1984-08-07,Alister,,,491433,mcmullin-sir-alister-14900,McMullin,,,"Alister McMullin",,,91887622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730654,"Allan Guy",,"Allan Guy","Allan Guy","Allan Guy",,"Allan Guy","Allan Guy",https://upload.wikimedia.org/wikipedia/commons/5/58/Allan_Guy.jpg,male,politician,1890-11-30,1979-12-16,Allan,,,1465672,guy-james-allan-10384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp99625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730804,"Allan MacDonald",,"Allan MacDonald",,"Allan MacDonald",,"Allan MacDonald","Allan MacDonald (Australian politician)",https://upload.wikimedia.org/wikipedia/commons/4/48/Allan_MacDonald_(Australian_politician).jpg,male,,1892-08-25,1978-01-18,Allan,,,1466374,macdonald-allan-nicoll-10928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730836,"Allan McDougall",,"Allan McDougall","Allan McDougall","Allan McDougall",,"Allan McDougall","Allan McDougall",https://upload.wikimedia.org/wikipedia/commons/4/4e/Allan_McDougall.jpg,male,politician,1857-08-02,1924-10-14,Allan,,,,,,,,"Allan McDougall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730943,"Allan Rocher",,"Allan Rocher","Allan Rocher","Allan Rocher",,"Allan Rocher","Allan Rocher",,male,politician,1936-02-16,2016-03-18,Allan,,,,,,,,"Allan Rocher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q475045,"Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan",https://upload.wikimedia.org/wikipedia/commons/9/97/Helen_Coonan.jpg,female,politician,1947-10-29,,Helen,"Helen Coonan",,,,,,,,,,,,"Helen Coonan","Helen Coonan","Helen Coonan","Helen Coonan",,,,,,"Helen Coonan",/m/04gqfx,"海倫·庫南","海倫·庫南",,"Helen Coonan","Helen Coonan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4757971,"Andrew McKissock",,"Andrew McKissock","Andrew McKissock","Andrew McKissock",,"Andrew McKissock","Andrew McKissock",https://upload.wikimedia.org/wikipedia/commons/8/88/Andrew_McKissock.jpg,male,politician,1873-12-06,1919-07-17,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758092,"Andrew Murray","Andrew Murray","Andrew Murray","Andrew Murray","Andrew Murray",,"Andrew Murray","Andrew Murray (Australian politician)",,male,,1947-01-29,,Andrew,"Andrew Murray (Australian politician)",,,,,,,,,,92992012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758705,"Andrew Thomas",,"Andrew Thomas","Andrew Thomas","Andrew Thomas",,"Andrew Thomas","Andrew Thomas (Australian politician)",,male,politician,1936-03-14,2011-05-14,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"اندرو توماس",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
