id,name__de,name__nds,name__nb,name__da,name__nn,name__sv,name__fr,name__en,name__cy,name__nl,name,wikipedia__de,wikipedia__nds,gender,birth_date,death_date,family_name,given_name,identifier__bundestag,original_wikiname,name__es,name__ca,name__oc,name__hu,wikipedia__en,image,identifier__VIAF,identifier__GND,name__la,name__pl,wikipedia__fr,wikipedia__la,wikipedia__pl,identifier__freebase,name__it,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__fi,name__pt,name__tr,wikipedia__commons,identifier__ISNI,identifier__LCAuth,identifier__ULAN,identifier__NTA,identifier__Munzinger,identifier__BNF,name__gl,identifier__FAST,identifier__ODIS,identifier__GTAA,website,facebook,name__af,name__an,name__ast,name__br,name__co,name__eo,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__gsw,wikipedia__dewikiquote,identifier__SUDOC,wikipedia__no,identifier__NLI,identifier__EuroparlMEP,twitter,name__ja,wikipedia__ja,identifier__OLID,identifier__CANTIC,name__zh,name__ru,name__ko,name__fa,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__hu,wikipedia__it,wikipedia__ko,wikipedia__nl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__zh,identifier__NDL,identifier__filmportal_de,wikipedia__als,name__ar,name__el,name__he,name__uk,name__eml,name__nah,wikipedia__ar,wikipedia__bar,wikipedia__cswikiquote,wikipedia__el,wikipedia__eml,wikipedia__frwikiquote,wikipedia__he,wikipedia__ie,wikipedia__nah,wikipedia__plwikiquote,wikipedia__uk,name__be_tarask,wikipedia__be_x_old,wikipedia__enwikiquote,wikipedia__mg,wikipedia__oc,name__bs,name__lmo,name__lt,name__sq,name__war,name__hy,name__hsb,wikipedia__af,wikipedia__hsb,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__itwikiquote,wikipedia__lt,wikipedia__sco,wikipedia__sk,wikipedia__vi,wikipedia__war,identifier__NKC,name__ceb,wikipedia__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__be,name__sh,name__sr_ec,name__bg,name__ka,name__sr,name__lv,name__qu,name__fy,wikipedia__be,wikipedia__bg,wikipedia__eswikiquote,wikipedia__eu,wikipedia__hr,wikipedia__ka,wikipedia__lv,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sl,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__BNE,identifier__NUKAT,identifier__NNDB,identifier__GNC,identifier__Britannica,identifier__SELIBR,identifier__ADS,identifier__N6I,name__dsb,name__ksh,name__ku,name__mk,name__mr,name__pnb,name__tg,name__yo,name__ta,name__hi,name__stq,name__uz,name__ur,wikipedia__an,wikipedia__br,wikipedia__bs,wikipedia__cy,wikipedia__dewikivoyage,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__fy,wikipedia__gl,wikipedia__glwikiquote,wikipedia__hi,wikipedia__huwikiquote,wikipedia__ksh,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__nn,wikipedia__pnb,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__sq,wikipedia__stq,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tg,wikipedia__ur,wikipedia__uz,wikipedia__yo,identifier__NLA,identifier__PTBNP,identifier__BIBSYS,identifier__NLAtrove,identifier__NPG,identifier__discogs,identifier__BVMC,name__vmf,name__kk,wikipedia__kk,name__az,name__bn,name__bo,name__ckb,name__cv,name__diq,name__ext,name__fo,name__gv,name__ha,name__ilo,name__jv,name__koi,name__lad,name__mhr,name__ml,name__mn,name__my,name__nov,name__pag,name__pdc,name__ps,name__sah,name__th,name__tl,name__tt,name__ty,name__mzn,name__se,name__nan,name__hak,name__pa,name__kw,name__arz,name__yi,name__tet,name__am,name__ne,name__yue,name__zea,name__wuu,name__mai,wikipedia__am,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__azwikiquote,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__bo,wikipedia__cawikiquote,wikipedia__ckb,wikipedia__cswikinews,wikipedia__cv,wikipedia__cywikiquote,wikipedia__dewikinews,wikipedia__diq,wikipedia__elwikiquote,wikipedia__enwikinews,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__eswikinews,wikipedia__ext,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frp,wikipedia__frwikinews,wikipedia__ga,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__ha,wikipedia__ia,wikipedia__idwikiquote,wikipedia__ilo,wikipedia__itwikinews,wikipedia__jv,wikipedia__koi,wikipedia__kowikinews,wikipedia__kw,wikipedia__lad,wikipedia__li,wikipedia__lmo,wikipedia__mai,wikipedia__mhr,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__ne,wikipedia__nlwikiquote,wikipedia__nov,wikipedia__pag,wikipedia__pa,wikipedia__pdc,wikipedia__ps,wikipedia__ptwikinews,wikipedia__ruwikinews,wikipedia__sah,wikipedia__scn,wikipedia__se,wikipedia__slwikiquote,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__ta,wikipedia__tet,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__trwikiquote,wikipedia__tt,wikipedia__ty,wikipedia__ukwikiquote,wikipedia__vo,wikipedia__wuu,wikipedia__yi,wikipedia__zea,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikinews,identifier__AlloCine,identifier__LNB,identifier__CSPAN,identifier__PORT,married_name,identifier__kinopoisk,identifier__CSFD,wikipedia__species,wikipedia__bswikiquote,identifier__CERL,wikipedia__rowikiquote,identifier__parlement,identifier__BAV,identifier__SFDb,identifier__PACE,identifier__halensis,name__rw,wikipedia__rw,electoral_district,identifier__DBNL,pseudonym,identifier__britishmuseum,identifier__heidelberg,identifier__BBF,identifier__MGP,identifier__zbMATH,identifier__NLP,name__ht,wikipedia__ht,identifier__BPN,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__bm,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__de_formal,name__dtp,name__ee,name__egl,name__ff,name__fit,name__fj,name__frc,name__frr,name__gag,name__gn,name__jbo,name__sn,name__su,identifier__HDS,wikipedia__ltwikiquote,name__pfl,wikipedia__pfl,birth_name,identifier__BMLO,wikipedia__arwikiquote,wikipedia__co,wikipedia__hewikiquote,wikipedia__liwikiquote,wikipedia__pms,wikipedia__skwikiquote,identifier__OpenPlaques,name__vro,name__sa,wikipedia__fiu_vro,wikipedia__sa,identifier__SCOPE,wikipedia__fawikiquote,name__hrx,name__lfn,name__pdt,name__sli,wikipedia__ang,identifier__elonet,identifier__IIAF,identifier__CiNii,identifier__saebi,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ky,wikipedia__ky,identifier__Oxforddnb,identifier__hansard,name__mt,identifier__senate_nl,identifier__DNF,name__kana,identifier__allmovie,name__te,wikipedia__te,instagram,wikipedia__kowikiquote,identifier__CTHS,identifier__magdeburg,identifier__bigenc_ru,identifier__youtube,identifier__wikitree,wikipedia__nowikiquote,name__szl,wikipedia__szl,identifier__NSK,identifier__google_knowledge,wikipedia__azb,identifier__guardian_topic,name__azb,identifier__google_plus,occupation,wikipedia__ay,identifier__nobel_prize,identifier__BiblioNet,wikipedia__frr,wikipedia__arwikinews,identifier__flickr,identifier__nyt_topic,identifier__nlg,name__als,identifier__ne_se,identifier__quora,identifier__snac,email,wikipedia__xmf,name__xmf,wikipedia__bewikiquote,name__or,identifier__persee,name__hif_latn,name__hil,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ku_latn,name__rup,name__tpi
Q1876654,Luise Rehling,Luise Rehling,Luise Rehling,Luise Rehling,Luise Rehling,Luise Rehling,Luise Rehling,Luise Rehling,,Luise Rehling,Luise Rehling,Luise Rehling,,female,1896-11-30,1964-05-29,,Luise,,Luise Rehling,Luise Rehling,,,Luise Rehling,,,220769732,189425628,,,,,,,Luise Rehling,Luise Rehling,,,,,,,,,,,,,,00000003445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rehling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rehling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rehling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luise Rehling,,,,,,,,Luise Rehling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1878133,Lutz Knopek,Lutz Knopek,Lutz Knopek,Lutz Knopek,Lutz Knopek,Lutz Knopek,Lutz Knopek,Lutz Knopek,,Lutz Knopek,Lutz Knopek,Lutz Knopek,,male,1958-01-04,,,Lutz,http://webarchiv.bundestag.de/archive/2013/1212/bundestag/abgeordnete17/biografien/K/knopek_lutz.html,Lutz Knopek,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Lutz_knopek_cc.jpg,,,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Knopek,,,,,,,,Lutz Knopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1878207,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,,Lutz Stavenhagen,Lutz Stavenhagen,Lutz Stavenhagen,,male,1940-05-06,1992-05-31,,Lutz,,Lutz Stavenhagen,Lutz Stavenhagen,,,Lutz Stavenhagen,,"https://upload.wikimedia.org/wikipedia/commons/3/31/KAS-Stavenhagen,_Lutz-Bild-2635-1.jpg",171822358,1012393089,,,,,,,Lutz Stavenhagen,Lutz Stavenhagen,,,,,,,,,,,no2010115453,,,00000015640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Stavenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Stavenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Stavenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutz Stavenhagen,,,,,,,,Lutz Stavenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1878633,Lydia Westrich,Lydia Westrich,Lydia Westrich,Lydia Westrich,Lydia Westrich,Lydia Westrich,Lydia Westrich,Lydia Westrich,,Lydia Westrich,Lydia Westrich,Lydia Westrich,,female,1949-10-21,,,Lydia,http://webarchiv.bundestag.de/archive/2010/0427/bundestag/abgeordnete/bio/W/westrly0.html,Lydia Westrich,,,,,,,212788427,,,,,,,,,Lydia Westrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydia Westrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydia Westrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydia Westrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lydia Westrich,,,,,,,,Lydia Westrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188071,Fritz Henßler,Fritz Henßler,Fritz Henßler,Fritz Henßler,Fritz Henßler,Fritz Henßler,Fritz Henßler,Fritz Henßler,,Fritz Hen?ler,Fritz Henßler,Fritz Henßler,,male,1886-04-12,1953-12-04,,Fritz,,Fritz Henßler,Fritz Hen?ler,,,Fritz Hen?ler,Fritz Henßler,,50158829,124361374,,,,,,,,Fritz Henßler,,,,,,,,Fritz Henßler,,,no2004029279,,,00000001226,,,1588406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Henßler,,,Fritz Henßler,,,,,,OL5672455A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Henßler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Henßler,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Henßler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Henßler,,,,,,,,Fritz Henßler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1885362,Maik Reichel,Maik Reichel,Maik Reichel,Maik Reichel,Maik Reichel,Maik Reichel,Maik Reichel,Maik Reichel,,Maik Reichel,Maik Reichel,Maik Reichel,,male,1971-09-30,,,Maik,http://webarchiv.bundestag.de/archive/2010/0427/bundestag/abgeordnete/bio/R/reichma0.html,Maik Reichel,Maik Reichel,,,Maik Reichel,,,40082168,143596519,,,,,,,,Maik Reichel,,,,,,,,,,0000 0001 1626 1254,no2008064541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maik Reichel,,130531561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maik Reichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maik Reichel,,,,,,,,,,,,,,,,,,,,,,,,,Maik Reichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maik Reichel,,,,,,,,Maik Reichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889288,Manfred Coppik,Manfred Coppik,Manfred Coppik,Manfred Coppik,Manfred Coppik,Manfred Coppik,Manfred Coppik,Manfred Coppik,,Manfred Coppik,Manfred Coppik,Manfred Coppik,,male,1943-11-01,2016-09-21,,Manfred,,Manfred Coppik,Manfred Coppik,,,Manfred Coppik,,,30123305,1062533518,,,,,,,,Manfred Coppik,,,,,,,,,,0000 0000 7856 152X,n83012994,,074841033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Coppik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Coppik,,,,,,,,,,,,,skuk0002100,,,,,,,,,,,,,,,Manfred Coppik,,,,,,,,,,,,,,,,,,n00038768,,,,,,,Manfred Coppik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Coppik,,,,,,,,Manfred Coppik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889386,Manfred Geßner,Manfred Geßner,Manfred Geßner,Manfred Geßner,Manfred Geßner,Manfred Geßner,Manfred Geßner,Manfred Geßner,,Manfred Geßner,Manfred Geßner,Manfred Geßner,,male,1931-11-30,2016-10-31,,Manfred,,Manfred Geßner,Manfred Geßner,,,Manfred Geßner,,,252518406,1024641015,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Geßner,,,,,,,,Manfred Geßner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889410,Manfred Grund,Manfred Grund,,,,,Manfred Grund,Manfred Grund,,Manfred Grund,Manfred Grund,"Manfred Grund (Politiker, 1955)",,male,1955-07-03,,,Manfred,http://www.bundestag.de/bundestag/abgeordnete18/biografien/G/grund_manfred.html,"Manfred Grund (Politiker, 1955)",,,,,Manfred Grund,"https://upload.wikimedia.org/wikipedia/commons/9/9e/Grund,_Manfred-1269.jpg",,,,,,,,/m/012bd5pk,,Manfred Grund,,,,,,,,,,,,,,,,,,,,http://www.manfred-grund.de,manfredgrund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Grund,,,,,,manfred_grund,,,,,,Манфред Грунд,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Grund,,,,,,,,Manfred Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889464,Manfred Heise,Manfred Heise,,,,,Manfred Heise,Manfred Heise,,Manfred Heise,Manfred Heise,Manfred Heise,,male,1940-11-16,,,Manfred,http://webarchiv.bundestag.de/archive/2007/0206/mdb/mdb14/bio/H/heisema0.html,Manfred Heise,,,,,,,,,,,,,,,Manfred Heise,Manfred Heise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Heise,,,,,,,,,,,,Манфред Хайзе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Heise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Heise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Heise,,,,,,,,Manfred Heise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889468,Manfred Zöllmer,Manfred Zöllmer,Manfred Zöllmer,Manfred Zöllmer,Manfred Zöllmer,Manfred Zöllmer,Manfred Zöllmer,Manfred Helmut Zöllmer,,Manfred Helmut Zöllmer,Manfred Zöllmer,Manfred Zöllmer,,male,1950-08-29,,,Manfred,http://webarchiv.bundestag.de/archive/2013/1212/bundestag/abgeordnete17/biografien/Z/zoellmer_manfred_helmut.html,Manfred Zöllmer,Manfred Helmut Zöllmer,,,Manfred Helmut Zöllmer,,"https://upload.wikimedia.org/wikipedia/commons/0/05/Zöllmer,_Manfred-1929.jpg",220500459,189551046,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,http://manfred-zoellmer.de,manfred.zoellmer,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Helmut Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Zöllmer,,,,,,,,Manfred Zöllmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1889556,Manfred Kalz,Manfred Kalz,,,,,Manfred Kalz,Manfred Kalz,Manfred Kalz,Manfred Kalz,Manfred Kalz,Manfred Kalz,,male,1937-12-05,2015-01-20,,Manfred,,Manfred Kalz,Manfred Kalz,,,Manfred Kalz,,"https://upload.wikimedia.org/wikipedia/commons/4/49/Bundesarchiv_Bild_183-1990-0328-309,_Dr._Manfred_Kalz.jpg",10314968,,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kalz,,,,,,,,Manfred Kalz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
