id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
872b6110-7a99-4e90-8e71-9370fb50be96,Peseta Sam Lotu-Iiga,"Lotu-Iiga, Peseta Sam",peseta.sam.lotu-iiga@parliament.govt.nz,MaungakiekieSAM,pesetasam.lotuiiga,National Party,national_party,area/maungakiekie,Maungakiekie,New Zealand Parliament,51,,,https://www.parliament.nz/media/1337/lotu-iiga-peseta-sam.Ddi0Sg.jpg,
af9419ea-a7e9-4423-a7c0-f6a4d348b87e,Peter Dunne,"Dunne, Peter",peter.dunne@parliament.govt.nz,PeterDunneMP,,United Future New Zealand,united_future_new_zealand,area/Ōhāriu,Ōhāriu,New Zealand Parliament,51,,,https://www.parliament.nz/media/1285/dunne-peter5.C1fwxA.jpg,
f48ea2d7-713e-4ecc-86d9-5a3e0a531e78,Phil Twyford,"Twyford, Phil",phil.twyford@parliament.govt.nz,philtwyford,phil.twyford.1,Labour Party,labour_party,area/te_atatū,Te Atatū,New Zealand Parliament,51,,,https://www.parliament.nz/media/1388/twyford-phil.C24e-w.jpg,
2584f617-e5a1-4b46-afe6-80ad6074438d,Pita Paraone,"Paraone, Pita",pita.paraone@parliament.govt.nz,,pita.paraone,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1361/paraone-pita.C25Q3Q.jpg,
0a78429a-23d5-441f-9e0e-04552bd706ba,Poto Williams,"Williams, Poto",poto.williams@parliament.govt.nz,PotoChchEast,poto.williams.7,Labour Party,labour_party,area/christchurch_east,Christchurch East,New Zealand Parliament,51,,,https://www.parliament.nz/media/1394/willams-poto2.C1kn2Q.jpg,
b7a4cd5d-bcda-406f-8af4-1a3da3d2bede,Raymond Huo,"Huo, Raymond",Raymond.huo@parliament.govt.nz,RaymondHuo,Raymond.Huo,Labour Party,labour_party,area/list,List,New Zealand Parliament,51,2017-03-15,,https://www.parliament.nz/media/3671/huo-raymond.DXlrgw.jpg,
66aa52fd-321e-44b4-9a97-c493aacfb448,Ria Bond,"Bond, Ria",Ria.bond@parliament.govt.nz,RiaBondMP,RiaBondMPNZFirst,NZ First,nz_first,area/list,List,New Zealand Parliament,51,2015-04-24,,https://www.parliament.nz/media/2029/bond-ria.DdiPJg.jpg,
db23fd29-0c3e-4b12-ae27-1411d37cea77,Richard Prosser,"Prosser, Richard",richard.prosser@parliament.govt.nz,richard_prosser,richard.prosser1,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1364/prosser-richard.C1kn1Q.jpg,
b5c1c02b-e72b-4360-933f-58bad14a7cad,Rino Tirikatene,"Tirikatene, Rino",rino.tirikatene@parliament.govt.nz,RinoTirikatene,rino.tirikatene.3,Labour Party,labour_party,area/te_tai_tonga,Te Tai Tonga,New Zealand Parliament,51,,,https://www.parliament.nz/media/1384/tirikatene-rino.C24jZA.jpg,
11ee188f-27f8-4f3d-85c0-db496b50cfed,Ron Mark,"Mark, Ron",ron.mark@parliament.govt.nz,,RonMarkMP,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1342/mark-ron.C1kn0w.jpg,
8a8bd0d2-6557-4d83-936d-44e723e89362,Ruth Dyson,"Dyson, Ruth",ruth.dyson@parliament.govt.nz,RuthDysonMP,ruthdyson.labour,Labour Party,labour_party,area/port_hills,Port Hills,New Zealand Parliament,51,,,https://www.parliament.nz/media/1287/dyson-ruth5.C1fwxQ.jpg,
ecd87eae-78d0-4012-9698-65635cad8fcf,Sarah Dowie,"Dowie, Sarah",sarah.dowie@parliament.govt.nz,NZsarahdowie,SarahDowieInvercargill,National Party,national_party,area/invercargill,Invercargill,New Zealand Parliament,51,,,https://www.parliament.nz/media/1284/dowie-sarah.DdicUQ.jpg,
3be284fc-0db3-4df1-831e-a49013c924f4,Scott Simpson,"Simpson, Scott",scott.simpson@parliament.govt.nz,ScottSimpsonMP,scottsimpsonmp,National Party,national_party,area/coromandel,Coromandel,New Zealand Parliament,51,,,https://www.parliament.nz/media/1377/simpson-scott.C1kn1w.jpg,
c4114ace-ccaf-466c-a0bf-e2fe0e0d0b84,Shane Reti,"Reti, Shane",shane.reti@parliament.govt.nz,,drshanereti,National Party,national_party,area/whangarei,Whangarei,New Zealand Parliament,51,,,https://www.parliament.nz/media/1365/reti-shane.C24aiA.jpg,
ee41aa4d-e61d-4b3f-8eda-62045e03d46e,Simon Bridges,"Bridges, Simon",simon.bridges@parliament.govt.nz,simonjbridges,Simon.Bridges.MP,National Party,national_party,area/tauranga,Tauranga,New Zealand Parliament,51,,,https://www.parliament.nz/media/2058/bridgess.DJq5zQ.jpg,
ec2501db-68f8-48a2-8c07-0fb324fb1061,Simon O'Connor,"O'Connor, Simon",simon.oconnor@parliament.govt.nz,SimonOConnorMP,SimonOConnorMP,National Party,national_party,area/tāmaki,Tāmaki,New Zealand Parliament,51,,,https://www.parliament.nz/media/1357/oconnor-simon.C1kn1Q.jpg,
3e7eb5c7-b4a6-4132-9749-662c973d362b,Steffan Browning,"Browning, Steffan",steffan.browning@parliament.govt.nz,SteffanBrowning,steffanbrowningmp,Green Party,green_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1270/browning-steffan.C244Ng.jpg,
e0b1af09-3b95-409f-a068-1e851dfb723b,Steven Joyce,"Joyce, Steven",steven.joyce@parliament.govt.nz,stevenljoyce,stevenljoyce,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1329/joyce-steven.DdipBA.jpg,
3748c4e8-0c75-488e-bbc7-b1e20fc3ec35,Stuart Nash,"Nash, Stuart",Stuart.nash@parliament.govt.nz,,stuartnash.napier,Labour Party,labour_party,area/napier,Napier,New Zealand Parliament,51,,,https://www.parliament.nz/media/1356/nash-stuart.DdiF6Q.jpg,
2386c2b9-2be8-4b2c-8cd7-89f78f867b34,Stuart Smith,"Smith, Stuart",Stuart.smith@parliament.govt.nz,stuartsmithmp,stuartsmith.national,National Party,national_party,area/kaikōura,Kaikōura,New Zealand Parliament,51,,,https://www.parliament.nz/media/1379/smith-stuart.C1kn1w.jpg,
e5ffe9a4-d0f2-4a65-8841-317b34111790,Sue Moroney,"Moroney, Sue",sue.moroney@parliament.govt.nz,suemoroney,suemoroney,Labour Party,labour_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1349/moroney-sue.DehcFA.jpg,
563d02ac-aa08-4231-ba21-46c21b6ccf4e,Te Ururoa Flavell,"Flavell, Te Ururoa",teururoa.flavell@parliament.govt.nz,TeUruroaFlavell,TeUruroa,Māori Party,māori_party,area/member_for_waiariki,Member for Waiariki,New Zealand Parliament,51,,,https://www.parliament.nz/media/1290/flavell-teururoa5.C1fwxQ.jpg,
38383824-8627-4720-8046-2c72f3fed3ae,Tim Macindoe,"Macindoe, Tim",tim.macindoe@parliament.govt.nz,timmacindoe,TimMacindoeMP,National Party,national_party,area/hamilton_west,Hamilton West,New Zealand Parliament,51,,,https://www.parliament.nz/media/1338/macindoe-tim.C1kn0Q.jpg,
3fa7f0e2-83b0-4d3f-bfa0-a820ed2a0150,Todd Barclay,"Barclay, Todd",todd.barclay@parliament.govt.nz,ToddBarclayMP,CStoddbarclay,National Party,national_party,area/clutha-southland,Clutha-Southland,New Zealand Parliament,51,,,https://www.parliament.nz/media/2062/barclay-todd.C2zMPg.jpg,
08424e5f-4d71-4411-94d5-342f034509e7,Todd McClay,"McClay, Todd",todd.mcclay@parliament.govt.nz,,Todd.McClay.MP,National Party,national_party,area/rotorua,Rotorua,New Zealand Parliament,51,,,https://www.parliament.nz/media/1346/mcclay-todd.C1kn0w.jpg,
bd332406-a1f9-4649-a7c2-40c557c005c3,Todd Muller,"Muller, Todd",Todd.muller@parliament.govt.nz,toddmullerBoP,ToddMullerMP,National Party,national_party,area/bay_of_plenty,Bay of Plenty,New Zealand Parliament,51,,,https://www.parliament.nz/media/1352/muller-todd.C24aBg.jpg,
bf8302b2-191f-4b2e-aca1-69591a167f89,Tracey Martin,"Martin, Tracey",tracey.martin@parliament.govt.nz,traceymartinmp,tracey.martinmp,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/2045/martin-tracey.Ddi2_w.jpg,
e3853e06-ab64-4bbf-9024-d44c6032f961,Trevor Mallard,"Mallard, Trevor",trevor.mallard@parliament.govt.nz,TrevorMallard,TrevorMallardMP,Labour Party,labour_party,area/hutt_south,Hutt South,New Zealand Parliament,51,,,https://www.parliament.nz/media/1347/mallard-trevor.Ddi13w.jpg,
af25a01f-ddce-4863-b900-e84caa655ca9,Tutehounuku (Nuk) Korako,"Korako, Tutehounuku (Nuk)",Nuk.Korako@parliament.govt.nz,,nukkorako.PortHills,National Party,national_party,area/list,List,New Zealand Parliament,51,,,https://www.parliament.nz/media/1336/korako-nuk.DditrA.jpg,
ee7a0074-b94d-4c21-b599-e7531a251a94,Winston Peters,"Peters, Winston",winston.peters@parliament.govt.nz,winstonpeters,winstonpeters,NZ First,nz_first,area/list,List,New Zealand Parliament,51,,2015-04-23,https://www.parliament.nz/media/1395/peters-winston.DeiI4w.jpg,
ee7a0074-b94d-4c21-b599-e7531a251a94,Winston Peters,"Peters, Winston",winston.peters@parliament.govt.nz,winstonpeters,winstonpeters,NZ First,nz_first,area/northland,Northland,New Zealand Parliament,51,2015-03-28,,https://www.parliament.nz/media/1395/peters-winston.DeiI4w.jpg,
