id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter,name__io,name__de_ch,name__an,name__be,wikipedia__an,wikipedia__be,wikipedia__enwikinews,wikipedia__eu,wikipedia__io,identifier__GND,identifier__Munzinger,family_name,identifier__sycomore,name__nds,wikipedia__ruwikinews,identifier__GTAA,wikipedia__nn,identifier__NNDB,name__rw,name__be_tarask,name__bm,name__arz,wikipedia__arz,wikipedia__be_x_old,wikipedia__bm,wikipedia__plwikiquote,wikipedia__rw,identifier__snac,identifier__senatDOTfr,identifier__AlloCine,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,name__is,name__mg,wikipedia__is,wikipedia__mg,identifier__allmovie
Q3123070,"Yamoussa Camara","Yamoussa Camara","Général Yamoussa Camara","Yamoussa Camara","Yamoussa Camara",male,politician,,,"Yamoussa Camara","Yamoussa Camara",,,,,,,,,,,,,,,,,,,,,"Yamoussa Camara","Général Yamoussa Camara",,"Général Yamoussa Camara","Général Yamoussa Camara","Général Yamoussa Camara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3126336,"Hamane Niang","Hamane Niang","Hamane Niang","Hamane Niang","Hamane Niang",male,politician,1952,,"Hamane Niang","Hamane Niang",,,,,,,,,,,,,,,,,,,,,"Hamane Niang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3126489,"Hamadoun Dicko","Hamadoun Dicko","Hammadoun Dicko","Hamadoun Dicko","Hamadoun Dicko",male,politician,1924-07-01,Hamadoun,"Hamadoun Dicko","Hamadoun Dicko",,1964-02-12,,,"Hamadoun Dicko",,,,,,,,,,,,,,,"Hamadoun Dicko","Hammadoun Dicko","Hammadoun Dicko",,"Hammadoun Dicko","Hammadoun Dicko","Hammadoun Dicko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamadoun Dicko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q313239,"Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré",male,politician,1946-02-02,,"Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré",,,,"Alpha Oumar Konaré",,,54321839,,,"0000 0001 2133 6556",n85113279,13615171t,028113330,,155922,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Konare27022007.jpg,"Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré",,"Конаре, Альфа Умар","Конаре, Альфа Умар","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré",/m/0361dn,"Alpha Oumar Konaré","Alpha Oumar Konaré","阿爾法·奧馬爾·科納雷","阿尔法·奥马尔·科纳雷",,"アルファ・ウマル・コナレ",,"Alpha Oumar Konaré",,"Alpha Oumar Konaré","Alpha Oumar Konaré",,,,,"ألفا عمر كوناري","ألفا عمر كوناري",,,"アルファ・ウマル・コナレ",,"آلفا عمر کوناری",,"Alfa Umar Konare","Алфа Умар Конаре","Алфа Умар Конаре","آلفا عمر کوناری",,"Алфа Умар Конаре",,,"阿尔法·奥马尔·科纳雷","阿爾法·奧馬爾·科納雷","阿尔法·奥马尔·科纳雷","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","Alpha Oumar Konaré","阿尔法·奥马尔·科纳雷",,"阿尔法·奥马尔·科纳雷","阿爾法·奧馬爾·科納雷","알파 우마르 코나레",,"Alpha Oumar Konaré",,"Alpha Oumar Konaré",,,,,,,,,"Alpha Oumar Konaré","Alpha Oumar Konaré",,,"Alpha Oumar Konaré","Alpha Oumar Konaré",,,,"알파 우마르 코나레",,"Alpha Oumar Konaré",,,"ალფა უმარ კონარე",,,,"Alpha Oumar Konaré",,,,,"Alpha Oumar Konaré",,"ალფა უმარ კონარე","Alpha Oumar Konaré",,,,,,,"Alpha Oumar Konaré",,,"Alpha Oumar Konaré","Alpha Oumar Konaré",,,,"Alpha Oumar Konaré","Alpha Oumar Konaré",,,,,,"Alpha Oumar Konaré",,,"Альфа Умар Канарэ",,"Альфа Умар Канарэ",,,"Alpha Oumar Konaré",130308110,00000021904,,,,,,,,"Alpha Oumar Konaré","Альфа Ўмар Канарэ","Alfa Umar Konare","الفا عمر كونارى","الفا عمر كونارى","Альфа Ўмар Канарэ","Alfa Umar Konare","Alpha Oumar Konaré","Alpha Oumar Konaré",w6j821kb,,,,,,,,,,,,,
Q313240,"Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta",male,politician,1915-06-04,Modibo,"Modibo Keïta","Modibo Keïta","Modibo Keita",1977-05-16,,,"Modibo Keïta",,,39399611,,,"0000 0001 1057 0566",no2012031462,12067015d,028937856,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Keita_stamp_1961.png,"Modibo Keïta","Modibo Keïta (1915-1977)","Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta",,"Модибо Кейта","Кейта, Модибо","Modibo Keita","Modibo Keïta","Modibo Keïta",/m/03m8qb,,"Modibo Keïta","莫迪博·凱塔","莫迪博·凯塔",,"モディボ・ケイタ",,"Modibo Keïta",,"Modibo Keita","Modibo Keïta","Modibo Keïta",,,,"موديبو كيتا","موديبو كيتا",,"Modibo Keïta","モディボ・ケイタ",,"مودیبو کیتا",,"Modibo Kejta","Модибо Кејта","Модибо Кејта","مودیبو کیتا",,"Модибо Кејта","מודיבו קייטה",,"莫迪博·凯塔","莫迪博·凱塔","莫迪博·凯塔","Modibo Keïta","Modibo Keïta","Modibo Keïta","Modibo Keïta (1915)","莫迪博·凯塔",,"莫迪博·凯塔","莫迪博·凱塔","모디보 케이타",,"Modibo Keïta",,"Modibo Keïta","Modibo Keita",,,,,,,,,"Modibo Keïta",,,"Modibo Keïta",,"מודיבו קייטה",,"Modibo Keita","모디보 케이타",,"Modibo Keïta",,,"მოდიბო კეიტა","Modibo Keïta",,,,,,,,"Modibo Keïta",,"მოდიბო კეიტა","Modibo Keïta",,,,,"Modibo Keïta",,,,,"Modibo Keïta","Modibo Keïta",,,,"Modibo Keïta","Modibo Keïta",,,,,,,,,"Мадзіба Кейта",,"Мадзіба Кейта",,,,118984578,,,4120,,,,,,,,"Modibo Keita",,,,"Modibo Keita","Modibo Keïta",,,,,,,,,,,,,,,
Q3141374,"Housseini Amion Guindo","Housseini Amion Guindo","Housseini Amion Guindo","Housseini Amion Guindo","Housseini Amion Guindo",male,politician,1970-04-21,,"Housseini Amion Guindo","Housseini Amion Guindo",,,,,"Housseini Amion Guindo",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Housseini_Amion_Guindo.JPG,"Housseini Amion Guindo","Housseini Amion Guindo","Housseini Guindo","Housseini Guindo",,,,,,,,,,,/m/0hr44p4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Housseini Amion Guindo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3162939,"Yoro Diakité","Yoro Diakité","Yoro Diakité","Yoro Diakité","Yoro Diakité",male,politician,1932-10-17,,"Yoro Diakité","Yoro Diakité",,1973-07-20,,,"Yoro Diakité",,,183782691,,,,,,,,,,,,"Yoro Diakité","Yoro Diakité",,,,,,"Yoro Diakité",,"Йоро Диаките","Диаките, Йоро",,,,,,,"約羅·迪亞基特","约罗·迪亚基特",,"ヨロ・ディアキテ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101521147X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q324108,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",male,politician,1945-01-29,Ibrahim,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,,,"Ibrahim Boubacar Keïta",,,245191338,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/37/Ibrahim_Boubacar_Keïta_par_Claude_Truong-Ngoc_décembre_2013.jpg","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,"Кейта, Ибрагим Бубакар","Кейта, Ибрагим Бубакар","Ibrahim Boubacar Keïta",,"Ibrahim Boubacar Keïta",/m/05q4ll,,"Ibrahim Boubacar Keïta",,,,"イブラヒム・ブバカール・ケイタ",,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keita","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keita",,"Ιμπραήμ Μπουμπακάρ Κεϊτά",,"إبراهيم أبو بكر كيتا","إبراهيم أبو بكر كيتا","Ιμπραΐμ Μπουμπακάρ Κεϊτά","Ibrahim Boubacar Keïta","イブラヒム・ブバカール・ケイタ",,"ابراهیم ابوبکر کیتا",,,,,"ابراهیم ابوبکر کیتا",,,,,,,"易卜拉欣·布巴卡爾·凱塔","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","易卜拉欣·布巴卡爾·凱塔",biography/Ibrahim-Boubacar-Keita,,,"이브라힘 부바카르 케이타",,"Ibrahim Boubacar Keïta",,"Ibrahim Boubacar Keïta",,,,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,,,,"Ibrahim Boubacar Keïta",,,"Ibrahim Boubacar Keïta",,,,,"이브라임 부바카르 케이타",,"Ibrahim Boubacar Keïta",,,"იბრაჰიმ ბუბაკარ კეიტა","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,"ഇബ്രാഹിം ബൗബാകാർ കെയ്റ്റ",,,"Ibrahim Boubacar Keïta",,"იბრაჰიმ ბუბაკარ კეიტა","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",,"ഇബ്രാഹിം ബൗബാകാർ കെയ്റ്റ",,"Ibrahim Boubacar Keïta",,"Ibrahim Boubacar Keïta",,"Ibrahim Boubacar Keïta",,"Ibrahim Boubacar Keïta",,,,,"Ibrahim Boubacar Keïta",,,,,,"Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta","Ібрагім Бубакар Кейта","Ibrahim Boubacar Keïta","Ібрагім Бубакар Кейта","Category:Ibrahim Boubacar Keita","Ibrahim Boubacar Keïta","Ibrahim Boubacar Keïta",173230989,00000029699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3277550,"Mahamane Haidara","Mahamane Haidara","Mahamane Alassane Haïdara","Mahamane Haidara","Mahamane Haidara",male,politician,1910-01-01,,"Mahamane Haidara","Mahamane Haidara",,1981-10-17,,,"Mahamane Haidara",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2a/Mahamane_Alassane_Haidara.jpg,"Mahamane Haidara","Mahamane Alassane Haïdara",,,,,,,,"Хайдара, Махаман Алассан","Хайдара, Махаман Алассан",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahamane Haidara","Mahamane Haidara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senateur-communaute/haidara_mahamane0113r4,,,,,,,,,,,,
Q3284819,"Mamadou Diakité","Mamadou Diakité","Mamadou Diakité","Mamadou Diakité","Mamadou Diakité (politician)",male,politician,1950,Mamadou,"Mamadou Diakité (politician)","Mamadou Diakité",,,,,,,,,,,,,,,,,,,,,"Mamadou Diakité (politique)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3284850,"Mamadou Lamine Traoré","Mamadou Lamine Traoré","Mamadou Lamine Traoré","Mamadou Lamine Traoré","Mamadou Lamine Traoré",male,politician,1947,Mamadou,"Mamadou Lamine Traoré","Mamadou Lamine Traoré",,2007,,,"Mamadou Lamine Traoré",,,121821207,,,"0000 0000 8190 2460",,162177543,147503957,,,,,,"Mamadou Lamine Traoré","Mamadou Lamine Traoré",,,,,,,"Mamadou Lamine Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traoré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3317754,"Moctar Ouane","Moctar Ouane","Moctar Ouane","Moctar Ouane","Moctar Ouane",male,politician,1955-10-11,,"Moctar Ouane","Moctar Ouane",,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Moctar_Ouane.jpg,,"Moctar Ouane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3326057,"Mountaga Tall","Mountaga Tall","Mountaga Tall","Mountaga Tall","Mountaga Tall",male,politician,1956-12-10,,"Mountaga Tall","Mountaga Tall",,,,,"Mountaga Tall",,,,,,,,,,,,,,,"Mountaga Tall","Mountaga Tall",,,,,,,,"Талль, Мунтага","Талль, Мунтага",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3326215,"Moussa Mara","Moussa Mara","Moussa Mara","Moussa Mara","Moussa Mara",male,politician,1975-03-05,Moussa,"Moussa Mara","Moussa Mara","Moussa Mara",,,,"Moussa Mara",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Moussa_Mara.jpg,"Moussa Mara","Moussa Mara",,,,,,,,"Мара, Муса","Мара, Муса","Musa Mara",,"Musa Mara",/m/0104xd2m,,"Moussa Mara",,,,"ムーサ・マラ",,,,"Moussa Mara","Moussa Mara",,,"Μουσά Μαρά",,,,"Μουσά Μαρά",,,,,,,,,,,,,,,,,"Moussa Mara","Moussa Mara",,,,,,,,,"Moussa Mara",,,,,,"Moussa Mara","Moussa Mara",,,,,,,,"Moussa Mara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.moussamara.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3339488,"Yeah Samake","Yeah Samake","Niankoro Yeah Samaké","Yeah Samake","Yeah Samake",male,politician,1969-02-27,,"Yeah Samake","Yeah Samake",,,,,"Yeah Samake",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/NiankoroYeahSamake.JPG,"Yeah Samake","Niankoro Yeah Samaké","Niankoro Yeah Samaké",,"Niankoro Yeah Samaké","Niankoro Yeah Samaké","Niankoro Yeah Samaké",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah Samake",,,,,,,,,,,,,,,,,,,,"Category:Yeah Samake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3341954,"Nina Wallet Intalou","Nina Wallet Intalou","Nina Wallet Intalou","Nina Wallet Intalou","Nina Wallet Intalou",female,politician,1963,Nina,"Nina Wallet Intalou",,,,,,,,,,,,,,,,,,,,,"Nina Wallet Intalou","Nina Wallet Intalou",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nina Wallet Intalou",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3358519,"Ousmane Sy","Ousmane Sy","Ousmane Sy","Ousmane Sy","Ousmane Sy",male,politician,1949-05-25,,"Ousmane Sy","Ousmane Sy",,,,,"Ousmane Sy",,,107624786,,,"0000 0001 1496 8635",,161894243,118973487,,,,,,"Ousmane Sy","Ousmane Sy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3461134,"Sadio Gassama","Sadio Gassama","Sadio Gassama","Sadio Gassama","Sadio Gassama",male,politician,1954,,"Sadio Gassama","Sadio Gassama",,,,,"Sadio Gassama",,,,,,,,,,,,,,,"Sadio Gassama","Sadio Gassama",,,,,,,,,,,,,/m/0j7lc7r,,,,,,"サディオ・ガサマ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sadio Gassama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3461135,"Sadio Lamine Sow","Sadio Lamine Sow","Sadio Lamine Sow","Sadio Lamine Sow","Sadio Lamine Sow",male,politician,1952-08-09,,"Sadio Lamine Sow","Sadio Lamine Sow",,,,,,,,,,,,,,,,,,,,,"Sadio Lamine Sow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3472369,"Sanoussi Touré","Sanoussi Touré","Sanoussi Touré","Sanoussi Touré","Sanoussi Touré",male,politician,,,"Sanoussi Touré","Sanoussi Touré",,,,,,,,,,,,,,,,,,,,,"Sanoussi Touré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3483307,"Sidibé Aminata Diallo","Sidibé Aminata Diallo","Sidibé Aminata Diallo","Sidibé Aminata Diallo","Sidibé Aminata Diallo",female,politician,,,"Sidibé Aminata Diallo","Sidibé Aminata Diallo",,,,,"Sidibé Aminata Diallo",,,,,,,,,,,,,,,"Sidibé Aminata Diallo","Sidibé Aminata Diallo",,,,,,,,,,,,,/m/02qtfg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sidibé Aminata Diallo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3491740,"Soumaïla Cissé","Soumaïla Cissé","Soumaïla Cissé","Soumaïla Cissé","Soumaïla Cissé",male,politician,1949-12-20,,"Soumaïla Cissé","Soumaïla Cissé",,,,,"Soumaïla Cissé",,,310521103,,,,,,,,,,,,"Soumaïla Cissé","Soumaïla Cissé","Soumaïla Cissé","Soumaïla Cissé",,,,"Soumaïla Cissé",,,,,,,/m/06p1sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"索馬伊拉·西塞",,"Soumaïla Cissé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soumaïla Cissé",,,,,"Soumaïla Cissé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3530011,"Tiéfing Konaté","Tiéfing Konaté","Tiéfing Konaté","Tiéfing Konaté","Tiéfing Konaté",male,politician,1954-09-30,,"Tiéfing Konaté","Tiéfing Konaté",,,,,,,,,,,,,,,,,,,,,"Tiéfing Konaté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Konaté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3530022,"Tiéna Coulibaly","Tiéna Coulibaly","Tiéna Coulibaly","Tiéna Coulibaly","Tiéna Coulibaly",male,politician,1952,,"Tiéna Coulibaly","Tiéna Coulibaly",,,,,,,,,,,,,,,,,,,,,"Tiéna Coulibaly","Tiéna Coulibaly",,"Tiéna Coulibaly","Tiéna Coulibaly","Tiéna Coulibaly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q372780,"Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",male,diplomat,1942-02-23,,"Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",,,,,,,,"Dioncounda Traoré","Dioncounda Traoré",,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/0/0b/Dioncounda_Traoré_2011-10-16_(2).jpg","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",,"Траоре, Дионкунда","Траоре, Дионкунда","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",/m/02z9bpp,,"Dioncounda Traoré",,,,"ディオンクンダ・トラオレ",,"Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",,"Ντιονκουντά Τραορέ",,,,"Ντιονκουντά Τραορέ","Dioncounda Traoré",,,,,,,"Дионкунда Траоре",,,"Дионкунда Траоре","דיונקונדה טראורה",,,,,"Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré",,,,,"디온쿤다 트라오레",,"Dioncounda Traoré",,"Dioncounda Traoré",,,,"Dioncounda Traoré","Dioncounda Traoré","Dioncounda Traoré","Діонкунда Траоре",,,"Dioncounda Traoré",,,"Dioncounda Traoré",,"דיונקונדה טראורה",,,"디온쿤다 트라오레",,"Dioncounda Traoré",,"Діонкунда Траоре","დიონკუნდა ტრაორე",,,,,,,,,"Dioncounda Traoré",,"დიონკუნდა ტრაორე","Dioncounda Traoré",,,,,,,,,,,,,,,,,,,,,,,"Dioncounda Traoré",,,,,,"Dioncounda Traoré",,,,"Traoré",,"Dioncounda Traoré","Категория:Дионкунда Траоре",234310,,,,,,,,,,,,,,,,,,,,,,,,,
