id,position,label,description,start_date,constituency,end_date,election,term,replaces,replaced_by,of
Q3396810,Q41582627,Member of the 51st Parliament of the United Kingdom,"",1992-04-09,Ynys Môn,1997-04-08,"United Kingdom general election, 1992",51st United Kingdom Parliament,,,
Q3396810,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Ynys Môn,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q3396810,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Ynys Môn,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q3396810,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Ynys Môn,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q3396810,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Ynys Môn,2013-06-20,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q3396810,Q5261031,Deputy First Minister for Wales,"",2007-07-11,,2011-05-13,,,"Mike German, Baron German","",
Q3396810,Q6865999,Minister for the Economy and Transport,Historic Welsh Cabinet position,2007-07-19,,2011-05-11,,,,,
Q3404581,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales East,2009-12-08,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q3404581,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2009-12-08,South Wales East,2011-03-30,,3rd Welsh Assembly,,,
Q3404581,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales East,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q3404581,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales East,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q3405033,Q35647955,Member of the 54th Parliament of the United Kingdom,"",2005-05-05,Carmarthen East and Dinefwr,2010-04-12,"United Kingdom general election, 2005",54th United Kingdom Parliament,,,
Q3405033,Q35921591,Member of the 53rd Parliament of the United Kingdom,"",2001-06-07,Carmarthen East and Dinefwr,2005-04-11,"United Kingdom general election, 2001",53rd United Kingdom Parliament,,,
Q3405033,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Carmarthen East and Dinefwr,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q3405113,Q36634044,Member of the 52nd Parliament of the United Kingdom,"",1997-05-01,Ceredigion,2000-01-10,"United Kingdom general election, 1997",52nd United Kingdom Parliament,,,
Q3405113,Q41582627,Member of the 51st Parliament of the United Kingdom,"",1992-04-09,Ceredigion,1997-04-08,"United Kingdom general election, 1992",51st United Kingdom Parliament,,,
Q3405113,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Mid and West Wales,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q3405148,Q35921591,Member of the 53rd Parliament of the United Kingdom,"",2001-06-07,Ceredigion,2005-04-11,"United Kingdom general election, 2001",53rd United Kingdom Parliament,,,
Q3405148,Q36634044,Member of the 52nd Parliament of the United Kingdom,"",2000-02-03,Ceredigion,2001-05-14,UK Parliamentary by-election,52nd United Kingdom Parliament,,,
Q3405148,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Mid and West Wales,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q3405148,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Mid and West Wales,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q3405595,Q25713775,Minister for Heritage,Welsh minister,2008-07-22,,2011,,,Rhodri Glyn Thomas,"",
Q3405595,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Caernarfon,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q3405595,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Arfon,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q3405595,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Arfon,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q46999598,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2017-12-28,North Wales,,,5th Welsh Assembly,Nathan Gill,,
Q4727085,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Delyn,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q4737493,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Mid and West Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4737493,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Blaenau Gwent,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q4737493,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Blaenau Gwent,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q4737493,Q44911832,Cabinet Secretary for Local Government and Public Services,Welsh Cabinet position,2017-11-03,,,,,,,
Q4737493,Q45347919,Minister for Welsh Language and Lifelong Learning,Junior Welsh government position,2016-05-19,,2017-11-03,,,,"Eluned Morgan, Baroness Morgan of Ely",
Q4737506,Q32947313,"Minister for Culture, Welsh Language and Sport","",2003,,2007,,,,,
Q4737506,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Clwyd West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q4737506,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Clwyd West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q4756771,Q32947092,Minister for Assembly Business,Historic Welsh cabinet position,2000-02-09,,2003-05-01,,,,,
Q4756771,Q32947134,Chief Whip,Welsh Government position,1999-05-12,,2000-02-09,,,,,
Q4756771,Q32947397,Minister for Social Justice and Public Service Delivery,Historic Welsh Cabinet position,2007-05-31,,2007-07-19,,,,,
Q4756771,Q33108626,Minister for Economic Development and Transport,Historic Welsh Cabinet position,2003-05-01,,2007-05-25,,,,,
Q4756771,Q33108890,Minister for Finance and Public Service Delivery,Historic Welsh Cabinet position,2007-07-19,,2009-12-09,,,,,
Q4756771,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Swansea West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q4756771,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Swansea West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q4756771,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Swansea West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4758350,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales Central,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4758350,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales Central,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q4758350,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales Central,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q4762396,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Carmarthen West and South Pembrokeshire,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4762396,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Carmarthen West and South Pembrokeshire,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q4762396,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Carmarthen West and South Pembrokeshire,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q4766480,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Vale of Clwyd,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q4766480,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Vale of Clwyd,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q4766480,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Vale of Clwyd,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4766480,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Vale of Clwyd,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q4766480,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Vale of Clwyd,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q4775602,Q30524710,Member of the 57th Parliament of the United Kingdom,"",2017-06-08,Eddisbury,,"United Kingdom general election, 2017",57th United Kingdom Parliament,,,
Q4775602,Q30524718,Member of the 56th Parliament of the United Kingdom,"",2015-05-08,Eddisbury,2017-05-03,"United Kingdom general election, 2015",56th United Kingdom Parliament,,,
Q4775602,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,North Wales,2015-05-08,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q47995095,Q3406079,Member of the National Assembly for Wales,member of the legislature of Wales,2018-02-07,Alyn and Deeside,,"Alyn and Deeside by-election, 2018",5th Welsh Assembly,Carl Sargeant,,
Q4897688,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4897688,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q4897688,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q4963833,Q32947310,Minister for Social Justice and Local Government,Welsh Cabinet Position,2007-07-19,,2009-12-09,,,,,
Q4963833,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Aberavon,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q4963833,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Aberavon,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q4963833,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Aberavon,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q4963833,Q6865862,Minister for Health and Social Services,in Welsh Government,"",,,,,,,
Q4963833,Q6865999,Minister for the Economy and Transport,Historic Welsh Cabinet position,"",,,,,,,
Q4963931,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Islwyn,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5004338,Q30524718,Member of the 56th Parliament of the United Kingdom,"",2015-05-08,Gower,2017-05-03,"United Kingdom general election, 2015",56th United Kingdom Parliament,,,
Q5004338,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales West,2015-05-15,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5040766,Q32947134,Chief Whip,Welsh Government position,2007-05-31,,2009-12-09,,,Jane Hutt,,
Q5040766,Q32947310,Minister for Social Justice and Local Government,Welsh Cabinet Position,2009-12-09,,2011-05-11,,,,,
Q5040766,Q32947396,Minister for Local Government and Communities,Welsh Government position,2011-05-13,,2013,,,,,
Q5040766,Q33109040,Cabinet Secretary for Communities and Children,Welsh Cabinet position,2016-05-19,,2017-11-03,,,,,
Q5040766,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Alyn and Deeside,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5040766,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Alyn and Deeside,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5040766,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Alyn and Deeside,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5040766,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Alyn and Deeside,2017-11-03,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q5040766,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2017-11-03,Alyn and Deeside,2017-11-07,,5th Welsh Assembly,,Jack Sargeant,
Q5052945,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Llanelli,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5106591,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales Central,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5110965,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Cynon Valley,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5110965,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Cynon Valley,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5110965,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Cynon Valley,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5110965,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Cynon Valley,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5111036,Q33105879,Secretary for Agriculture and the Rural Economy,Historic Welsh Cabinet position,1999-05-12,,2000-02-15,,,"",Carwyn Jones,
Q5111036,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Carmarthen West and South Pembrokeshire,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5111036,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Carmarthen West and South Pembrokeshire,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5111059,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,North Wales,2001-03-22,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5225067,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Clwyd West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5225067,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Clwyd West,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5225067,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Clwyd West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q5236695,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales West,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5236695,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales West,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5236695,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales West,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5236695,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales West,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q5237493,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,South Wales Central,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5237493,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,South Wales Central,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5237493,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,South Wales Central,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5237493,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,South Wales Central,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5237493,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales Central,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q5254977,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,2000-05-01,Mid and West Wales,2003-04-02,,1st Welsh Assembly,,,
Q5257685,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Conwy,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5346948,Q23602586,"Minister for Business, Enterprise, Technology and Science",Welsh government position,2011-05-13,,2016-05-07,,,Ieuan Wyn Jones,to be announced,
Q5346948,Q32947469,Secretary for Finance,Historic Welsh Government Cabinet position,1999-05-12,,2000-02-09,,,,,
Q5346948,Q33106302,Minister for Finance and Local Government,Historic Welsh Cabinet position,2000-02-09,,2003-05-01,,,,,
Q5346948,Q33108635,Minister for Social Justice and Regeneration,Historic Welsh Cabinet position,2003-05-01,,2007-05-25,,,,,
Q5346948,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Gower,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5346948,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Gower,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5346948,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Gower,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5346948,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Gower,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5346948,Q6865829,Minister for Finance,member of the cabinet in the Welsh Government,1999,,2003,,,,,
Q5346948,Q6865862,Minister for Health and Social Services,in Welsh Government,2007-05-04,,2011-05-11,,,Brian Gibbons,Lesley Griffiths,
Q5354231,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,2001-03-22,North Wales,2003-04-02,,1st Welsh Assembly,,,
Q5354231,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,North Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5354231,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,North Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5361084,Q30185,mayor,head of municipal government such as a town or city,1997,,1998,,,,,Aberystwyth
Q5361084,Q32947412,Minister for Rural Affairs,Welsh Cabinet position,2007-07-19,,2011-05-11,,,,,
Q5361084,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Ceredigion,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5361084,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Ceredigion,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5361084,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Ceredigion,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5361084,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Ceredigion,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5361084,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Ceredigion,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q5361084,Q708492,councillor,representative of voters to a local government,1992,,1999,,,,,Aberystwyth Town Council
Q5361084,Q7241522,Presiding Officer of the National Assembly for Wales,"",2016-05-11,,,,,Rosemary Butler,,
Q5367919,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-07-06,South Wales Central,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q544524,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,North Wales,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q544524,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,North Wales,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5522883,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Conwy,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5522883,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Aberconwy,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5548808,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Rhondda,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5660402,Q23196598,Minister for Education and Skills,Welsh cabinet minister,2016-05-19,,2017-11-03,,,Huw Lewis,,
Q5660402,Q25273109,Leader of the Welsh Liberal Democrats,Welsh party leader,2008-12-08,,2016-05-06,,,"Mike German, Baron German",Mark Williams,
Q5660402,Q33109037,Cabinet Secretary for Education,Welsh Cabinet position,2017-11-03,,,,,,,
Q5660402,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Brecon and Radnorshire,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5660402,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Brecon and Radnorshire,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5660402,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Brecon and Radnorshire,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5660402,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Brecon and Radnorshire,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q5660402,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,Brecon and Radnorshire,,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q575027,Q35494253,Member of the 55th Parliament of the United Kingdom,"",2010-05-06,Rochester and Strood,2014-09-30,"United Kingdom general election, 2010",55th United Kingdom Parliament,,,
Q575027,Q35494253,Member of the 55th Parliament of the United Kingdom,"",2014-11-20,Rochester and Strood,2015-03-30,"Rochester and Strood by-election, 2014",55th United Kingdom Parliament,,,
Q575027,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2016-05-05,South Wales East,2017-04-06,"National Assembly for Wales election, 2016",5th Welsh Assembly,,,
Q575027,Q42310659,Member of the 5th National Assembly for Wales,Member of the Welsh Assembly during the 2016-2021 term,2017-04-06,South Wales East,,,5th Welsh Assembly,,,
Q5951262,Q23196598,Minister for Education and Skills,Welsh cabinet minister,2013-06-26,,2016-05-07,,,Leighton Andrews,Kirsty Williams,
Q5951262,Q25713806,Minister for Communities and Tackling Poverty,Welsh minister,"",,,,,,,
Q5951262,Q25991475,Deputy Minister for Regeneration,Welsh deputy minister,"",,,,,,,
Q5951262,Q32947148,Deputy Minster for Children,"",2009-12-05,,2011-05-11,,,,,
Q5951262,Q42310633,Member of the 1st National Assembly for Wales,Member of the Welsh Assembly during the 1999-2003 term,1999-05-06,Merthyr Tydfil and Rhymney,2003-04-02,"National Assembly for Wales election, 1999",1st Welsh Assembly,,,
Q5951262,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Merthyr Tydfil and Rhymney,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q5951262,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Merthyr Tydfil and Rhymney,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
Q5951262,Q42310652,Member of the 4th National Assembly for Wales,Member of the Welsh Assembly during the 2011-2016 term,2011-05-05,Merthyr Tydfil and Rhymney,2016-04-06,"National Assembly for Wales election, 2011",4th Welsh Assembly,,,
Q6069080,Q42310642,Member of the 2nd National Assembly for Wales,Member of the Welsh Assembly during the 2003-2007 term,2003-05-01,Islwyn,2007-03-28,"National Assembly for Wales election, 2003",2nd Welsh Assembly,,,
Q6069080,Q42310648,Member of the 3rd National Assembly for Wales,Member of the Welsh Assembly during the 2007-2011 term,2007-05-03,Islwyn,2011-03-30,"National Assembly for Wales election, 2007",3rd Welsh Assembly,,,
