id,name,name__en,name__de,name__it,name__fr,wikipedia__en,gender,image,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__LCAuth,identifier__NUKAT,occupation,original_wikiname,name__nl,name__la,wikipedia__la,name__nb,name__da,name__nn,name__sv,name__eo,name__ja,wikipedia__eo,name__sl,name__pl,name__rw,name__af,name__es,name__hu,name__zh,wikipedia__af,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__pl,wikipedia__rw,wikipedia__sl,wikipedia__sv,identifier__GND,identifier__freebase,identifier__ISNI,name__hi,name__ru,name__zh_hant,name__zh_cn,name__tr,wikipedia__hi,wikipedia__tr,death_date,name__ar,wikipedia__commons,identifier__BNF,identifier__NTA,family_name,wikipedia__st,twitter,identifier__FAST,identifier__snac,wikipedia__ar,name__lb,name__pt,name__fi,name__sw,name__ga,name__xh,name__zu,name__id,name__de_ch,name__en_ca,name__en_gb,name__pt_br,wikipedia__fi,wikipedia__ga,wikipedia__id,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sw,wikipedia__xh,wikipedia__zu,identifier__IMDB,identifier__DBNL,identifier__Munzinger,identifier__NNDB,identifier__BIBSYS,identifier__PTBNP,name__ko,wikipedia__ko,identifier__quora,name__hr,facebook,name__ve,name__ta,name__gu,wikipedia__da,wikipedia__gu,wikipedia__ta,wikipedia__ve,wikipedia__zh,identifier__ne_se,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__jv,name__pam,name__he,name__ms,name__ml,name__tl,name__et,name__ca,name__uk,wikipedia__ca,wikipedia__et,wikipedia__he,wikipedia__jv,wikipedia__ml,wikipedia__ms,wikipedia__pam,wikipedia__tl,wikipedia__uk,wikipedia__afwikiquote,name__ss,wikipedia__ss,identifier__Britannica,wikipedia__plwikiquote,name__oc,name__az,name__fa,wikipedia__az,wikipedia__fa,identifier__SELIBR,wikipedia__enwikiquote,identifier__GTAA,name__eu,name__yo,name__bn,name__ts,name__cs,name__be_tarask,name__sco,name__hy,name__ur,wikipedia__bn,wikipedia__eu,wikipedia__ur,wikipedia__yo,identifier__NDL,identifier__BNE,wikipedia__cs,wikipedia__cswikiquote,identifier__JewishEnc,identifier__NLI,name__cy,identifier__CANTIC,name__br,name__el,name__sr,name__be,name__ie,name__lv,name__vi,name__sh,name__scn,name__ro,name__th,name__mr,name__te,name__ka,name__nds,name__kn,name__gd,name__mk,name__ty,name__pa,name__yue,name__io,name__ast,name__sk,name__bg,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__el,wikipedia__eowikinews,wikipedia__frwikinews,wikipedia__gd,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__kn,wikipedia__lv,wikipedia__mk,wikipedia__mr,wikipedia__nds,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__te,wikipedia__th,wikipedia__ty,wikipedia__vi,wikipedia__zh_yue,identifier__NKC,identifier__CSPAN,identifier__britishmuseum,identifier__nyt_topic
Q47529818,"Makhotso Magdeline Sotyu","Makhotso Magdeline Sotyu",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7461662,"Shahid Esau","Shahid Esau","Shahid Esau","Shahid Esau","Shahid Esau","Shahid Esau",male,,,Shahid,,,,,politician,"Shahid Esau","Shahid Esau",,,"Shahid Esau","Shahid Esau","Shahid Esau","Shahid Esau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58160,"Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane",female,https://upload.wikimedia.org/wikipedia/commons/0/0b/Maite_Nkoana-Mashabane_in_2010.jpg,1963-09-30,Maite,,,,,politician,"Maite Nkoana-Mashabane","Maite Nkoana-Mashabane",,,"Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane",,"マイテ・ンコアナ＝マシャバネ",,,"Maite Nkoana-Mashabane",,"Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane",,"Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane","Maite Nkoana-Mashabane",,,"Maite Nkoana-Mashabane",,,,,/m/05zr0bb,,,"Нкоана-Машабане, Маите",,,,,,,,"Category:Maite Nkoana-Mashabane",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Нкоана-Машабане, Маите",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maite Nkoana-Mashabane","Маіте Нкоана-Машабане","Maite Nkoana-Mashabane",,,,,,,,"Маіте Нкоана-Машабане",,,,,,"Maite Nkoana-Mashabane","Nkoana Maşabane","مایت انکوانا ماشابانه","Nkoana Maşabane","مایت انکوانا ماشابانه",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16765311,"Blade Nzimande","Blade Nzimande","Blade Nzimande",,"Blade Nzimande","Blade Nzimande",male,https://upload.wikimedia.org/wikipedia/commons/d/d2/Blade_Nzimande_-_Unisa_Roundtable.jpg,1958-04-14,,,,,,politician,"Blade Nzimande","Blade Nzimande",,,,,,,,,,,,,"Blade Nzimande",,,"瑟頓聯","Blade Nzimande","Blade Nzimande",,"Blade Nzimande",,,,,,,,,,,"Блейд Нзиманде","布萊德·恩齊曼德","布莱德·恩齐曼德",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Блейд Нзиманде",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529605,"Mmatlala Grace Boroto","Mmatlala Grace Boroto",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529752,"Buoang Lemias Mashile","Buoang Lemias Mashile",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529850,"Nthako Sam Matiase","Nthako Sam Matiase",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17466747,"Nosipho Ntwanambi","Nosipho Ntwanambi","Nosipho Ntwanambi",,"Nosipho Ntwanambi","Nosipho Ntwanambi",female,,1959-09-25,,,,,,politician,"Nosipho Ntwanambi","Nosipho Ntwanambi",,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/011jkvfv,,,,,,,,,2014-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nosipho Ntwanambi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529921,"Alan Ross Mcloughlin","Alan Ross Mcloughlin",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16192838,"Senzo Mchunu","Senzo Mchunu","Senzo Mchunu","Senzo Mchunu","Senzo Mchunu","Senzo Mchunu",male,,1958-04,,,,,,politician,,"Senzo Mchunu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q150276,"Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma",female,https://upload.wikimedia.org/wikipedia/commons/4/4a/Nkosazana_Dlamini-Zuma_2009.jpg,1949-01-27,,90491116,,nb2009015896,,politician,,"Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","ヌコサザナ・クラリス・ドラミニ＝ズマ","Nkosazana Dlamini-Zuma",,"Nkosazana Dlamini-Zuma",,"Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","恩科萨扎娜·德拉米尼-祖马","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma",,"Nkosazana Dlamini-Zuma",,,"Nkosazana Dlamini-Zuma",143723499,/m/04snjt,,"न्कोसाज़ना दलामिनी-ज़ुमा","Нкосазана Дламини-Зума","恩科薩扎娜·德拉米尼－祖馬","恩科萨扎娜·德拉米尼－祖马","Nkosazana Dlamini-Zuma","न्कोसाज़ना दलामिनी-ज़ुमा","Nkosazana Dlamini-Zuma",,"نكوسازانا دلاميني زوما",,,,,,DlaminiZuma,,,"نكوسازانا دلاميني زوما",,,,,,"Nkosazana Dlamini-Zuma",,"Nkosazana Dlamini-Zuma",,,,,,,"Nkosazana Dlamini-Zuma",,,"Nkosazana Dlamini-Zuma",,"Дламини-Зума, Нкосазана",,,"Nkosazana Dlamini-Zuma",,,,,,,,,,,,,,,,,,,,"恩科萨扎娜·德拉米尼-祖马",,"恩科萨扎娜·德拉米尼－祖马","恩科薩扎娜·德拉米尼－祖馬","恩科萨扎娜·德拉米尼－祖马","恩科薩扎娜·德拉米尼－祖馬","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","נקוסזנה דלמיני-זומה","Nkosazana Dlamini-Zuma","എൻകൊസോസന ഡാമിനി സുമ","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Нкосазана Дламіні-Зума","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","נקוסזנה דלמיני-זומה","Nkosazana Dlamini-Zuma","എൻകൊസോസന ഡാമിനി സുമ","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Nkosazana Dlamini-Zuma","Нкосазана Дламіні-Зума",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529856,"Tandiwe Elizabeth Kenye","Tandiwe Elizabeth Kenye",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529948,"Zolile Roger Xalisa","Zolile Roger Xalisa",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43377376,"Karen Jooste","Karen Jooste",,,,"Karen Jooste",female,,,Karen,,,,,politician,"Karen Jooste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890739,"Mantsheng Anna Tsopo","Mantsheng Anna Tsopo",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7648369,"Susan Shabangu","Susan Shabangu","Susan Shabangu","Susan Shabangu","Susan Shabangu","Susan Shabangu",female,"https://upload.wikimedia.org/wikipedia/commons/4/4c/Foreign_Minister_Bob_Carr_with_South_Africa's_Mining_Minister_Susan_Shibango,_2012._Photo-_AusAID_(10695929445).jpg",1956-02-28,Susan,,,,,politician,"Susan Shabangu","Susan Shabangu",,,"Susan Shabangu","Susan Shabangu","Susan Shabangu","Susan Shabangu",,,,,,,,,,,,"Susan Shabangu",,"Susan Shabangu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1412305,"Fikile Mbalula","Fikile Mbalula","Fikile Mbalula","Fikile Mbalula","Fikile Mbalula","Fikile Mbalula",male,,1971-04-08,,,,,,politician,"Fikile Mbalula","Fikile Mbalula",,,,,,,,,,,,,"Fikile Mbalula",,,,"Fikile Mbalula","Fikile Mbalula",,"Fikile Mbalula",,,,,,,,/m/04gqr_n,,,,,,,,,,,,,,,,MbalulaFikile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3361545,"Pallo Jordan","Pallo Jordan","Pallo Jordan","Pallo Jordan","Pallo Jordan","Pallo Jordan",male,https://upload.wikimedia.org/wikipedia/commons/d/d2/Pallo_Jordan.jpg,1942-05-22,,38115732,165894784,no92017586,,politician,"Pallo Jordan","Pallo Jordan",,,"Pallo Jordan","Pallo Jordan","Pallo Jordan","Pallo Jordan",,,,,,,"Pallo Jordan","Pallo Jordan","Pallo Jordan",,"Pallo Jordan","Pallo Jordan",,"Pallo Jordan",,,,,,,133747816,,,,,,,,,,,,,,,,,,1506509,w63p86r1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47536797,"Ellen Nnana Ntsitse Molekane","Ellen Nnana Ntsitse Molekane",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5388710,"Erik Marais","Erik Marais","Erik Marais",,"Erik Marais","Erik Marais",male,,,Erik,,,,,politician,"Erik Marais","Erik Marais",,,"Erik Marais","Erik Marais","Erik Marais","Erik Marais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28861539,"Derrick America","Derrick America",,,,"Derrick America",male,,,,,,,,politician,"Derrick America","Derrick America",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529887,"Enock Muzi Mthethwa","Enock Muzi Mthethwa",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890706,"Asanda Matshobeni","Asanda Matshobeni",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529650,"Ndumiso Capa","Ndumiso Capa",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47536776,"Mathews Wolmarans","Mathews Wolmarans",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529654,"Maesela David Kekana","Maesela David Kekana",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529620,"Daphne Zukiswa Rantho","Daphne Zukiswa Rantho",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16746664,"Mondli Gungubele","Mondli Gungubele","Mondli Gungubele",,"Mondli Gungubele",,,,,,,,,,politician,,"Mondli Gungubele",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1686353,"Jeff Radebe","Jeff Radebe","Jeff Radebe","Jeff Radebe","Jeff Radebe","Jeff Radebe",male,https://upload.wikimedia.org/wikipedia/commons/3/39/Former_Pres._Bill_Clinton_Speaks_With_South_African_Minister_of_Justice_Radebe.jpg,1953-02-18,Jeff,169182885,,,,politician,"Jeff Radebe","Jeff Radebe",,,"Jeff Radebe","Jeff Radebe","Jeff Radebe","Jeff Radebe",,,,,,,,"Jeff Radebe","Jeff Radebe","傑夫·拉德貝",,"Jeff Radebe",,"Jeff Radebe",,,,,,,,/m/02pqdxc,,,,,,,,,,,"Category:Jeff Radebe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm2990591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16765235,"Gugile Nkwinti","Gugile Nkwinti","Gugile Nkwinti",,"Gugile Nkwinti","Gugile Nkwinti",male,,1948-12-18,,,,,,politician,"Gugile Nkwinti","Gugile Nkwinti",,,"Gugile Nkwinti","Gugile Nkwinti","Gugile Nkwinti","Gugile Nkwinti",,,,,,,"Gugile Nkwinti",,,,"Gugile Nkwinti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529656,"Moses Siphosezwe Amos Masango","Moses Siphosezwe Amos Masango",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7023365,"Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene",male,,1958-12-05,,,,,,politician,"Nhlanhla Nene","Nhlanhla Nene",,,"Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene","Nhlanhla Nene",,,,,,,"Nhlanhla Nene",,,,,"Nhlanhla Nene",,"Nhlanhla Nene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"은란라 네네","은란라 네네",Nhlanhla-Nene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47529803,"Bongani Michael Mkongi","Bongani Michael Mkongi",,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7635249,"Suhla Masango","Suhla Masango","Suhla Masango","Suhla Masango","Suhla Masango","Suhla Masango",male,,,,,,,,politician,,"Suhla Masango",,,"Suhla Masango","Suhla Masango","Suhla Masango","Suhla Masango",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
