id,name__de,name__fr,name__en,name__nl,name__es,name__ca,name__oc,name__nb,name__da,name__nn,name__sv,name__it,name__rm,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,image,gender,birth_date,given_name,identifier__parlamentDOTch,original_wikiname,identifier__VIAF,identifier__GND,identifier__HDS,name__la,wikipedia__la,name__en_ca,name__en_gb,wikipedia__it,wikipedia__frwikiquote,identifier__LCAuth,name__lmo,wikipedia__lmo,wikipedia__rm,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gsw,name__pl,name__he,name__yo,name__ms,name__gl,name__et,name__id,name__ja,name__el,name__sh,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__cs,name__ka,name__be,name__sr,name__zh,name__uk,name__is,name__lb,name__sk,name__tl,name__ko,name__sco,name__ar,wikipedia__als,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__freebase,family_name,name__cy,death_date,identifier__SUDOC,website,identifier__ISNI,identifier__CERL,name__vi,wikipedia__simple,wikipedia__vi,identifier__BNF,identifier__Munzinger,name__de_ch,identifier__NTA,name__af,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__ie,name__io,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__sc,name__scn,name__sl,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,wikipedia__cswikiquote,identifier__PACE,name__vmf,wikipedia__plwikiquote,name__kk,name__fa,wikipedia__be,wikipedia__fa,wikipedia__kk,wikipedia__br,linkedin,wikipedia__hr,identifier__FAST,name__bs,name__ceb,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__lt,name__lv,name__mt,name__sq,wikipedia__hu,wikipedia__dewikiquote,identifier__IMDB,identifier__rotten_tomatoes,identifier__AlloCine,identifier__kinopoisk,name__bg,wikipedia__bg,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__euwikiquote,wikipedia__scn,identifier__NDL,identifier__BNE,identifier__CANTIC,identifier__ADS,name__hy,wikipedia__hy,wikipedia__ruwikinews,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,wikipedia__ie,identifier__NKC,identifier__PTBNP,twitter,identifier__MusicBrainz,pseudonym,identifier__SELIBR,identifier__discogs,identifier__filmportal_de,wikipedia__frp,wikipedia__lt,wikipedia__nds,identifier__CTHS,name__nan,wikipedia__zh_min_nan,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__Britannica,wikipedia__sq,identifier__DBNL,wikipedia__is,identifier__senate_nl,identifier__allmovie,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__OLID,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn
Q118341,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,,,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,Jürg Stahl,,Jürg Stahl,https://upload.wikimedia.org/wikipedia/commons/8/88/Jürg_Stahl_(2007).jpg,male,1968-01-16,Jürg,514,Jürg Stahl,,,,Georgius Stahl,Georgius Stahl,,,,Jürg Stahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jürg Stahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118343,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,,,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,Raphaël Comte,https://upload.wikimedia.org/wikipedia/commons/7/7b/Raphael_Comte_(2010).jpg,male,1979-09-29,Raphaël,4026,Raphaël Comte,,,,Raphael Comte,Raphael Comte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,拉斐爾·孔德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118347,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,Fabio Abate,,Fabio Abate,"https://upload.wikimedia.org/wikipedia/commons/9/9c/Fabio_Abate_(Nationalrat,_2008).jpg",male,1966-01-04,Fabio,801,Fabio Abate,,,,Fabius Abate,Fabius Abate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118349,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,,,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,Alex Kuprecht,,Alex Kuprecht,https://upload.wikimedia.org/wikipedia/commons/f/f8/Alex_Kuprecht_002.jpg,male,1957-12-22,Alexander,1162,Alex Kuprecht,,,,Alexander Kuprecht,Alexander Kuprecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.alex-kuprecht.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118352,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,,,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,Josiane Aubert,,Josiane Aubert,"https://upload.wikimedia.org/wikipedia/commons/a/a1/Josiane_Aubert_(Nationalrat,_2008).jpg",female,1949-04-07,Josiane,3833,Josiane Aubert,305960132,,,Josiane Aubert,Josiane Aubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118354,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,,,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,Rolf Schweiger,,Rolf Schweiger,https://upload.wikimedia.org/wikipedia/commons/7/75/Rolf_Schweiger_(2007).jpg,male,1945-01-09,Rolf,425,Rolf Schweiger,,,,Rudolphus Schweiger,Rudolphus Schweiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rolf-schweiger.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118359,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,,,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,Bastien Girod,,Bastien Girod,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bastien_Girod_2011.jpg,male,1980-12-21,Bastien,3882,Bastien Girod,157880294,142413356,,Bastien Girod,Bastien Girod,,,,,n2011032530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1931 418X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118362,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,,,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,Otto Ineichen,,Otto Ineichen,https://upload.wikimedia.org/wikipedia/commons/d/d1/Otto_Ineichen_(2007).jpg,male,1941-06-08,Otto,1118,Otto Ineichen,733649,,,Otto Ineichen,Otto Ineichen,,,,,n2006088069,,,,,,,,,,,,,,,Otto Ineichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-06,084631244,,0000 0000 7256 5896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118371,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,,,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,Theo Maissen,,Theo Maissen,https://upload.wikimedia.org/wikipedia/commons/9/9e/Theo_Maissen_(2007).jpg,male,1944-09-02,Theo,275,Theo Maissen,,,,Theodorus Maissen,Theodorus Maissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118380,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,,Therese Frösch,https://upload.wikimedia.org/wikipedia/commons/4/48/Therese_Frösch.jpg,female,1951-06-22,Therese,1155,Therese Frösch,305970824,,,Theresia Frösch,Theresia Frösch,Therese Frösch,Therese Frösch,,,,,,,,,,,,,Therese Frösch,Therese Frösch,,,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,,,,Therese Frösch,Therese Frösch,,Therese Frösch,,,Therese Frösch,Therese Frösch,Therese Frösch,,,,,,Therese Frösch,Therese Frösch,Therese Frösch,,,Therese Frösch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therese Frösch,,,,,,Therese Frösch,,,,,Therese Frösch,,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,Therese Frösch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118384,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,,,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,Hansheiri Inderkum,https://upload.wikimedia.org/wikipedia/commons/c/cc/Hansheiri_Inderkum_(2007).jpg,male,1947-06-09,Hansheiri,372,Hansheiri Inderkum,306255542,,,Hansheiri Inderkum,Hansheiri Inderkum,,Hansheiri Inderkum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0cgksp0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118387,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,,,,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,Jean-René Fournier,,Jean-René Fournier,Jean-René Fournier,,Jean-René Fournier,https://upload.wikimedia.org/wikipedia/commons/3/34/Jean-Rene_Fournier.jpg,male,1957-12-18,Jean-René,3915,Jean-René Fournier,,,,Ioannes Renatus Fournier,Ioannes Renatus Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118390,René Imoberdorf,René Imoberdorf,René Imoberdorf,René Imoberdorf,,,,René Imoberdorf,René Imoberdorf,René Imoberdorf,René Imoberdorf,René Imoberdorf,René Imoberdorf,,René Imoberdorf,René Imoberdorf,,René Imoberdorf,https://upload.wikimedia.org/wikipedia/commons/4/4c/René_Imoberdorf.jpg,male,1950-04-24,René,3917,René Imoberdorf,,,,Renatus Imoberdorf,Renatus Imoberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118421,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,Martine Brunschwig Graf,https://upload.wikimedia.org/wikipedia/commons/a/ad/Martine_Brunschwig-Graf.jpg,female,1950-03-16,Martine,1144,Martine Brunschwig Graf,36331454,,,,,,,,,n2005085514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Martine Brunschwig Graf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/065y3lv,,,,073375667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118471,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,Hansjörg Walter,https://upload.wikimedia.org/wikipedia/commons/6/66/Hansjörg_Walter_(2007).jpg,male,1951-02-05,Hansjörg,519,Hansjörg Walter,,,,,,,,,Hansjörg Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0523dvp,,,,,http://www.hansjoerg-walter.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118484,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,Daniel Brélaz,"https://upload.wikimedia.org/wikipedia/commons/e/e7/Daniel_Brélaz_(Nationalrat,_2007).jpg",male,1950-01-04,Daniel,724,Daniel Brélaz,197984006,,,Daniel Brélaz,Daniel Brélaz,,,,,,,,,,,,,,,,Daniel Brélaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Daniel Brélaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113995512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Brélaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,
Q118489,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,,,,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,Jean Christophe Schwaab,,Jean Christophe Schwaab,Jean Christophe Schwaab,,Jean Christophe Schwaab,https://upload.wikimedia.org/wikipedia/commons/4/4a/Jean_Christophe_Schwaab.jpg,male,1979-08-23,Jean,4115,Jean Christophe Schwaab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118493,Thomas de Courten,Thomas de Courten,Thomas de Courten,Thomas de Courten,,,,,,,,Thomas de Courten,Thomas de Courten,,Thomas de Courten,Thomas de Courten,,Thomas de Courten,https://upload.wikimedia.org/wikipedia/commons/4/44/Thomas_de_Courten.jpg,male,1966-07-29,Thomas,4051,Thomas de Courten,309905625,,,,,,,,Thomas de Courten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://decourten.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/thomas-de-courten-99b96256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118497,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,,,,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,Adèle Thorens Goumaz,https://upload.wikimedia.org/wikipedia/commons/7/79/Adèle_Thorens-Goumaz.jpg,female,1971-12-15,Adèle,3907,Adèle Thorens Goumaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿黛拉·多昂·古梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118502,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,,,,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,Roland Rino Büchel,,Roland Rino Büchel,Roland Rino Büchel,,Roland Rino Büchel,"https://upload.wikimedia.org/wikipedia/commons/d/da/Roland_Rino_Büchel,_2010.jpg",male,1965-10-08,Roland,4025,Roland Rino Büchel,,,,,,,,,Roland Rino Büchel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rolandbuechel.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118516,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,Sylvie Perrinjaquet,,Sylvie Perrinjaquet,Sylvie Perrinjaquet,,Sylvie Perrinjaquet,https://upload.wikimedia.org/wikipedia/commons/a/a7/Sylvie_perrinjaquet.jpg,female,1955-08-24,Sylvie,3900,Sylvie Perrinjaquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118524,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,,,,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,Kathrin Bertschy,,Kathrin Bertschy,Kathrin Bertschy,,Kathrin Bertschy,https://upload.wikimedia.org/wikipedia/commons/c/c7/Kathrin_Bertschy_2012.jpg,female,1979-07-02,Kathrin,4102,Kathrin Bertschy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q118535,Christa Markwalder,Christa Markwalder,Christa Markwalder,Christa Markwalder,,,,Christa Markwalder,Christa Markwalder,Christa Markwalder,Christa Markwalder,Christa Markwalder,Christa Markwalder,,Christa Markwalder,Christa Markwalder,Christa Markwalder,Christa Markwalder,https://upload.wikimedia.org/wikipedia/commons/5/5c/Christa_Markwalder.jpg,female,1975-07-27,Christa,1139,Christa Markwalder,,,,,,,,Christa Markwalder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christa Markwalder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.christa-markwalder.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/122s8mb0,politician,,,,,,,
Q118541,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,Hansjörg Knecht,,Hansjörg Knecht,Hansjörg Knecht,,Hansjörg Knecht,https://upload.wikimedia.org/wikipedia/commons/4/47/Hansjörg_Knecht.jpg,male,1960-03-24,Hansjörg,4114,Hansjörg Knecht,,,,,,,,,Hansjörg Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.hansjoerg-knecht.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
