id,identifier__parlamentdotch,name,sort_name,given_name,family_name,birth_date,gender,area,area_id,council,council_id,party,party_id,faction,faction_id,term,source,start_date,end_date
313,313,"John Dupraz","Dupraz, John",John,Dupraz,1945-07-08,male,Genf,GE,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=313,2003-12-04,
316,316,"Christine Egerszegi-Obrist","Egerszegi-Obrist, Christine",Christine,Egerszegi-Obrist,1948-05-29,female,Aargau,AG,NR*,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=316,2006-12-04,
318,318,"Edi Engelberger","Engelberger, Edi",Edi,Engelberger,1940-01-26,male,Nidwalden,NW,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=318,2003-12-04,
319,319,"Hans Fehr","Fehr, Hans",Hans,Fehr,1947-01-14,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=319,,
321,321,"Peter Föhn","Föhn, Peter",Peter,"Föhn",1952-12-11,male,Schwyz,SZ,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=321,,
324,324,"Jost Gross","Gross, Jost",Jost,Gross,1946-03-01,male,Thurgau,TG,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=324,,2005-05-06
325,325,"Yves Guisan","Guisan, Yves",Yves,Guisan,1941-07-22,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=325,2003-12-04,
326,326,"Paul Günter","Günter, Paul",Paul,"Günter",1943-05-30,male,Bern,BE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=326,,
328,328,"Remo Gysin","Gysin, Remo",Remo,Gysin,1945-02-04,male,Basel-Stadt,BS,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=328,,
330,330,"Norbert Hochreutener","Hochreutener, Norbert",Norbert,Hochreutener,1946-06-10,male,Bern,BE,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=330,,
331,331,"Vreni Hubmann","Hubmann, Vreni",Vreni,Hubmann,1944-05-15,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=331,,
334,334,"Erwin Jutzet","Jutzet, Erwin",Erwin,Jutzet,1951-05-07,male,Freiburg,FR,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=334,,2007-02-28
336,336,"Josef Kunz","Kunz, Josef",Josef,Kunz,1945-06-01,male,Luzern,LU,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=336,,
341,341,"Liliane Maury Pasquier","Maury Pasquier, Liliane",Liliane,"Maury Pasquier",1956-12-16,female,Genf,GE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=341,,
343,343,"Vreni Müller-Hemmi","Müller-Hemmi, Vreni",Vreni,"Müller-Hemmi",1951-03-29,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=343,,
344,344,"Fritz Abraham Oehrli","Oehrli, Fritz Abraham","Fritz Abraham",Oehrli,1941-07-10,male,Bern,BE,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=344,,
345,345,"Fulvio Pelli","Pelli, Fulvio",Fulvio,Pelli,1951-01-26,male,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=345,2005-03-15,
346,346,"Johannes Randegger","Randegger, Johannes",Johannes,Randegger,1941-03-22,male,Basel-Stadt,BS,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=346,2003-12-04,2006-12-08
348,348,"Rudolf Rechsteiner","Rechsteiner, Rudolf",Rudolf,Rechsteiner,1958-10-27,male,Basel-Stadt,BS,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=348,,
349,349,"Jean-Claude Rennwald","Rennwald, Jean-Claude",Jean-Claude,Rennwald,1953-04-27,male,Jura,JU,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=349,,
350,350,"Maria Bernasconi","Bernasconi, Maria",Maria,Bernasconi,1955-09-14,female,Genf,GE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=350,,
352,352,"Ulrich Schlüer","Schlüer, Ulrich",Ulrich,"Schlüer",1944-10-17,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=352,,
356,356,"Christian Speck","Speck, Christian",Christian,Speck,1937-12-22,male,Aargau,AG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=356,,2005-05-05
358,358,"Doris Stump","Stump, Doris",Doris,Stump,1950-02-06,female,Aargau,AG,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=358,,
359,359,"Franziska Teuscher","Teuscher, Franziska",Franziska,Teuscher,1958-03-07,female,Bern,BE,NR,1,GB,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=359,,
360,360,"Anita Thanei","Thanei, Anita",Anita,Thanei,1954-12-31,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=360,,
361,361,"Georges Theiler","Theiler, Georges",Georges,Theiler,1949-05-20,male,Luzern,LU,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=361,2003-12-04,
363,363,"Ruth-Gaby Vermot-Mangold","Vermot-Mangold, Ruth-Gaby",Ruth-Gaby,Vermot-Mangold,1941-03-11,female,Bern,BE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=363,,
366,366,"Peter Weigelt","Weigelt, Peter",Peter,Weigelt,1956-02-19,male,"St. Gallen",SG,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=366,2003-12-04,2006-09-15
368,368,"Rosmarie Zapfl","Zapfl, Rosmarie",Rosmarie,Zapfl,1939-06-16,female,"Zürich",ZH,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=368,,2006-12-14
390,390,"Hans Widmer","Widmer, Hans",Hans,Widmer,1941-09-09,male,Luzern,LU,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=390,,
395,395,"Hildegard Fässler-Osterwalder","Fässler-Osterwalder, Hildegard",Hildegard,"Fässler-Osterwalder",1951-06-22,female,"St. Gallen",SG,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=395,2006-06-24,
396,396,"Christian Waber","Waber, Christian",Christian,Waber,1948-05-07,male,Bern,BE,NR,1,EDU,0,E,102,47,https://www.parlament.ch/en/biografie?CouncillorId=396,2006-03-28,
404,404,"Caspar Baader","Baader, Caspar",Caspar,Baader,1953-10-01,male,Basel-Landschaft,BL,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=404,,
405,405,"Jacqueline Fehr","Fehr, Jacqueline",Jacqueline,Fehr,1963-06-01,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=405,,
407,407,"Ruth Genner","Genner, Ruth",Ruth,Genner,1956-01-13,female,"Zürich",ZH,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=407,,
419,419,"Serge Beck","Beck, Serge",Serge,Beck,1955-05-20,male,Waadt,VD,NR,1,LDP,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=419,2003-12-04,
435,435,"Thérèse Meyer-Kaelin","Meyer-Kaelin, Thérèse","Thérèse",Meyer-Kaelin,1948-05-17,female,Freiburg,FR,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=435,2005-11-28,
449,449,"Ruedi Aeschbacher","Aeschbacher, Ruedi",Ruedi,Aeschbacher,1941-09-15,male,"Zürich",ZH,NR,1,EVP,0,E,102,47,https://www.parlament.ch/en/biografie?CouncillorId=449,,
450,450,"Elvira Bader","Bader, Elvira",Elvira,Bader,1955-03-04,female,Solothurn,SO,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=450,,
452,452,"Elmar Bigger","Bigger, Elmar",Elmar,Bigger,1949-10-05,male,"St. Gallen",SG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=452,,
453,453,"André Bugnon","Bugnon, André","André",Bugnon,1947-09-13,male,Waadt,VD,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=453,,
454,454,"Liliane Chappuis","Chappuis, Liliane",Liliane,Chappuis,1955-06-27,female,Freiburg,FR,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=454,2007-03-05,2007-06-25
455,455,"Maurice Chevrier","Chevrier, Maurice",Maurice,Chevrier,1961-03-28,male,Wallis,VS,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=455,,
456,456,"Jean-Michel Cina","Cina, Jean-Michel",Jean-Michel,Cina,1963-07-02,male,Wallis,VS,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=456,2005-05-20,2005-05-25
457,457,"Fernand Cuche","Cuche, Fernand",Fernand,Cuche,1946-07-26,male,Neuenburg,NE,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=457,,2005-05-25
459,459,"Marlyse Dormond Béguelin","Dormond Béguelin, Marlyse",Marlyse,"Dormond Béguelin",1949-10-31,female,Waadt,VD,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=459,,
460,460,"Jean Henri Dunant","Dunant, Jean Henri","Jean Henri",Dunant,1934-11-12,male,Basel-Stadt,BS,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=460,,
462,462,"Jean Fattebert","Fattebert, Jean",Jean,Fattebert,1942-02-07,male,Waadt,VD,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=462,,
463,463,"Charles Favre","Favre, Charles",Charles,Favre,1957-08-18,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=463,2003-12-04,
464,464,"Hans-Jürg Fehr","Fehr, Hans-Jürg","Hans-Jürg",Fehr,1948-08-07,male,Schaffhausen,SH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=464,,
465,465,"Mario Fehr","Fehr, Mario",Mario,Fehr,1958-09-13,male,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=465,,
469,469,"Jean-Paul Glasson","Glasson, Jean-Paul",Jean-Paul,Glasson,1949-05-12,male,Freiburg,FR,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=469,2003-12-04,
470,470,"Walter Glur","Glur, Walter",Walter,Glur,1943-04-11,male,Aargau,AG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=470,,
471,471,"Felix Gutzwiller","Gutzwiller, Felix",Felix,Gutzwiller,1948-02-22,male,"Zürich",ZH,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=471,2005-03-15,
472,472,"Ursula Haller Vannini","Haller Vannini, Ursula",Ursula,"Haller Vannini",1948-11-04,female,Bern,BE,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=472,,
473,473,"Hansjörg Hassler","Hassler, Hansjörg","Hansjörg",Hassler,1953-09-23,male,"Graubünden",GR,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=473,,
474,474,"Bernhard Hess","Hess, Bernhard",Bernhard,Hess,1966-04-05,male,Bern,BE,NR,1,SD,0,-,99,47,https://www.parlament.ch/en/biografie?CouncillorId=474,,
476,476,"Urs Hofmann","Hofmann, Urs",Urs,Hofmann,1956-11-27,male,Aargau,AG,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=476,,
477,477,"Claude Janiak","Janiak, Claude",Claude,Janiak,1948-10-30,male,Basel-Landschaft,BL,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=477,2006-12-04,
478,478,"Rudolf Joder","Joder, Rudolf",Rudolf,Joder,1950-06-10,male,Bern,BE,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=478,,
479,479,"Hans Kaufmann","Kaufmann, Hans",Hans,Kaufmann,1948-06-13,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=479,,
480,480,"Robert Keller","Keller, Robert",Robert,Keller,1938-11-09,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=480,,
484,484,"Otto Laubacher","Laubacher, Otto",Otto,Laubacher,1943-12-31,male,Luzern,LU,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=484,,
487,487,"Susanne Leutenegger Oberholzer","Leutenegger Oberholzer, Susanne",Susanne,"Leutenegger Oberholzer",1948-03-06,female,Basel-Landschaft,BL,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=487,,
488,488,"Doris Leuthard","Leuthard, Doris",Doris,Leuthard,1963-04-10,female,Aargau,AG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=488,,2006-06-13
489,489,"Arthur Loepfe","Loepfe, Arthur",Arthur,Loepfe,1942-12-25,male,"Appenzell I.-Rh.",AI,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=489,,
490,490,"Ruedi Lustenberger","Lustenberger, Ruedi",Ruedi,Lustenberger,1950-04-02,male,Luzern,LU,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=490,,
491,491,"Pierre-Yves Maillard","Maillard, Pierre-Yves",Pierre-Yves,Maillard,1968-03-16,male,Waadt,VD,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=491,,2004-11-29
493,493,"Hans Ulrich Mathys","Mathys, Hans Ulrich","Hans Ulrich",Mathys,1946-06-03,male,Aargau,AG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=493,,
494,494,"Lucrezia Meier-Schatz","Meier-Schatz, Lucrezia",Lucrezia,Meier-Schatz,1952-01-04,female,"St. Gallen",SG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=494,,
495,495,"Anne-Catherine Menétrey-Savary","Menétrey-Savary, Anne-Catherine",Anne-Catherine,"Menétrey-Savary",1938-01-29,female,Waadt,VD,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=495,2005-11-19,
496,496,"Werner Messmer","Messmer, Werner",Werner,Messmer,1945-10-25,male,Thurgau,TG,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=496,2003-12-04,
499,499,"Fabio Pedrina","Pedrina, Fabio",Fabio,Pedrina,1954-11-27,male,Tessin,TI,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=499,,
500,500,"Theophil Pfister","Pfister, Theophil",Theophil,Pfister,1942-07-16,male,"St. Gallen",SG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=500,,
502,502,"Kathy Riklin","Riklin, Kathy",Kathy,Riklin,1952-10-21,female,"Zürich",ZH,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=502,,
503,503,"Meinrado Robbiani","Robbiani, Meinrado",Meinrado,Robbiani,1951-03-20,male,Tessin,TI,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=503,,
504,504,"Stéphane Rossini","Rossini, Stéphane","Stéphane",Rossini,1963-08-09,male,Wallis,VS,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=504,,
505,505,"Claude Ruey","Ruey, Claude",Claude,Ruey,1949-11-29,male,Waadt,VD,NR,1,LDP,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=505,2003-12-04,
506,506,"Marcel Scherer","Scherer, Marcel",Marcel,Scherer,1952-01-29,male,Zug,ZG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=506,,
508,508,"Johann N. Schneider-Ammann","Schneider-Ammann, Johann N.","Johann N.",Schneider-Ammann,1952-02-18,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=508,2003-12-04,
510,510,"Ulrich Siegrist","Siegrist, Ulrich",Ulrich,Siegrist,1945-06-04,male,Aargau,AG,NR,1,SVP,0,-,99,47,https://www.parlament.ch/en/biografie?CouncillorId=510,2006-05-12,
511,511,"Chiara Simoneschi-Cortesi","Simoneschi-Cortesi, Chiara",Chiara,Simoneschi-Cortesi,1946-04-21,female,Tessin,TI,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=511,,
513,513,"Peter Spuhler","Spuhler, Peter",Peter,Spuhler,1959-01-09,male,Thurgau,TG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=513,,
514,514,"Jürg Stahl","Stahl, Jürg","Jürg",Stahl,1968-01-16,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=514,,
515,515,"Heiner Studer","Studer, Heiner",Heiner,Studer,1949-05-16,male,Aargau,AG,NR,1,EVP,0,E,102,47,https://www.parlament.ch/en/biografie?CouncillorId=515,2006-03-28,
516,516,"Pierre Triponez","Triponez, Pierre",Pierre,Triponez,1943-08-07,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=516,2003-12-04,
518,518,"René Vaudroz","Vaudroz, René","René",Vaudroz,1947-07-21,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=518,2003-12-04,
519,519,"Hansjörg Walter","Walter, Hansjörg","Hansjörg",Walter,1951-02-05,male,Thurgau,TG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=519,,
520,520,"Hansruedi Wandfluh","Wandfluh, Hansruedi",Hansruedi,Wandfluh,1952-01-16,male,Bern,BE,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=520,,
521,521,"Kurt Wasserfallen","Wasserfallen, Kurt",Kurt,Wasserfallen,1947-04-27,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=521,2003-12-04,2006-12-02
522,522,"Ursula Wyss","Wyss, Ursula",Ursula,Wyss,1973-02-08,female,Bern,BE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=522,2006-06-24,
524,524,"Valérie Garbani","Garbani, Valérie","Valérie",Garbani,1966-09-19,female,Neuenburg,NE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=524,,
526,526,"Bruno Zuppiger","Zuppiger, Bruno",Bruno,Zuppiger,1952-02-24,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=526,,
542,542,"Christoph Mörgeli","Mörgeli, Christoph",Christoph,"Mörgeli",1960-07-16,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=542,,
543,543,"Felix Walker","Walker, Felix",Felix,Walker,1935-03-06,male,"St. Gallen",SG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=543,,2006-12-03
551,551,"Barbara Marty Kälin","Marty Kälin, Barbara",Barbara,"Marty Kälin",1954-03-28,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=551,,
797,797,"Walter Donzé","Donzé, Walter",Walter,"Donzé",1946-05-05,male,Bern,BE,NR,1,EVP,0,E,102,47,https://www.parlament.ch/en/biografie?CouncillorId=797,,
801,801,"Fabio Abate","Abate, Fabio",Fabio,Abate,1966-01-04,male,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=801,2003-12-04,
806,806,"Maya Graf","Graf, Maya",Maya,Graf,1962-02-28,female,Basel-Landschaft,BL,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=806,,
817,817,"Adriano Imfeld","Imfeld, Adriano",Adriano,Imfeld,1954-12-04,male,Obwalden,OW,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=817,,
820,820,"Ernst Schibli","Schibli, Ernst",Ernst,Schibli,1952-08-16,male,"Zürich",ZH,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=820,,
823,823,"Pascale Bruderer Wyss","Bruderer Wyss, Pascale",Pascale,"Bruderer Wyss",1977-07-28,female,Aargau,AG,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=823,,
824,824,"Pierre Salvi","Salvi, Pierre",Pierre,Salvi,1957-08-07,male,Waadt,VD,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=824,,2007-05-29
1059,1059,"Franz Brun","Brun, Franz",Franz,Brun,1943-06-18,male,Luzern,LU,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1059,,
1065,1065,"Ueli Leuenberger","Leuenberger, Ueli",Ueli,Leuenberger,1952-03-26,male,Genf,GE,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=1065,,
1071,1071,"Ruth Humbel","Humbel, Ruth",Ruth,Humbel,1957-07-23,female,Aargau,AG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1071,,
1103,1103,"Gabi Huber","Huber, Gabi",Gabi,Huber,1956-02-29,female,Uri,UR,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1103,2003-12-04,
1104,1104,"Jakob Büchler","Büchler, Jakob",Jakob,"Büchler",1952-05-29,male,"St. Gallen",SG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1104,,
1105,1105,"Attilio Bignasca","Bignasca, Attilio",Attilio,Bignasca,1943-11-01,male,Tessin,TI,NR,1,Lega,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1105,,
1106,1106,"Brigitte Häberli-Koller","Häberli-Koller, Brigitte",Brigitte,"Häberli-Koller",1958-08-23,female,Thurgau,TG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1106,2005-05-20,
1108,1108,"Guy Parmelin","Parmelin, Guy",Guy,Parmelin,1959-11-09,male,Waadt,VD,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1108,,
1109,1109,"Gerhard Pfister","Pfister, Gerhard",Gerhard,Pfister,1962-10-01,male,Zug,ZG,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1109,,
1110,1110,"Daniel Vischer","Vischer, Daniel",Daniel,Vischer,1950-01-16,male,"Zürich",ZH,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=1110,,
1111,1111,"Felix Müri","Müri, Felix",Felix,"Müri",1958-01-22,male,Luzern,LU,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1111,,
1112,1112,"Geri Müller","Müller, Geri",Geri,"Müller",1960-10-27,male,Aargau,AG,NR,1,GPS,0,G,6,47,https://www.parlament.ch/en/biografie?CouncillorId=1112,,
1113,1113,"Filippo Leutenegger","Leutenegger, Filippo",Filippo,Leutenegger,1952-11-25,male,"Zürich",ZH,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1113,2003-12-04,
1114,1114,"Marianne Kleiner","Kleiner, Marianne",Marianne,Kleiner,1947-05-29,female,"Appenzell A.-Rh.",AR,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1114,2003-12-04,
1115,1115,"André Reymond","Reymond, André","André",Reymond,1940-01-07,male,Genf,GE,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1115,,
1116,1116,"Didier Burkhalter","Burkhalter, Didier",Didier,Burkhalter,1960-04-17,male,Neuenburg,NE,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1116,2003-12-04,
1117,1117,"Jean-René Germanier","Germanier, Jean-René","Jean-René",Germanier,1958-12-18,male,Wallis,VS,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1117,2003-12-04,
1118,1118,"Otto Ineichen","Ineichen, Otto",Otto,Ineichen,1941-06-08,male,Luzern,LU,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1118,2003-12-04,
1119,1119,"Jean-François Rime","Rime, Jean-François","Jean-François",Rime,1950-06-28,male,Freiburg,FR,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1119,,
1120,1120,"Carlo Sommaruga","Sommaruga, Carlo",Carlo,Sommaruga,1959-07-08,male,Genf,GE,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=1120,,
1121,1121,"Jasmin Hutter-Hutter","Hutter-Hutter, Jasmin",Jasmin,Hutter-Hutter,1978-06-11,female,"St. Gallen",SG,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1121,,
1122,1122,"Kurt Fluri","Fluri, Kurt",Kurt,Fluri,1955-08-19,male,Solothurn,SO,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1122,2003-12-04,
1123,1123,"Pierre-François Veillon","Veillon, Pierre-François","Pierre-François",Veillon,1950-04-30,male,Waadt,VD,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1123,,
1124,1124,"Dominique de Buman","de Buman, Dominique",Dominique,"de Buman",1956-04-28,male,Freiburg,FR,NR,1,CVP,0,C,3,47,https://www.parlament.ch/en/biografie?CouncillorId=1124,,
1125,1125,"Chantal Galladé","Galladé, Chantal",Chantal,"Galladé",1972-12-17,female,"Zürich",ZH,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=1125,,
1126,1126,"Markus Hutter","Hutter, Markus",Markus,Hutter,1957-02-20,male,"Zürich",ZH,NR,1,FDP-Liberale,0,RL,1,47,https://www.parlament.ch/en/biografie?CouncillorId=1126,2003-12-04,
1127,1127,"Oskar Freysinger","Freysinger, Oskar",Oskar,Freysinger,1960-06-12,male,Wallis,VS,NR,1,SVP,0,V,4,47,https://www.parlament.ch/en/biografie?CouncillorId=1127,,
1128,1128,"Markus Wäfler","Wäfler, Markus",Markus,"Wäfler",1948-12-21,male,"Zürich",ZH,NR,1,EDU,0,E,102,47,https://www.parlament.ch/en/biografie?CouncillorId=1128,,
1129,1129,"Silvia Schenker","Schenker, Silvia",Silvia,Schenker,1954-01-17,female,Basel-Stadt,BS,NR,1,SP,0,S,2,47,https://www.parlament.ch/en/biografie?CouncillorId=1129,,
