id,name__en,name__nl,name__fr,name,wikipedia__en,gender,occupation,birth_date,given_name,original_wikiname,name__de,name__it,death_date,name__yo,wikipedia__yo,name__hu,identifier__NPG,identifier__hansard,identifier__VIAF,name__ca,wikipedia__ca,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NTA,identifier__FAST,name__new,wikipedia__new,image,name__es,wikipedia__fr,name__sv,wikipedia__sv,name__nb,name__da,name__nn,wikipedia__de,name__cy,name__ru,wikipedia__ru,name__tr,wikipedia__no,wikipedia__tr,identifier__freebase,name__gl,wikipedia__it,name__zh_hant,name__zh_cn,name__dv,name__ja,wikipedia__dv,name__cs,name__eu,name__pl,wikipedia__pl,name__id,name__sk,name__el,name__hy,name__ar,wikipedia__ar,wikipedia__el,wikipedia__id,wikipedia__ja,wikipedia__sk,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,wikipedia__fa,wikipedia__sh,wikipedia__sr,name__he,wikipedia__simple,name__zh_hans,name__zh_hk,name__zh,name__fi,wikipedia__es,wikipedia__fi,wikipedia__nl,wikipedia__zh,identifier__Britannica,name__zh_sg,name__zh_tw,name__ko,name__ta,name__et,name__hi,name__pt,name__hr,name__lt,name__bn,name__en_ca,name__en_gb,name__pt_br,name__uk,wikipedia__bn,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__et,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ko,wikipedia__lt,wikipedia__pt,wikipedia__ta,wikipedia__uk,name__ka,name__ms,name__vi,name__lb,name__oc,name__min,name__ml,name__mr,name__ne,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__min,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__vi,name__br,name__eo,name__ksh,name__mk,name__sco,wikipedia__br,wikipedia__eo,wikipedia__ksh,wikipedia__sco,identifier__IMDB,website,twitter
Q4665883,"Abdulla Hameed","Abdulla Hameed","Abdulla Hameed","Abdulla Hameed","Abdulla Hameed",male,,1939,,"Abdulla Hameed","Abdulla Hameed","Abdulla Hameed",2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665893,"Abdulla Shahid","Abdulla Shahid","Abdulla Shahid","Abdulla Shahid","Abdulla Shahid",male,diplomat,,,"Abdulla Shahid","Abdulla Shahid","Abdulla Shahid",,,,,,,,,,,,,,,,,,,"Abdulla Shahid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665896,"Abdulla Yameen","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen",male,politician,1959-05-21,Abdullah,"Abdulla Yameen","Abdulla Yameen","Abdulla Yameen",,,,"Abdulla Yameen",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Maldives_President_Abdulla_Yameen_Cropped.jpg,"Abdulla Yameen","Abdulla Yameen Abdul Gayoom",,,"Abdulla Yameen",,,"Abdulla Yameen",,"Ямин, Абдулла","Ямин, Абдулла","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen",,,"Abdulla Yameen",,,"އަބްދުﷲ ޔާމިން","アブドゥラ・ヤミーン","އަބްދުﷲ ޔާމިން","Abdulla Yameen","Abdulla Yameen","Abdullah Jamin","Abdullah Jamin","Abdulla Yameen",,"Αμπντάλα Γιαμίν",,"عبد الله يمين","عبد الله يمين","Αμπντάλα Γιαμίν","Abdulla Yameen","アブドゥラ・ヤミーン",,"عبدالله یمین",,,,,"عبدالله یمین",,,,,,,"阿卜杜拉·亚明·阿卜杜勒·加尧姆","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen",,"阿卜杜拉·亚明·阿卜杜勒·加尧姆",,,,"압둘라 야민","அப்துல்லா யாமீன்","Abdulla Yameen","यामीन अब्दुल गयूम","Abdulla Yameen",,,"আব্দুল্লাহ ইয়ামিন আব্দুল গাইয়ুম","Abdulla Yameen","Abdulla Yameen",,,"আব্দুল্লাহ ইয়ামিন আব্দুল গাইয়ুম",,,,"Abdulla Yameen","Abdulla Yameen",,,"यामीन अब्दुल गयूम",,"압둘라 야민",,"Abdulla Yameen","அப்துல்லா யாமீன்",,"აბდულა იამინი","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen Abdul Gayoom","Abdulla Yameen","അബ്ദുള്ള യമീൻ അബ്ദുൾ ഗയൂം","अब्दुल्ला यामीन","अब्दुल्ला यमिन","Abdulla Yameen","ਅਬਦੁੱਲਾ ਯਾਮੀਨ","აბდულა იამინი","Abdulla Yameen","Abdulla Yameen","Abdulla Yameen","അബ്ദുള്ള യമീൻ അബ്ദുൾ ഗയൂം","अब्दुल्ला यामीन","Abdulla Yameen","अब्दुल्ला यमिन","Abdulla Yameen Abdul Gayoom","ਅਬਦੁੱਲਾ ਯਾਮੀਨ","Abdulla Yameen",,,,,,,,,,,,
Q4695865,"Ahmed Inaz","Ahmed Inaz","Ahmed Inaz","Ahmed Inaz","Ahmed Inaz",male,economist,1976-09,Ahmed,"Ahmed Inaz","Ahmed Inaz","Ahmed Inaz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696040,"Ahmed Thasmeen Ali","Ahmed Thasmeen Ali","Ahmed Thasmeen Ali","Ahmed Thasmeen Ali","Ahmed Thasmeen Ali",male,,1966-09-30,Ahmed,"Ahmed Thasmeen Ali","Ahmed Thasmeen Ali","Ahmed Thasmeen Ali",,,,,,,,,,,,,,,,,,,"Ahmed Thasmeen Ali",,,,,,,,,,,,,,,,,,,,"アハメド・タスミーン・アリ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696065,"Ahmed Zaki","Ahmed Zaki","Ahmed Zaki","Ahmed Zaki","Ahmed Zaki (politician)",male,politician,1931-04-16,Ahmed,"Ahmed Zaki (politician)","Ahmed Zaki",,1996-11-15,,,"Ahmed Zaki",,,,,,,,,,,,,,,"Ahmed Zaki",,,,,,,,,"Заки, Ахмед","Заки, Ахмед",,,,,,,,,,,,,,"Ahmed Zaki","Ahmed Zaki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4746343,"Amina Kabafa’anu","Amina Kabafa’anu",,"Amina Kabafa’anu","Amina Kabafa’anu",female,,,Amina,"Amina Kabafa’anu","Amina Kabafa’anu",,,,,,,,,,,,,,,,,,,,,,"Amina Kabafa’anu","Amina Kabafa’anu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4832595,"Azima Shukoor","Azima Shukoor",,"Azima Shukoor","Azima Shukoor",female,lawyer,,,"Azima Shukoor","Azima Shukoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4966011,"Mariyam Kaba'afa'anu Rani Kilege","Mariyam Kaba'afa'anu Rani Kilege",,"Mariyam Kaba'afa'anu Rani Kilege","Mariyam Kaba'afa'anu Rani Kilege",female,,,,"Mariyam Kaba'afa'anu Rani Kilege","Mariyam Kaba'afa'anu Rani Kilege",,1691,,,,,,,,,,,,,,,,,,,,"Mariyam Kaba'afa'anu Rani Kilege","Mariyam Kaba'afa'anu Rani Kilege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5315815,"Dunya Maumoon","Dunya Maumoon","Dunya Maumoon","Dunya Maumoon","Dunya Maumoon",female,politician,,Dunya,"Dunya Maumoon","Dunya Maumoon","Dunya Maumoon",,,,"Dunya Maumoon",,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/33/Dunya_Maumoon(cropped).jpg,"Dunya Maumoon",,,,,,,,,"Данья Момун",,,,,,,,,,,,,"Dunya Maumoon","Dunya Maumoon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437751,"Fathimath Dhiyana Saeed","Fathimath Dhiyana Saeed","Fathimath Dhiyana Saeed","Fathimath Dhiyana Saeed","Fathimath Dhiyana Saeed",female,diplomat,1974-11-22,,"Fathimath Dhiyana Saeed","Fathimath Dhiyana Saeed",,,,,,,,,,,,,,,,,,,,"Fathimath Dhiyana Saeed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"फतिमाथ धियाना सइद",,,,,,,,,,"फतिमाथ धियाना सइद",,,,,,,,,,,,,,,
Q558802,"Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir",male,politician,1926-09-02,Ibrahim,"Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir",2008-11-22,,,"Ibrahim Nasir",,,,,,,,,,,,,,,"Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir",,,,"Ibrahim Nasir","Ibrahim Nasir","Насир, Ибрагим","Насир, Ибрагим",,,,/m/027536,,"Ibrahim Nasir","易卜拉欣·納西爾",,"އިބްރާހީމް ނާޞިރު","イブラヒム・ナシル","އިބްރާހީމް ނާޞިރު",,,"Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ιμπραχίμ Ναζίρ",,"إبراهيم ناصر","إبراهيم ناصر","Ιμπραχίμ Ναζίρ","Ibrahim Nasir","イブラヒム・ナシル","Ibrahim Nasir",,,,,,,,,,,"易卜拉欣·纳西尔","易卜拉欣·納西爾","易卜拉欣·纳西尔","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","Ibrahim Nasir","易卜拉欣·纳西尔",biography/Ibrahim-Nasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q559061,"Fathulla Jameel","Fathulla Jameel","Fathulla Jameel","Fathulla Jameel","Fathulla Jameel",male,diplomat,1942-09-05,,"Fathulla Jameel","Fathulla Jameel",,2012-03-01,,,,,,,,,,,,,,,,,,"Fathulla Jameel",,,,,,,"Fathulla Jameel",,"Джамиль, Фатулла","Джамиль, Фатулла",,,,,,,,,"ފަތުހުﷲ ޖަމީލް",,"ފަތުހުﷲ ޖަމީލް",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fathulla Jameel",,,,,,,,,,,,,,,,,,,,"Fathulla Jameel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5679650,"Hassan Farid Didi","Hassan Farid Didi","Hassan Farid Didi","Hassan Farid Didi","Hassan Farid Didi",male,diplomat,1902,Hassan,"Hassan Farid Didi","Hassan Farid Didi","Hassan Farid Didi",1944,,,,,,,,,,,,,,,,,,"Hassan Farid Didi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Հասան Ֆարիդ Դիդի",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5949557,"Hussain Rasheed Ahmed","Hussain Rasheed Ahmed","Hussain Rasheed Ahmed","Hussain Rasheed Ahmed","Hussain Rasheed Ahmed",male,,1957-03-18,,"Hussain Rasheed Ahmed","Hussain Rasheed Ahmed","Hussain Rasheed Ahmed",,,,,,,,,,,,,,,,,,,"Hussain Rasheed Ahmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q596973,"Hassan Saeed","Hassan Saeed",,"Hassan Saeed","Hassan Saeed",male,lawyer,1970,Hassan,"Hassan Saeed","Hassan Saeed",,,,,,,,,,,,,,,,,,,,"Hassan Saeed",,,,,,,,,,,,,,,,,,,"ޙަސަން ސަޢީދު",,"ޙަސަން ސަޢީދު",,,"Hassan Saeed","Hassan Saeed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984514,"Ibrahim Didi","Ibrahim Didi",,"Ibrahim Didi","Ibrahim Didi",male,politician,,Ibrahim,"Ibrahim Didi","Ibrahim Didi",,,,,,,,,,,,,,,,,,,,,,,,"Ibrahim Didi",,,,,,,,"Ibrahim Didi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984572,"Ibrahim Hussein Zaki","Ibrahim Hussein Zaki","Ibrahim Hussein Zaki","Ibrahim Hussein Zaki","Ibrahim Hussein Zaki",male,diplomat,1947,Ibrahim,"Ibrahim Hussein Zaki","Ibrahim Hussein Zaki",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"इब्राहिम हुसेन जाकी",,,,,,,,,,"इब्राहिम हुसेन जाकी",,,,,,,,,,,,,,,
Q5984589,"Ibrahim Ismail","Ibrahim Ismail",,"Ibrahim Ismail","Ibrahim Ismail (politician)",male,,,Ibrahim,"Ibrahim Ismail (politician)","Ibrahim Ismail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984711,"Ibrahim Saleem","Ibrahim Saleem","Ibrahim Saleem","Ibrahim Saleem","Ibrahim Saleem",male,,1950-08-14,Ibrahim,"Ibrahim Saleem","Ibrahim Saleem","Ibrahim Saleem",,,,,,,,,,,,,,,,,,,"Ibrahim Saleem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q601491,"Mohamed Amin Didi","Mohamed Amin Didi","Mohamed Amin Didi","Mohamed Amin Didi","Mohamed Amin Didi",male,politician,1910-07-20,Mohamed,"Mohamed Amin Didi","Mohamed Amin Didi","Mohamed Amin Didi",1954-01-19,,,"Mohamed Amin Didi",,,,,,,,,,,,,,,"Mohamed Amin Didi","Mohamed Amin Didi",,,,,,,,"Мохамед Амин Диди","Мохамед Амин Диди",,,,/m/036vjh,,"Mohamed Amin Didi",,,"މުހައްމަދު އަމީން ދޮށިމޭނާ ކިލެގެފާނު","モハメッド・アミン・ディディ","މުހައްމަދު އަމީން ދޮށިމޭނާ ކިލެގެފާނު",,,"Mohamed Amin Didi","Mohamed Amin Didi","Mohamed Amin Didi",,"Μοχάμετ Αμίν Ντιντί",,"محمد أمين ديدي","محمد أمين ديدي","Μοχάμετ Αμίν Ντιντί","Mohamed Amin Didi","モハメッド・アミン・ディディ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891274,"Mohamed Jameel Ahmed",,"Mohamed Jameel Ahmed","Mohamed Jameel Ahmed","Mohamed Jameel Ahmed",male,politician,1969-10-13,Mohamed,"Mohamed Jameel Ahmed","Mohamed Jameel Ahmed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ахмед, Мохамед Джамиль","Ахмед, Мохамед Джамиль",,,,,,,,,"މުޙައްމަދު ޖަމީލް އަޙުމަދު","モハメド・ジャミール・アハメド","މުޙައްމަދު ޖަމީލް އަޙުމަދު",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891339,"Mohamed Latheef",,"Mohamed Latheef","Mohamed Latheef","Mohamed Latheef",male,,,Mohamed,"Mohamed Latheef","Mohamed Latheef","Mohamed Latheef",,,,,,,,,,,,,,,,,,,"Mohamed Latheef",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891341,"Mohamed Latheef",,,"Mohamed Latheef","Mohamed Latheef (ambassador)",male,diplomat,,Mohamed,"Mohamed Latheef (ambassador)","Mohamed Latheef",,,,,,,,,,,,,,,,,,,,"Mohamed Latheef",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891387,"Mohamed Munavvar",,,"Mohamed Munavvar","Mohamed Munavvar",male,lawyer,,Mohamed,"Mohamed Munavvar","Mohamed Munavvar",,,,,,,,,,,,,,,,,,,,"Mohamed Munavvar",,,,,,,,,,,,,,,,,,,"މުޙައްމަދު މުނައްވަރު",,"މުޙައްމަދު މުނައްވަރު",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891402,"Mohamed Nazim",,,"Mohamed Nazim","Mohamed Nazim",male,,,Mohamed,"Mohamed Nazim","Mohamed Nazim","Mohamed Nazim",,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/15/Michele_J._Sison_with_Mohamed_Nazim.jpg,,,,,,,,,,,,,,,,,,,,,"モハメド・ナジーム",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891566,"Mohamed Zahir Hussain",,"Mohamed Zahir Hussain","Mohamed Zahir Hussain","Mohamed Zahir Hussain",male,,,Mohamed,"Mohamed Zahir Hussain","Mohamed Zahir Hussain","Mohamed Zahir Hussain",,,,,,,,,,,,,,,,,,,"Mohamed Zahir Hussain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893391,"Mohammed Waheed Deen",,,"Mohammed Waheed Deen","Mohammed Waheed Deen",male,,,Mohammed,"Mohammed Waheed Deen","Mohammed Waheed Deen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Мохаммед Вахид Дин","Мохаммед Вахид Дин",,,,,,,,,"މުޙައްމަދު ވަހީދުއްދީން","モハメド・ワヒード・ディーン","މުޙައްމަދު ވަހީދުއްދީން",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6908520,"Moosa Ali Jaleel",,,"Moosa Ali Jaleel","Moosa Ali Jaleel",male,,1960-06-26,,"Moosa Ali Jaleel","Moosa Ali Jaleel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6967314,"Nasreena Ibrahim","Nasreena Ibrahim","Nasreena Ibrahim","Nasreena Ibrahim","Nasreena Ibrahim",female,,,,"Nasreena Ibrahim","Nasreena Ibrahim","Nasreena Ibrahim",,,,,,,,,,,,,,,,,,,"Nasreena Ibrahim",,,,"Nasreena Ibrahim",,,,,"Насреена Ибрагим",,,,,,,,,,,,,"Nasreena Ibrahim","Nasreena Ibrahim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7267003,"Qasim Ibrahim","Qasim Ibrahim",,"Qasim Ibrahim","Qasim Ibrahim",male,,1951-08-30,,"Qasim Ibrahim","Qasim Ibrahim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ガーシム・イブラヒム",,,,"Qasim Ibrahim","Qasim Ibrahim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7306835,"Reeko Moosa Manik",,,"Reeko Moosa Manik","Reeko Moosa Manik",male,,,,"Reeko Moosa Manik","Reeko Moosa Manik",,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Reeko_moosa_1.jpg,,,,,,,,,,,,,,,,,,,,,"リーコ・ムーサ・マニク",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7403838,"Saleem Ali",,,"Saleem Ali","Saleem Ali (politician)",male,,,,"Saleem Ali (politician)","Saleem Ali",,2007-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7935605,"Visam Ali","Visam Ali","Visam Ali","Visam Ali","Visam Ali",female,,1974,,"Visam Ali","Visam Ali","Visam Ali",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
